start_time,datetime,reserve,reserve_usd,close,change
2021-01-01 00:00:00,2021-01-01 00:00:00,3436930.727410553,2534030085.0132093,734.6,
2021-01-01 01:00:00,2021-01-01 01:00:00,3439519.9143306687,2528804952.147363,749.33,0.0200517288320174
2021-01-01 02:00:00,2021-01-01 02:00:00,3443861.385200651,2580892382.094113,745.15,-0.0055783166295224
2021-01-01 03:00:00,2021-01-01 03:00:00,3448907.769826245,2574130916.979193,745.88,0.0009796685231162
2021-01-01 04:00:00,2021-01-01 04:00:00,3450374.121349079,2577874059.87694,743.4,-0.0033249316243899
2021-01-01 05:00:00,2021-01-01 05:00:00,3450425.962318968,2566897080.770196,741.61,-0.0024078557976862
2021-01-01 06:00:00,2021-01-01 06:00:00,3451003.0703528672,2562533410.7730865,740.76,-0.0011461549871226
2021-01-01 07:00:00,2021-01-01 07:00:00,3448371.916623394,2553590012.9160857,738.18,-0.0034829094443544
2021-01-01 08:00:00,2021-01-01 08:00:00,3448909.204300873,2548102838.0148525,731.01,-0.0097130781110297
2021-01-01 09:00:00,2021-01-01 09:00:00,3444860.8222732693,2516706333.172306,734.38,0.004610060053898
2021-01-01 10:00:00,2021-01-01 10:00:00,3440549.025588364,2527786186.133799,737.69,0.0045072033552113
2021-01-01 11:00:00,2021-01-01 11:00:00,3441272.4150157548,2538160752.844731,739.88,0.0029687267009177
2021-01-01 12:00:00,2021-01-01 12:00:00,3439093.67503083,2543726045.644792,734.03,-0.0079066875709574
2021-01-01 13:00:00,2021-01-01 13:00:00,3434659.6922210497,2520998913.578275,741.06,0.0095772652343908
2021-01-01 14:00:00,2021-01-01 14:00:00,3432522.5065597454,2543556741.072133,738.81,-0.0030361914015059
2021-01-01 15:00:00,2021-01-01 15:00:00,3432671.1163607803,2538885256.365784,736.06,-0.0037222019193026
2021-01-01 16:00:00,2021-01-01 16:00:00,3427203.428152943,2528101089.154017,736.59,0.0007200499959243
2021-01-01 17:00:00,2021-01-01 17:00:00,3424845.104777649,2519903073.895062,729.02,-0.0102770876607067
2021-01-01 18:00:00,2021-01-01 18:00:00,3422445.0072589465,2490595835.915031,725.14,-0.0053222133823489
2021-01-01 19:00:00,2021-01-01 19:00:00,3422139.255226674,2480777185.5794454,725.68,0.0007446837852
2021-01-01 20:00:00,2021-01-01 20:00:00,3436986.262191991,2488134958.3320465,730.01,0.0059668173299527
2021-01-01 21:00:00,2021-01-01 21:00:00,3466171.4363605403,2534893749.8253803,728.89,-0.0015342255585539
2021-01-01 22:00:00,2021-01-01 22:00:00,3464072.832143097,2521314608.1642265,729.53,0.0008780474420009
2021-01-01 23:00:00,2021-01-01 23:00:00,3464760.440947166,2528367798.9767823,729.77,0.0003289789316409
2021-01-02 00:00:00,2021-01-02 00:00:00,3463766.0073793856,2530570029.0518384,720.8,-0.0122915439110953
2021-01-02 01:00:00,2021-01-02 01:00:00,3458871.988464521,2488676786.0037546,730.2,0.013041065482797
2021-01-02 02:00:00,2021-01-02 02:00:00,3461124.904987142,2532038257.005687,730.69,0.0006710490276635
2021-01-02 03:00:00,2021-01-02 03:00:00,3463624.45737642,2534806418.0244355,731.42,0.0009990556870902
2021-01-02 04:00:00,2021-01-02 04:00:00,3469915.120305062,2536134520.9206467,730.21,-0.0016543162615185
2021-01-02 05:00:00,2021-01-02 05:00:00,3469148.903954624,2536233664.753197,732.84,0.0036017036195066
2021-01-02 06:00:00,2021-01-02 06:00:00,3469759.350643739,2545271351.9214115,737.88,0.0068773538562305
2021-01-02 07:00:00,2021-01-02 07:00:00,3474997.6409195834,2570073608.594145,735.82,-0.0027917818615492
