start_time,base_fee_mean,datetime
2022-02-28 01:00:00,49.049492627,2022-02-28 01:00:00
2022-02-28 02:00:00,54.841636739,2022-02-28 02:00:00
2022-02-28 03:00:00,51.929766058,2022-02-28 03:00:00
2022-02-28 04:00:00,49.727079597,2022-02-28 04:00:00
2022-02-28 05:00:00,46.97254713,2022-02-28 05:00:00
2022-02-28 06:00:00,39.567773507,2022-02-28 06:00:00
2022-02-28 07:00:00,35.975209225,2022-02-28 07:00:00
2022-02-28 08:00:00,33.111340085,2022-02-28 08:00:00
2022-02-28 09:00:00,36.91782105,2022-02-28 09:00:00
2022-02-28 10:00:00,28.599746997,2022-02-28 10:00:00
2022-02-28 11:00:00,29.865843441,2022-02-28 11:00:00
2022-02-28 12:00:00,33.767996007,2022-02-28 12:00:00
2022-02-28 13:00:00,37.539492187,2022-02-28 13:00:00
2022-02-28 14:00:00,47.408583343,2022-02-28 14:00:00
2022-02-28 15:00:00,72.363879539,2022-02-28 15:00:00
2022-02-28 16:00:00,64.592141558,2022-02-28 16:00:00
2022-02-28 17:00:00,90.19199332,2022-02-28 17:00:00
2022-02-28 18:00:00,89.746363911,2022-02-28 18:00:00
2022-02-28 19:00:00,65.231142174,2022-02-28 19:00:00
2022-02-28 20:00:00,105.4937757,2022-02-28 20:00:00
2022-02-28 21:00:00,263.04719223,2022-02-28 21:00:00
2022-02-28 22:00:00,139.508434273,2022-02-28 22:00:00
2022-02-28 23:00:00,113.476205365,2022-02-28 23:00:00
2022-03-01 00:00:00,96.544971538,2022-03-01 00:00:00
2022-03-01 01:00:00,69.792822182,2022-03-01 01:00:00
2022-03-01 02:00:00,76.670910289,2022-03-01 02:00:00
2022-03-01 03:00:00,68.798009031,2022-03-01 03:00:00
2022-03-01 04:00:00,64.628309365,2022-03-01 04:00:00
2022-03-01 05:00:00,51.244880216,2022-03-01 05:00:00
2022-03-01 06:00:00,47.758272874,2022-03-01 06:00:00
2022-03-01 07:00:00,47.945678292,2022-03-01 07:00:00
2022-03-01 08:00:00,39.005686662,2022-03-01 08:00:00
2022-03-01 09:00:00,33.672042185,2022-03-01 09:00:00
2022-03-01 10:00:00,34.292705003,2022-03-01 10:00:00
2022-03-01 11:00:00,36.503985296,2022-03-01 11:00:00
2022-03-01 12:00:00,40.954600496,2022-03-01 12:00:00
2022-03-01 13:00:00,50.91367468,2022-03-01 13:00:00
2022-03-01 14:00:00,58.362827526,2022-03-01 14:00:00
2022-03-01 15:00:00,58.195614195,2022-03-01 15:00:00
2022-03-01 16:00:00,53.602516434,2022-03-01 16:00:00
2022-03-01 17:00:00,66.689829235,2022-03-01 17:00:00
2022-03-01 18:00:00,72.710246647,2022-03-01 18:00:00
2022-03-01 19:00:00,61.972292841,2022-03-01 19:00:00
2022-03-01 20:00:00,57.698948803,2022-03-01 20:00:00
2022-03-01 21:00:00,46.128735184,2022-03-01 21:00:00
2022-03-01 22:00:00,43.225525955,2022-03-01 22:00:00
2022-03-01 23:00:00,54.288377433,2022-03-01 23:00:00
2022-03-02 00:00:00,59.837672464,2022-03-02 00:00:00
2022-03-02 01:00:00,50.38020637,2022-03-02 01:00:00
2022-03-02 02:00:00,51.538612426,2022-03-02 02:00:00
2022-03-02 03:00:00,51.7130073,2022-03-02 03:00:00
2022-03-02 04:00:00,40.276441261,2022-03-02 04:00:00
2022-03-02 05:00:00,38.849325461,2022-03-02 05:00:00
2022-03-02 06:00:00,34.346768093,2022-03-02 06:00:00
2022-03-02 07:00:00,37.433406114,2022-03-02 07:00:00
2022-03-02 08:00:00,34.346739719,2022-03-02 08:00:00
2022-03-02 09:00:00,28.199500452,2022-03-02 09:00:00
2022-03-02 10:00:00,30.809448327,2022-03-02 10:00:00
2022-03-02 11:00:00,29.824922352,2022-03-02 11:00:00
2022-03-02 12:00:00,28.889119516,2022-03-02 12:00:00
2022-03-02 13:00:00,34.723281189,2022-03-02 13:00:00
2022-03-02 14:00:00,50.42595298,2022-03-02 14:00:00
2022-03-02 15:00:00,80.440518634,2022-03-02 15:00:00
2022-03-02 16:00:00,85.177119679,2022-03-02 16:00:00
2022-03-02 17:00:00,90.955682051,2022-03-02 17:00:00
2022-03-02 18:00:00,67.037284824,2022-03-02 18:00:00
2022-03-02 19:00:00,64.674049695,2022-03-02 19:00:00
2022-03-02 20:00:00,56.843328184,2022-03-02 20:00:00
2022-03-02 21:00:00,59.037913893,2022-03-02 21:00:00
2022-03-02 22:00:00,64.445830603,2022-03-02 22:00:00
2022-03-02 23:00:00,61.539387792,2022-03-02 23:00:00
2022-03-03 00:00:00,42.794381229,2022-03-03 00:00:00
2022-03-03 01:00:00,55.029993831,2022-03-03 01:00:00
2022-03-03 02:00:00,54.227025672,2022-03-03 02:00:00
2022-03-03 03:00:00,42.857793461,2022-03-03 03:00:00
2022-03-03 04:00:00,48.462477896,2022-03-03 04:00:00
2022-03-03 05:00:00,43.939613548,2022-03-03 05:00:00
2022-03-03 06:00:00,37.936910794,2022-03-03 06:00:00
2022-03-03 07:00:00,33.640914228,2022-03-03 07:00:00
2022-03-03 08:00:00,31.565385509,2022-03-03 08:00:00
2022-03-03 09:00:00,30.439302363,2022-03-03 09:00:00
2022-03-03 10:00:00,28.15738735,2022-03-03 10:00:00
2022-03-03 11:00:00,34.019292196,2022-03-03 11:00:00
2022-03-03 12:00:00,33.7038944,2022-03-03 12:00:00
2022-03-03 13:00:00,33.525223111,2022-03-03 13:00:00
2022-03-03 14:00:00,69.192676011,2022-03-03 14:00:00
2022-03-03 15:00:00,54.347613458,2022-03-03 15:00:00
2022-03-03 16:00:00,61.655040351,2022-03-03 16:00:00
2022-03-03 17:00:00,49.002968686,2022-03-03 17:00:00
2022-03-03 18:00:00,65.494408001,2022-03-03 18:00:00
2022-03-03 19:00:00,67.187543416,2022-03-03 19:00:00
2022-03-03 20:00:00,45.968301846,2022-03-03 20:00:00
2022-03-03 21:00:00,42.109336617,2022-03-03 21:00:00
2022-03-03 22:00:00,44.617215423,2022-03-03 22:00:00
2022-03-03 23:00:00,45.437141854,2022-03-03 23:00:00
2022-03-04 00:00:00,41.748967756,2022-03-04 00:00:00
2022-03-04 01:00:00,44.384603745,2022-03-04 01:00:00
2022-03-04 02:00:00,39.896073296,2022-03-04 02:00:00
2022-03-04 03:00:00,39.180688707,2022-03-04 03:00:00
2022-03-04 04:00:00,43.595457225,2022-03-04 04:00:00
2022-03-04 05:00:00,30.97584455,2022-03-04 05:00:00
2022-03-04 06:00:00,28.651223,2022-03-04 06:00:00
2022-03-04 07:00:00,26.188899656,2022-03-04 07:00:00
2022-03-04 08:00:00,26.315281191,2022-03-04 08:00:00
2022-03-04 09:00:00,25.350226373,2022-03-04 09:00:00
2022-03-04 10:00:00,24.053491196,2022-03-04 10:00:00
2022-03-04 11:00:00,23.99592884,2022-03-04 11:00:00
2022-03-04 12:00:00,25.97524333,2022-03-04 12:00:00
2022-03-04 13:00:00,28.85085574,2022-03-04 13:00:00
2022-03-04 14:00:00,34.785806662,2022-03-04 14:00:00
2022-03-04 15:00:00,61.958234089,2022-03-04 15:00:00
2022-03-04 16:00:00,61.695922247,2022-03-04 16:00:00
2022-03-04 17:00:00,66.915632199,2022-03-04 17:00:00
2022-03-04 18:00:00,54.254242995,2022-03-04 18:00:00
2022-03-04 19:00:00,52.242354282,2022-03-04 19:00:00
2022-03-04 20:00:00,59.690253971,2022-03-04 20:00:00
2022-03-04 21:00:00,79.271781075,2022-03-04 21:00:00
2022-03-04 22:00:00,88.632465715,2022-03-04 22:00:00
2022-03-04 23:00:00,55.202063015,2022-03-04 23:00:00
2022-03-05 00:00:00,53.327580196,2022-03-05 00:00:00
2022-03-05 01:00:00,45.368438256,2022-03-05 01:00:00
2022-03-05 02:00:00,44.110551644,2022-03-05 02:00:00
2022-03-05 03:00:00,43.759746347,2022-03-05 03:00:00
2022-03-05 04:00:00,32.955926923,2022-03-05 04:00:00
2022-03-05 05:00:00,25.480344707,2022-03-05 05:00:00
2022-03-05 06:00:00,24.047840377,2022-03-05 06:00:00
2022-03-05 07:00:00,23.359435028,2022-03-05 07:00:00
2022-03-05 08:00:00,23.217193218,2022-03-05 08:00:00
2022-03-05 09:00:00,20.98366001,2022-03-05 09:00:00
2022-03-05 10:00:00,18.716458847,2022-03-05 10:00:00
2022-03-05 11:00:00,21.654908392,2022-03-05 11:00:00
2022-03-05 12:00:00,22.329562999,2022-03-05 12:00:00
2022-03-05 13:00:00,23.174718404,2022-03-05 13:00:00
2022-03-05 14:00:00,26.177359241,2022-03-05 14:00:00
2022-03-05 15:00:00,27.49322989,2022-03-05 15:00:00
2022-03-05 16:00:00,40.066635888,2022-03-05 16:00:00
2022-03-05 17:00:00,36.641158084,2022-03-05 17:00:00
2022-03-05 18:00:00,37.209119756,2022-03-05 18:00:00
2022-03-05 19:00:00,30.279801033,2022-03-05 19:00:00
2022-03-05 20:00:00,49.400581161,2022-03-05 20:00:00
2022-03-05 21:00:00,46.105616782,2022-03-05 21:00:00
2022-03-05 22:00:00,45.53956833,2022-03-05 22:00:00
2022-03-05 23:00:00,39.311499849,2022-03-05 23:00:00
2022-03-06 00:00:00,30.606413331,2022-03-06 00:00:00
2022-03-06 01:00:00,28.275129677,2022-03-06 01:00:00
2022-03-06 02:00:00,23.553274087,2022-03-06 02:00:00
2022-03-06 03:00:00,25.708129854,2022-03-06 03:00:00
2022-03-06 04:00:00,22.244243883,2022-03-06 04:00:00
2022-03-06 05:00:00,18.949582948,2022-03-06 05:00:00
2022-03-06 06:00:00,19.031481878,2022-03-06 06:00:00
2022-03-06 07:00:00,21.899767018,2022-03-06 07:00:00
2022-03-06 08:00:00,21.588308078,2022-03-06 08:00:00
2022-03-06 09:00:00,21.059854083,2022-03-06 09:00:00
2022-03-06 10:00:00,21.907953059,2022-03-06 10:00:00
2022-03-06 11:00:00,19.154476614,2022-03-06 11:00:00
2022-03-06 12:00:00,20.83427077,2022-03-06 12:00:00
2022-03-06 13:00:00,21.790261137,2022-03-06 13:00:00
2022-03-06 14:00:00,30.758930846,2022-03-06 14:00:00
2022-03-06 15:00:00,33.40177588,2022-03-06 15:00:00
2022-03-06 16:00:00,37.121223474,2022-03-06 16:00:00
2022-03-06 17:00:00,44.438358127,2022-03-06 17:00:00
2022-03-06 18:00:00,330.074821716,2022-03-06 18:00:00
2022-03-06 19:00:00,91.067767117,2022-03-06 19:00:00
2022-03-06 20:00:00,64.004225992,2022-03-06 20:00:00
2022-03-06 21:00:00,45.050810981,2022-03-06 21:00:00
2022-03-06 22:00:00,48.532670339,2022-03-06 22:00:00
2022-03-06 23:00:00,47.717693461,2022-03-06 23:00:00
2022-03-07 00:00:00,53.801679622,2022-03-07 00:00:00
2022-03-07 01:00:00,56.555302772,2022-03-07 01:00:00
2022-03-07 02:00:00,34.601158935,2022-03-07 02:00:00
2022-03-07 03:00:00,34.302767269,2022-03-07 03:00:00
2022-03-07 04:00:00,31.210468287,2022-03-07 04:00:00
2022-03-07 05:00:00,24.83649156,2022-03-07 05:00:00
2022-03-07 06:00:00,26.078620585,2022-03-07 06:00:00
2022-03-07 07:00:00,24.922359192,2022-03-07 07:00:00
2022-03-07 08:00:00,28.687129187,2022-03-07 08:00:00
2022-03-07 09:00:00,27.291113215,2022-03-07 09:00:00
2022-03-07 10:00:00,20.163528029,2022-03-07 10:00:00
2022-03-07 11:00:00,22.337028783,2022-03-07 11:00:00
2022-03-07 12:00:00,24.336234188,2022-03-07 12:00:00
2022-03-07 13:00:00,26.029581223,2022-03-07 13:00:00
2022-03-07 14:00:00,34.650531214,2022-03-07 14:00:00
2022-03-07 15:00:00,33.699810078,2022-03-07 15:00:00
2022-03-07 16:00:00,30.55341374,2022-03-07 16:00:00
2022-03-07 17:00:00,37.779598018,2022-03-07 17:00:00
2022-03-07 18:00:00,41.687497659,2022-03-07 18:00:00
2022-03-07 19:00:00,38.734018672,2022-03-07 19:00:00
2022-03-07 20:00:00,74.000323263,2022-03-07 20:00:00
2022-03-07 21:00:00,70.871693247,2022-03-07 21:00:00
2022-03-07 22:00:00,41.500119901,2022-03-07 22:00:00
2022-03-07 23:00:00,46.163931725,2022-03-07 23:00:00
2022-03-08 00:00:00,49.361111339,2022-03-08 00:00:00
2022-03-08 01:00:00,45.484386926,2022-03-08 01:00:00
2022-03-08 02:00:00,31.537159132,2022-03-08 02:00:00
2022-03-08 03:00:00,42.191254681,2022-03-08 03:00:00
2022-03-08 04:00:00,30.269936667,2022-03-08 04:00:00
2022-03-08 05:00:00,22.021151425,2022-03-08 05:00:00
2022-03-08 06:00:00,20.462902541,2022-03-08 06:00:00
2022-03-08 07:00:00,20.322587907,2022-03-08 07:00:00
2022-03-08 08:00:00,19.541508964,2022-03-08 08:00:00
2022-03-08 09:00:00,19.654707695,2022-03-08 09:00:00
2022-03-08 10:00:00,19.807295487,2022-03-08 10:00:00
2022-03-08 11:00:00,18.884897031,2022-03-08 11:00:00
2022-03-08 12:00:00,20.250227432,2022-03-08 12:00:00
2022-03-08 13:00:00,27.707994693,2022-03-08 13:00:00
2022-03-08 14:00:00,34.040221196,2022-03-08 14:00:00
2022-03-08 15:00:00,37.082274442,2022-03-08 15:00:00
2022-03-08 16:00:00,42.278350504,2022-03-08 16:00:00
2022-03-08 17:00:00,52.887020021,2022-03-08 17:00:00
2022-03-08 18:00:00,31.597595834,2022-03-08 18:00:00
2022-03-08 19:00:00,37.32742474,2022-03-08 19:00:00
2022-03-08 20:00:00,38.991701502,2022-03-08 20:00:00
2022-03-08 21:00:00,59.618021588,2022-03-08 21:00:00
2022-03-08 22:00:00,58.914355586,2022-03-08 22:00:00
2022-03-08 23:00:00,60.568561081,2022-03-08 23:00:00
2022-03-09 00:00:00,47.577357123,2022-03-09 00:00:00
2022-03-09 01:00:00,47.608109932,2022-03-09 01:00:00
2022-03-09 02:00:00,40.874852468,2022-03-09 02:00:00
2022-03-09 03:00:00,49.73106039,2022-03-09 03:00:00
2022-03-09 04:00:00,45.727701501,2022-03-09 04:00:00
2022-03-09 05:00:00,34.609881753,2022-03-09 05:00:00
2022-03-09 06:00:00,31.72590031,2022-03-09 06:00:00
2022-03-09 07:00:00,28.592725313,2022-03-09 07:00:00
2022-03-09 08:00:00,37.618662481,2022-03-09 08:00:00
2022-03-09 09:00:00,29.933284893,2022-03-09 09:00:00
2022-03-09 10:00:00,25.052061308,2022-03-09 10:00:00
2022-03-09 11:00:00,21.238603969,2022-03-09 11:00:00
2022-03-09 12:00:00,19.080858182,2022-03-09 12:00:00
2022-03-09 13:00:00,20.423144689,2022-03-09 13:00:00
2022-03-09 14:00:00,33.321416139,2022-03-09 14:00:00
2022-03-09 15:00:00,35.886510368,2022-03-09 15:00:00
2022-03-09 16:00:00,41.048452709,2022-03-09 16:00:00
2022-03-09 17:00:00,37.829033334,2022-03-09 17:00:00
2022-03-09 18:00:00,36.299884198,2022-03-09 18:00:00
2022-03-09 19:00:00,40.588860909,2022-03-09 19:00:00
2022-03-09 20:00:00,44.77663481,2022-03-09 20:00:00
2022-03-09 21:00:00,33.19707409,2022-03-09 21:00:00
2022-03-09 22:00:00,29.713977404,2022-03-09 22:00:00
2022-03-09 23:00:00,25.76388591,2022-03-09 23:00:00
2022-03-10 00:00:00,28.593201509,2022-03-10 00:00:00
2022-03-10 01:00:00,31.35761786,2022-03-10 01:00:00
2022-03-10 02:00:00,37.320085036,2022-03-10 02:00:00
2022-03-10 03:00:00,36.045756391,2022-03-10 03:00:00
2022-03-10 04:00:00,32.455992093,2022-03-10 04:00:00
2022-03-10 05:00:00,24.817397314,2022-03-10 05:00:00
2022-03-10 06:00:00,19.439286058,2022-03-10 06:00:00
2022-03-10 07:00:00,21.191405891,2022-03-10 07:00:00
2022-03-10 08:00:00,21.712057407,2022-03-10 08:00:00
2022-03-10 09:00:00,22.305608024,2022-03-10 09:00:00
2022-03-10 10:00:00,18.088547689,2022-03-10 10:00:00
2022-03-10 11:00:00,31.220306,2022-03-10 11:00:00
2022-03-10 12:00:00,46.238124561,2022-03-10 12:00:00
2022-03-10 13:00:00,38.285716794,2022-03-10 13:00:00
2022-03-10 14:00:00,24.355977481,2022-03-10 14:00:00
2022-03-10 15:00:00,33.522608216,2022-03-10 15:00:00
2022-03-10 16:00:00,29.492880311,2022-03-10 16:00:00
2022-03-10 17:00:00,43.492843653,2022-03-10 17:00:00
2022-03-10 18:00:00,32.208560977,2022-03-10 18:00:00
2022-03-10 19:00:00,32.0633615,2022-03-10 19:00:00
2022-03-10 20:00:00,32.815240812,2022-03-10 20:00:00
2022-03-10 21:00:00,30.205246805,2022-03-10 21:00:00
2022-03-10 22:00:00,25.108114938,2022-03-10 22:00:00
2022-03-10 23:00:00,24.576403786,2022-03-10 23:00:00
2022-03-11 00:00:00,29.320174443,2022-03-11 00:00:00
2022-03-11 01:00:00,29.872595,2022-03-11 01:00:00
2022-03-11 02:00:00,27.454540438,2022-03-11 02:00:00
2022-03-11 03:00:00,26.226701861,2022-03-11 03:00:00
2022-03-11 04:00:00,25.222615697,2022-03-11 04:00:00
2022-03-11 05:00:00,19.921618354,2022-03-11 05:00:00
2022-03-11 06:00:00,20.099073761,2022-03-11 06:00:00
2022-03-11 07:00:00,21.760093695,2022-03-11 07:00:00
2022-03-11 08:00:00,19.951184852,2022-03-11 08:00:00
2022-03-11 09:00:00,20.819443365,2022-03-11 09:00:00
2022-03-11 10:00:00,16.924869749,2022-03-11 10:00:00
2022-03-11 11:00:00,18.918036827,2022-03-11 11:00:00
2022-03-11 12:00:00,16.99747695,2022-03-11 12:00:00
2022-03-11 13:00:00,20.036007906,2022-03-11 13:00:00
2022-03-11 14:00:00,23.140686655,2022-03-11 14:00:00
2022-03-11 15:00:00,34.690878936,2022-03-11 15:00:00
2022-03-11 16:00:00,38.497741149,2022-03-11 16:00:00
2022-03-11 17:00:00,43.104644464,2022-03-11 17:00:00
2022-03-11 18:00:00,28.538119363,2022-03-11 18:00:00
2022-03-11 19:00:00,26.285288307,2022-03-11 19:00:00
2022-03-11 20:00:00,53.493065741,2022-03-11 20:00:00
2022-03-11 21:00:00,48.043373469,2022-03-11 21:00:00
2022-03-11 22:00:00,39.207046794,2022-03-11 22:00:00
2022-03-11 23:00:00,31.08518347,2022-03-11 23:00:00
2022-03-12 00:00:00,29.135017911,2022-03-12 00:00:00
2022-03-12 01:00:00,21.920385681,2022-03-12 01:00:00
2022-03-12 02:00:00,21.665930151,2022-03-12 02:00:00
2022-03-12 03:00:00,16.895046016,2022-03-12 03:00:00
2022-03-12 04:00:00,19.692863344,2022-03-12 04:00:00
2022-03-12 05:00:00,19.560959521,2022-03-12 05:00:00
2022-03-12 06:00:00,16.279520302,2022-03-12 06:00:00
2022-03-12 07:00:00,13.180892405,2022-03-12 07:00:00
2022-03-12 08:00:00,14.557723062,2022-03-12 08:00:00
2022-03-12 09:00:00,14.00283148,2022-03-12 09:00:00
2022-03-12 10:00:00,13.621521219,2022-03-12 10:00:00
2022-03-12 11:00:00,13.435806367,2022-03-12 11:00:00
2022-03-12 12:00:00,13.849520664,2022-03-12 12:00:00
2022-03-12 13:00:00,23.602825094,2022-03-12 13:00:00
2022-03-12 14:00:00,21.676431809,2022-03-12 14:00:00
2022-03-12 15:00:00,24.59436113,2022-03-12 15:00:00
2022-03-12 16:00:00,23.78777299,2022-03-12 16:00:00
2022-03-12 17:00:00,27.073554212,2022-03-12 17:00:00
2022-03-12 18:00:00,30.295265208,2022-03-12 18:00:00
2022-03-12 19:00:00,22.176556109,2022-03-12 19:00:00
2022-03-12 20:00:00,25.26595626,2022-03-12 20:00:00
2022-03-12 21:00:00,22.491801714,2022-03-12 21:00:00
2022-03-12 22:00:00,20.890959802,2022-03-12 22:00:00
2022-03-12 23:00:00,41.804380397,2022-03-12 23:00:00
2022-03-13 00:00:00,22.963312878,2022-03-13 00:00:00
2022-03-13 01:00:00,28.67797744,2022-03-13 01:00:00
2022-03-13 02:00:00,29.208555271,2022-03-13 02:00:00
2022-03-13 03:00:00,24.242628109,2022-03-13 03:00:00
2022-03-13 04:00:00,19.456936884,2022-03-13 04:00:00
2022-03-13 05:00:00,19.757485376,2022-03-13 05:00:00
2022-03-13 06:00:00,15.07435769,2022-03-13 06:00:00
2022-03-13 07:00:00,16.942266627,2022-03-13 07:00:00
2022-03-13 08:00:00,15.660758125,2022-03-13 08:00:00
2022-03-13 09:00:00,15.266776594,2022-03-13 09:00:00
2022-03-13 10:00:00,15.36463165,2022-03-13 10:00:00
2022-03-13 11:00:00,15.357121875,2022-03-13 11:00:00
2022-03-13 12:00:00,21.302599607,2022-03-13 12:00:00
2022-03-13 13:00:00,22.092480649,2022-03-13 13:00:00
2022-03-13 14:00:00,25.648205729,2022-03-13 14:00:00
2022-03-13 15:00:00,29.777782464,2022-03-13 15:00:00
2022-03-13 16:00:00,31.856904279,2022-03-13 16:00:00
2022-03-13 17:00:00,22.261406915,2022-03-13 17:00:00
2022-03-13 18:00:00,27.383959518,2022-03-13 18:00:00
2022-03-13 19:00:00,45.547520955,2022-03-13 19:00:00
2022-03-13 20:00:00,35.279447942,2022-03-13 20:00:00
2022-03-13 21:00:00,36.399711089,2022-03-13 21:00:00
2022-03-13 22:00:00,34.649920167,2022-03-13 22:00:00
2022-03-13 23:00:00,43.037023218,2022-03-13 23:00:00
2022-03-14 00:00:00,30.264313738,2022-03-14 00:00:00
2022-03-14 01:00:00,27.600313262,2022-03-14 01:00:00
2022-03-14 02:00:00,24.278527449,2022-03-14 02:00:00
2022-03-14 03:00:00,27.042638172,2022-03-14 03:00:00
2022-03-14 04:00:00,22.37370813,2022-03-14 04:00:00
2022-03-14 05:00:00,13.959271358,2022-03-14 05:00:00
2022-03-14 06:00:00,32.763756867,2022-03-14 06:00:00
2022-03-14 07:00:00,18.516001925,2022-03-14 07:00:00
2022-03-14 08:00:00,18.759008596,2022-03-14 08:00:00
2022-03-14 09:00:00,16.118594487,2022-03-14 09:00:00
2022-03-14 10:00:00,17.679982576,2022-03-14 10:00:00
2022-03-14 11:00:00,15.324755188,2022-03-14 11:00:00
2022-03-14 12:00:00,18.751914836,2022-03-14 12:00:00
2022-03-14 13:00:00,20.91059507,2022-03-14 13:00:00
2022-03-14 14:00:00,25.689869055,2022-03-14 14:00:00
2022-03-14 15:00:00,33.548101123,2022-03-14 15:00:00
2022-03-14 16:00:00,37.011876134,2022-03-14 16:00:00
2022-03-14 17:00:00,34.183019417,2022-03-14 17:00:00
2022-03-14 18:00:00,39.648461828,2022-03-14 18:00:00
2022-03-14 19:00:00,49.359046948,2022-03-14 19:00:00
2022-03-14 20:00:00,42.784048357,2022-03-14 20:00:00
2022-03-14 21:00:00,70.46052859,2022-03-14 21:00:00
2022-03-14 22:00:00,38.529239157,2022-03-14 22:00:00
2022-03-14 23:00:00,30.564691221,2022-03-14 23:00:00
2022-03-15 00:00:00,24.235226592,2022-03-15 00:00:00
2022-03-15 01:00:00,27.510696433,2022-03-15 01:00:00
2022-03-15 02:00:00,23.818643774,2022-03-15 02:00:00
2022-03-15 03:00:00,32.658491869,2022-03-15 03:00:00
2022-03-15 04:00:00,23.341859614,2022-03-15 04:00:00
2022-03-15 05:00:00,17.704051546,2022-03-15 05:00:00
2022-03-15 06:00:00,15.717149296,2022-03-15 06:00:00
2022-03-15 07:00:00,17.795448568,2022-03-15 07:00:00
2022-03-15 08:00:00,15.861347048,2022-03-15 08:00:00
2022-03-15 09:00:00,18.108015781,2022-03-15 09:00:00
2022-03-15 10:00:00,15.06449837,2022-03-15 10:00:00
2022-03-15 11:00:00,15.004281403,2022-03-15 11:00:00
2022-03-15 12:00:00,19.066446537,2022-03-15 12:00:00
2022-03-15 13:00:00,36.133970035,2022-03-15 13:00:00
2022-03-15 14:00:00,49.421845516,2022-03-15 14:00:00
2022-03-15 15:00:00,54.340947595,2022-03-15 15:00:00
2022-03-15 16:00:00,42.769283247,2022-03-15 16:00:00
2022-03-15 17:00:00,50.907616675,2022-03-15 17:00:00
2022-03-15 18:00:00,82.408205858,2022-03-15 18:00:00
2022-03-15 19:00:00,84.266026922,2022-03-15 19:00:00
2022-03-15 20:00:00,39.479779635,2022-03-15 20:00:00
2022-03-15 21:00:00,45.786527506,2022-03-15 21:00:00
2022-03-15 22:00:00,39.934474015,2022-03-15 22:00:00
2022-03-15 23:00:00,36.56674971,2022-03-15 23:00:00
2022-03-16 00:00:00,35.775107833,2022-03-16 00:00:00
2022-03-16 01:00:00,37.174167303,2022-03-16 01:00:00
2022-03-16 02:00:00,43.22151977,2022-03-16 02:00:00
2022-03-16 03:00:00,38.240923781,2022-03-16 03:00:00
2022-03-16 04:00:00,29.784660652,2022-03-16 04:00:00
2022-03-16 05:00:00,23.550579723,2022-03-16 05:00:00
2022-03-16 06:00:00,31.695182375,2022-03-16 06:00:00
2022-03-16 07:00:00,19.493367067,2022-03-16 07:00:00
2022-03-16 08:00:00,23.713337483,2022-03-16 08:00:00
2022-03-16 09:00:00,20.585100003,2022-03-16 09:00:00
2022-03-16 10:00:00,23.221259372,2022-03-16 10:00:00
2022-03-16 11:00:00,21.69014341,2022-03-16 11:00:00
2022-03-16 12:00:00,24.951069682,2022-03-16 12:00:00
2022-03-16 13:00:00,34.239792314,2022-03-16 13:00:00
2022-03-16 14:00:00,39.490512161,2022-03-16 14:00:00
2022-03-16 15:00:00,48.797358691,2022-03-16 15:00:00
2022-03-16 16:00:00,59.222895867,2022-03-16 16:00:00
2022-03-16 17:00:00,43.954073884,2022-03-16 17:00:00
2022-03-16 18:00:00,61.199024373,2022-03-16 18:00:00
2022-03-16 19:00:00,48.476665688,2022-03-16 19:00:00
2022-03-16 20:00:00,48.137044182,2022-03-16 20:00:00
2022-03-16 21:00:00,53.715989267,2022-03-16 21:00:00
2022-03-16 22:00:00,51.615893386,2022-03-16 22:00:00
2022-03-16 23:00:00,48.630454395,2022-03-16 23:00:00
2022-03-17 00:00:00,46.292985371,2022-03-17 00:00:00
2022-03-17 01:00:00,37.879528682,2022-03-17 01:00:00
2022-03-17 02:00:00,31.401948641,2022-03-17 02:00:00
2022-03-17 03:00:00,28.97350024,2022-03-17 03:00:00
2022-03-17 04:00:00,25.003190681,2022-03-17 04:00:00
2022-03-17 05:00:00,26.021857401,2022-03-17 05:00:00
2022-03-17 06:00:00,28.05227858,2022-03-17 06:00:00
2022-03-17 07:00:00,21.792664119,2022-03-17 07:00:00
2022-03-17 08:00:00,19.848241871,2022-03-17 08:00:00
2022-03-17 09:00:00,18.687107826,2022-03-17 09:00:00
2022-03-17 10:00:00,18.957059626,2022-03-17 10:00:00
2022-03-17 11:00:00,19.400319867,2022-03-17 11:00:00
2022-03-17 12:00:00,146.493856238,2022-03-17 12:00:00
2022-03-17 13:00:00,180.196722977,2022-03-17 13:00:00
2022-03-17 14:00:00,133.076953638,2022-03-17 14:00:00
2022-03-17 15:00:00,100.315833352,2022-03-17 15:00:00
2022-03-17 16:00:00,111.83673738,2022-03-17 16:00:00
2022-03-17 17:00:00,93.351226044,2022-03-17 17:00:00
2022-03-17 18:00:00,57.715953235,2022-03-17 18:00:00
2022-03-17 19:00:00,62.484223532,2022-03-17 19:00:00
2022-03-17 20:00:00,52.673854613,2022-03-17 20:00:00
2022-03-17 21:00:00,44.190243503,2022-03-17 21:00:00
2022-03-17 22:00:00,44.184057793,2022-03-17 22:00:00
2022-03-17 23:00:00,41.184512899,2022-03-17 23:00:00
2022-03-18 00:00:00,57.024961539,2022-03-18 00:00:00
2022-03-18 01:00:00,102.423588063,2022-03-18 01:00:00
2022-03-18 02:00:00,89.5076713,2022-03-18 02:00:00
2022-03-18 03:00:00,76.198017404,2022-03-18 03:00:00
2022-03-18 04:00:00,63.447823825,2022-03-18 04:00:00
2022-03-18 05:00:00,30.566157486,2022-03-18 05:00:00
