start_time,date,stablecoin_supply_ratio
2022-11-25,2022-11-25,4.1982126
2022-11-26,2022-11-26,4.17700525
2022-11-27,2022-11-27,4.16769654
2022-11-28,2022-11-28,4.15276301
2022-11-29,2022-11-29,4.24097892
2022-11-30,2022-11-30,4.43259476
2022-12-01,2022-12-01,4.39253398
2022-12-02,2022-12-02,4.41434997
2022-12-03,2022-12-03,4.35523094
2022-12-04,2022-12-04,4.40683249
2022-12-05,2022-12-05,4.39051614
2022-12-06,2022-12-06,4.44094144
2022-12-07,2022-12-07,4.38766168
2022-12-08,2022-12-08,4.49423752
2022-12-09,2022-12-09,4.47330811
2022-12-10,2022-12-10,4.47760933
2022-12-11,2022-12-11,4.46660309
2022-12-12,2022-12-12,4.51474643
2022-12-13,2022-12-13,4.32555496
2022-12-14,2022-12-14,4.33806668
2022-12-15,2022-12-15,4.23732589
2022-12-16,2022-12-16,4.07429464
2022-12-17,2022-12-17,4.1092158
2022-12-18,2022-12-18,4.09904897
2022-12-19,2022-12-19,4.04066019
2022-12-20,2022-12-20,4.15467486
2022-12-21,2022-12-21,4.14629973
2022-12-22,2022-12-22,4.1499055
2022-12-23,2022-12-23,4.14139305
2022-12-24,2022-12-24,4.14748028
2022-12-25,2022-12-25,4.14545883
2022-12-26,2022-12-26,4.16614262
2022-12-27,2022-12-27,4.12752166
2022-12-28,2022-12-28,4.08027132
2022-12-29,2022-12-29,4.09966008
2022-12-30,2022-12-30,4.08798
2022-12-31,2022-12-31,4.06657707
2023-01-01,2023-01-01,4.08515944
2023-01-02,2023-01-02,4.0943432
2023-01-03,2023-01-03,4.12441534
2023-01-04,2023-01-04,4.17441006
2023-01-05,2023-01-05,4.19406816
2023-01-06,2023-01-06,4.23146123
2023-01-07,2023-01-07,4.22019519
2023-01-08,2023-01-08,4.25727164
2023-01-09,2023-01-09,4.29678861
2023-01-10,2023-01-10,4.34480558
2023-01-11,2023-01-11,4.45400619
2023-01-12,2023-01-12,4.66709421
2023-01-13,2023-01-13,4.98811376
2023-01-14,2023-01-14,5.22730537
2023-01-15,2023-01-15,5.18894615
2023-01-16,2023-01-16,5.26873601
2023-01-17,2023-01-17,5.2766934
2023-01-18,2023-01-18,5.20193549
2023-01-19,2023-01-19,5.30604357
2023-01-20,2023-01-20,5.69852556
2023-01-21,2023-01-21,5.71378949
2023-01-22,2023-01-22,5.70591005
2023-01-23,2023-01-23,5.76369354
2023-01-24,2023-01-24,5.68707423
2023-01-25,2023-01-25,5.8147771
2023-01-26,2023-01-26,5.81617354
2023-01-27,2023-01-27,5.84893079
2023-01-28,2023-01-28,5.83409146
2023-01-29,2023-01-29,6.02588079
2023-01-30,2023-01-30,5.82906816
2023-01-31,2023-01-31,5.9351776
2023-02-01,2023-02-01,6.08685772
2023-02-02,2023-02-02,6.02215634
2023-02-03,2023-02-03,6.02856746
2023-02-04,2023-02-04,6.00184588
2023-02-05,2023-02-05,5.89720086
2023-02-06,2023-02-06,5.88846289
2023-02-07,2023-02-07,6.0185174
2023-02-08,2023-02-08,5.96389404
2023-02-09,2023-02-09,5.69019645
2023-02-10,2023-02-10,5.6439973
2023-02-11,2023-02-11,5.70753632
2023-02-12,2023-02-12,5.69507962
2023-02-13,2023-02-13,5.70930502
2023-02-14,2023-02-14,5.81142021
2023-02-15,2023-02-15,6.32459785
2023-02-16,2023-02-16,6.08941803
2023-02-17,2023-02-17,6.3415194
2023-02-18,2023-02-18,6.35446045
2023-02-19,2023-02-19,6.25679205
2023-02-20,2023-02-20,6.39411748
2023-02-21,2023-02-21,6.29371683
2023-02-22,2023-02-22,6.22926249
2023-02-23,2023-02-23,6.14794254
2023-02-24,2023-02-24,5.92718935
2023-02-25,2023-02-25,5.91506892
2023-02-26,2023-02-26,6.01082282
2023-02-27,2023-02-27,5.99246248
2023-02-28,2023-02-28,5.90449939
2023-03-01,2023-03-01,6.01939062
2023-03-02,2023-03-02,5.92734084
2023-03-03,2023-03-03,5.59577208
2023-03-04,2023-03-04,5.46080007
2023-03-05,2023-03-05,5.46145089
2023-03-06,2023-03-06,5.47053874
2023-03-07,2023-03-07,5.43530705
2023-03-08,2023-03-08,5.30213965
2023-03-09,2023-03-09,4.97336317
2023-03-10,2023-03-10,4.94791859
2023-03-11,2023-03-11,5.03012921
2023-03-12,2023-03-12,5.38048825
2023-03-13,2023-03-13,6.03635553
2023-03-14,2023-03-14,6.22531831
2023-03-15,2023-03-15,6.1745061
2023-03-16,2023-03-16,6.40178831
2023-03-17,2023-03-17,7.07756409
2023-03-18,2023-03-18,6.95013384
2023-03-19,2023-03-19,7.22333743
2023-03-20,2023-03-20,7.21351805
2023-03-21,2023-03-21,7.33150261
2023-03-22,2023-03-22,7.14885772
2023-03-23,2023-03-23,7.44290664
2023-03-24,2023-03-24,7.24997842
2023-03-25,2023-03-25,7.24856367
2023-03-26,2023-03-26,7.39116293
2023-03-27,2023-03-27,7.199647
2023-03-28,2023-03-28,7.26169614
2023-03-29,2023-03-29,7.55845715
2023-03-30,2023-03-30,7.50059016
2023-03-31,2023-03-31,7.64863712
2023-04-01,2023-04-01,7.6496903
2023-04-02,2023-04-02,7.57327729
2023-04-03,2023-04-03,7.45654339
2023-04-04,2023-04-04,7.55311564
2023-04-05,2023-04-05,7.55046095
2023-04-06,2023-04-06,7.49545062
2023-04-07,2023-04-07,7.46593625
2023-04-08,2023-04-08,7.46985254
2023-04-09,2023-04-09,7.57334073
2023-04-10,2023-04-10,7.92027608
2023-04-11,2023-04-11,8.06154814
2023-04-12,2023-04-12,8.00260908
2023-04-13,2023-04-13,8.14445427
2023-04-14,2023-04-14,8.17682917
2023-04-15,2023-04-15,8.11903146
2023-04-16,2023-04-16,8.12772447
2023-04-17,2023-04-17,7.92597239
2023-04-18,2023-04-18,8.21360588
2023-04-19,2023-04-19,7.80182898
2023-04-20,2023-04-20,7.65574508
2023-04-21,2023-04-21,7.41390996
2023-04-22,2023-04-22,7.5734603
2023-04-23,2023-04-23,7.51061854
2023-04-24,2023-04-24,7.49565645
2023-04-25,2023-04-25,7.72175031
2023-04-26,2023-04-26,7.74857679
2023-04-27,2023-04-27,8.08107003
2023-04-28,2023-04-28,8.04879799
2023-04-29,2023-04-29,8.00823246
2023-04-30,2023-04-30,8.00553293
2023-05-01,2023-05-01,7.69614205
2023-05-02,2023-05-02,7.86481119
2023-05-03,2023-05-03,7.97898067
2023-05-04,2023-05-04,7.94540083
2023-05-05,2023-05-05,8.09679244
2023-05-06,2023-05-06,7.86922937
2023-05-07,2023-05-07,7.77289351
2023-05-08,2023-05-08,7.60268622
2023-05-09,2023-05-09,7.61019079
2023-05-10,2023-05-10,7.59764198
2023-05-11,2023-05-11,7.45996622
2023-05-12,2023-05-12,7.41045495
2023-05-13,2023-05-13,7.40596403
2023-05-14,2023-05-14,7.44860701
2023-05-15,2023-05-15,7.53502278
2023-05-16,2023-05-16,7.50739444
2023-05-17,2023-05-17,7.6335433
2023-05-18,2023-05-18,7.45800334
2023-05-19,2023-05-19,7.4888708
2023-05-20,2023-05-20,7.55032404
2023-05-21,2023-05-21,7.43962484
2023-05-22,2023-05-22,7.4762942
2023-05-23,2023-05-23,7.59802055
2023-05-24,2023-05-24,7.35952068
2023-05-25,2023-05-25,7.39603196
2023-05-26,2023-05-26,7.45306513
2023-05-27,2023-05-27,7.49837894
2023-05-28,2023-05-28,7.83990521
2023-05-29,2023-05-29,7.74176037
2023-05-30,2023-05-30,7.73717701
2023-05-31,2023-05-31,7.6226355
2023-06-01,2023-06-01,7.50771295
2023-06-02,2023-06-02,7.62435458
2023-06-03,2023-06-03,7.57676015
2023-06-04,2023-06-04,7.59314099
2023-06-05,2023-06-05,7.20894882
2023-06-06,2023-06-06,7.65480315
2023-06-07,2023-06-07,7.54596016
2023-06-08,2023-06-08,7.48298667
2023-06-09,2023-06-09,7.48699523
2023-06-10,2023-06-10,7.30657262
2023-06-11,2023-06-11,7.32864943
2023-06-12,2023-06-12,7.28066629
2023-06-13,2023-06-13,7.25842775
2023-06-14,2023-06-14,7.04369172
2023-06-15,2023-06-15,7.14486968
2023-06-16,2023-06-16,7.21183636
2023-06-17,2023-06-17,7.26750648
2023-06-18,2023-06-18,7.21321179
2023-06-19,2023-06-19,7.3295253
2023-06-20,2023-06-20,7.70199602
2023-06-21,2023-06-21,8.18850449
2023-06-22,2023-06-22,8.19036534
2023-06-23,2023-06-23,8.4053917
2023-06-24,2023-06-24,8.35719327
2023-06-25,2023-06-25,8.51708404
2023-06-26,2023-06-26,8.29541489
2023-06-27,2023-06-27,8.45374895
2023-06-28,2023-06-28,8.43553658
2023-06-29,2023-06-29,8.42122046
2023-06-30,2023-06-30,8.53153004
2023-07-01,2023-07-01,8.54990129
2023-07-02,2023-07-02,8.7950596
2023-07-03,2023-07-03,8.76134631
2023-07-04,2023-07-04,8.56719833
2023-07-05,2023-07-05,8.4993604
2023-07-06,2023-07-06,8.36216259
2023-07-07,2023-07-07,8.34861042
2023-07-08,2023-07-08,8.48642486
2023-07-09,2023-07-09,8.086
2023-07-10,2023-07-10,8.53451878
2023-07-11,2023-07-11,8.57202424
2023-07-12,2023-07-12,8.28073609
2023-07-13,2023-07-13,8.55486134
2023-07-14,2023-07-14,8.54247133
2023-07-15,2023-07-15,8.50651672
2023-07-16,2023-07-16,8.48123361
2023-07-17,2023-07-17,8.52327735
2023-07-18,2023-07-18,8.43270163
2023-07-19,2023-07-19,8.48787081
2023-07-20,2023-07-20,8.39228237
2023-07-21,2023-07-21,8.48978046
2023-07-22,2023-07-22,8.4709359
2023-07-23,2023-07-23,8.57006876
2023-07-24,2023-07-24,8.3070906
2023-07-25,2023-07-25,8.33084341
2023-07-26,2023-07-26,8.37816064
2023-07-27,2023-07-27,8.34054716
2023-07-28,2023-07-28,8.37516555
2023-07-29,2023-07-29,8.38727675
2023-07-30,2023-07-30,8.35706234
2023-07-31,2023-07-31,8.34365343
2023-08-01,2023-08-01,8.51583352
2023-08-02,2023-08-02,8.37912245
2023-08-03,2023-08-03,8.38193564
2023-08-04,2023-08-04,8.37892718
2023-08-05,2023-08-05,8.37296098
2023-08-06,2023-08-06,8.36030273
2023-08-07,2023-08-07,8.42071183
2023-08-08,2023-08-08,8.5681497
2023-08-09,2023-08-09,8.51388487
2023-08-10,2023-08-10,8.49460446
2023-08-11,2023-08-11,8.49517648
2023-08-12,2023-08-12,8.47033183
2023-08-13,2023-08-13,8.44843825
2023-08-14,2023-08-14,8.51504741
2023-08-15,2023-08-15,8.44315744
2023-08-16,2023-08-16,8.31080332
2023-08-17,2023-08-17,7.74194525
2023-08-18,2023-08-18,7.60581528
2023-08-19,2023-08-19,7.59327817
2023-08-20,2023-08-20,7.61440017
2023-08-21,2023-08-21,7.59587103
2023-08-22,2023-08-22,7.57283011
2023-08-23,2023-08-23,7.67927079
2023-08-24,2023-08-24,7.62652973
2023-08-25,2023-08-25,7.58208055
2023-08-26,2023-08-26,7.55756074
2023-08-27,2023-08-27,7.57513555
2023-08-28,2023-08-28,7.57320123
2023-08-29,2023-08-29,8.02223958
2023-08-30,2023-08-30,7.91191666
2023-08-31,2023-08-31,7.50863325
2023-09-01,2023-09-01,7.47725911
2023-09-02,2023-09-02,7.49633152
2023-09-03,2023-09-03,7.52360047
2023-09-04,2023-09-04,7.49671751
2023-09-05,2023-09-05,7.50409216
2023-09-06,2023-09-06,7.50050204
2023-09-07,2023-09-07,7.66767729
2023-09-08,2023-09-08,7.55382783
2023-09-09,2023-09-09,7.54714607
2023-09-10,2023-09-10,7.52006311
2023-09-11,2023-09-11,7.32955568
2023-09-12,2023-09-12,7.52911813
2023-09-13,2023-09-13,7.63653166
2023-09-14,2023-09-14,7.72911686
2023-09-15,2023-09-15,7.76595165
2023-09-16,2023-09-16,7.75191577
2023-09-17,2023-09-17,7.74017978
2023-09-18,2023-09-18,7.81737935
2023-09-19,2023-09-19,7.96192474
2023-09-20,2023-09-20,7.94572512
2023-09-21,2023-09-21,7.8113151
2023-09-22,2023-09-22,7.81804279
2023-09-23,2023-09-23,7.81455409
2023-09-24,2023-09-24,7.72252703
2023-09-25,2023-09-25,7.75494823
2023-09-26,2023-09-26,7.73518293
2023-09-27,2023-09-27,7.79336574
2023-09-28,2023-09-28,7.97238178
2023-09-29,2023-09-29,7.97750951
2023-09-30,2023-09-30,7.98584693
2023-10-01,2023-10-01,8.29006163
2023-10-02,2023-10-02,8.12563809
2023-10-03,2023-10-03,8.12921137
2023-10-04,2023-10-04,8.23765334
2023-10-05,2023-10-05,8.12955023
2023-10-06,2023-10-06,8.26541614
2023-10-07,2023-10-07,8.27022657
2023-10-08,2023-10-08,8.25673926
2023-10-09,2023-10-09,8.16636873
2023-10-10,2023-10-10,8.12053413
2023-10-11,2023-10-11,7.99343413
2023-10-12,2023-10-12,7.96803953
2023-10-13,2023-10-13,8.00833696
2023-10-14,2023-10-14,8.00164225
2023-10-15,2023-10-15,8.08710808
2023-10-16,2023-10-16,8.47995494
2023-10-17,2023-10-17,8.44920394
2023-10-18,2023-10-18,8.4321422
2023-10-19,2023-10-19,8.54030492
2023-10-20,2023-10-20,8.80666294
2023-10-21,2023-10-21,8.87461286
2023-10-22,2023-10-22,8.89362056
2023-10-23,2023-10-23,9.80304466
2023-10-24,2023-10-24,10.11613693
2023-10-25,2023-10-25,10.27001388
2023-10-26,2023-10-26,10.169797
2023-10-27,2023-10-27,10.1146681
2023-10-28,2023-10-28,10.16710499
2023-10-29,2023-10-29,10.29481182
2023-10-30,2023-10-30,10.30051508
2023-10-31,2023-10-31,10.38716145
2023-11-01,2023-11-01,10.61625457
2023-11-02,2023-11-02,10.50604087
2023-11-03,2023-11-03,10.42956146
2023-11-04,2023-11-04,10.509267
2023-11-05,2023-11-05,10.49336382
2023-11-06,2023-11-06,10.51345572
2023-11-07,2023-11-07,10.62784208
2023-11-08,2023-11-08,10.70450564
2023-11-09,2023-11-09,11.02392764
2023-11-10,2023-11-10,11.18807623
2023-11-11,2023-11-11,11.12128467
2023-11-12,2023-11-12,11.10047961
2023-11-13,2023-11-13,10.94083114
2023-11-14,2023-11-14,10.69958563
2023-11-15,2023-11-15,11.36413903
2023-11-16,2023-11-16,10.81800653
2023-11-17,2023-11-17,10.91372348
2023-11-18,2023-11-18,10.90147272
2023-11-19,2023-11-19,11.12745627
2023-11-20,2023-11-20,11.12795209
2023-11-21,2023-11-21,10.60282936
2023-11-22,2023-11-22,11.01164234
2023-11-23,2023-11-23,11.03153416
2023-11-24,2023-11-24,11.11582029
2023-11-25,2023-11-25,11.13050334
2023-11-26,2023-11-26,11.04189869
2023-11-27,2023-11-27,11.00201127
2023-11-28,2023-11-28,11.14094258
2023-11-29,2023-11-29,11.15514391
2023-11-30,2023-11-30,11.11146043
2023-12-01,2023-12-01,11.37473563
2023-12-02,2023-12-02,11.61115636
2023-12-03,2023-12-03,11.73847867
2023-12-04,2023-12-04,12.3401246
2023-12-05,2023-12-05,12.9448257
2023-12-06,2023-12-06,12.85745526
2023-12-07,2023-12-07,12.70261901
2023-12-08,2023-12-08,12.92683731
2023-12-09,2023-12-09,12.78321555
2023-12-10,2023-12-10,12.81969353
2023-12-11,2023-12-11,12.15250727
2023-12-12,2023-12-12,12.25506798
2023-12-13,2023-12-13,12.63183592
2023-12-14,2023-12-14,12.64871216
2023-12-15,2023-12-15,12.31846688
2023-12-16,2023-12-16,12.40118279
2023-12-17,2023-12-17,12.14713891
2023-12-18,2023-12-18,12.51044574
2023-12-19,2023-12-19,12.38143016
2023-12-20,2023-12-20,12.75956998
2023-12-21,2023-12-21,12.84632189
2023-12-22,2023-12-22,12.83113142
2023-12-23,2023-12-23,12.73225329
2023-12-24,2023-12-24,12.51163679
2023-12-25,2023-12-25,12.67226511
2023-12-26,2023-12-26,12.42037226
2023-12-27,2023-12-27,12.65652367
2023-12-28,2023-12-28,12.38354632
2023-12-29,2023-12-29,12.23818674
2023-12-30,2023-12-30,12.27090972
2023-12-31,2023-12-31,12.34240627
2024-01-01,2024-01-01,12.88517247
2024-01-02,2024-01-02,13.02392873
2024-01-03,2024-01-03,12.36314097
2024-01-04,2024-01-04,12.68254797
2024-01-05,2024-01-05,12.580828
2024-01-06,2024-01-06,12.52123432
2024-01-07,2024-01-07,12.47349387
2024-01-08,2024-01-08,13.29073251
2024-01-09,2024-01-09,13.04836266
2024-01-10,2024-01-10,13.16321593
2024-01-11,2024-01-11,13.05133851
2024-01-12,2024-01-12,12.03668715
2024-01-13,2024-01-13,12.03905461
2024-01-14,2024-01-14,11.72602306
2024-01-15,2024-01-15,11.95028437
2024-01-16,2024-01-16,12.13441202
2024-01-17,2024-01-17,11.97033095
2024-01-18,2024-01-18,11.59476273
2024-01-19,2024-01-19,11.68868612
2024-01-20,2024-01-20,11.71143079
2024-01-21,2024-01-21,11.69191661
2024-01-22,2024-01-22,11.15208069
2024-01-23,2024-01-23,11.25539451
2024-01-24,2024-01-24,11.29618893
2024-01-25,2024-01-25,11.2317974
2024-01-26,2024-01-26,11.71523591
2024-01-27,2024-01-27,11.79401897
2024-01-28,2024-01-28,11.76646738
2024-01-29,2024-01-29,12.10892488
2024-01-30,2024-01-30,11.94945527
2024-01-31,2024-01-31,11.85282428
2024-02-01,2024-02-01,12.02799456
2024-02-02,2024-02-02,12.0409944
2024-02-03,2024-02-03,11.98168648
2024-02-04,2024-02-04,11.85589815
2024-02-05,2024-02-05,11.88000727
2024-02-06,2024-02-06,11.9595514
2024-02-07,2024-02-07,12.2730579
2024-02-08,2024-02-08,12.49387196
2024-02-09,2024-02-09,12.96976127
2024-02-10,2024-02-10,13.12226879
2024-02-11,2024-02-11,13.26946723
2024-02-12,2024-02-12,13.74181964
2024-02-13,2024-02-13,13.69508739
2024-02-14,2024-02-14,14.22493834
2024-02-15,2024-02-15,14.2006079
2024-02-16,2024-02-16,14.24298656
2024-02-17,2024-02-17,14.08685662
2024-02-18,2024-02-18,14.22336693
2024-02-19,2024-02-19,14.11633085
2024-02-20,2024-02-20,14.22421359
2024-02-21,2024-02-21,14.10053117
2024-02-22,2024-02-22,13.94379518
2024-02-23,2024-02-23,13.78542897
2024-02-24,2024-02-24,13.99651039
2024-02-25,2024-02-25,14.03535149
2024-02-26,2024-02-26,14.75697293
2024-02-27,2024-02-27,15.42310152
2024-02-28,2024-02-28,16.82389083
2024-02-29,2024-02-29,16.42275988
2024-03-01,2024-03-01,16.71259313
2024-03-02,2024-03-02,16.59548714
2024-03-03,2024-03-03,16.85823204
2024-03-04,2024-03-04,18.16728481
2024-03-05,2024-03-05,16.98064241
2024-03-06,2024-03-06,17.43965474
2024-03-07,2024-03-07,17.58778299
2024-03-08,2024-03-08,17.77758214
2024-03-09,2024-03-09,17.65573218
2024-03-10,2024-03-10,17.73928104
2024-03-11,2024-03-11,18.41848013
2024-03-12,2024-03-12,18.25332904
2024-03-13,2024-03-13,18.56042491
2024-03-14,2024-03-14,18.14796068
2024-03-15,2024-03-15,17.60607365
2024-03-16,2024-03-16,16.49771938
2024-03-17,2024-03-17,17.30755143
2024-03-18,2024-03-18,17.05693564
2024-03-19,2024-03-19,15.65395812
2024-03-20,2024-03-20,17.11683177
2024-03-21,2024-03-21,16.42035746
2024-03-22,2024-03-22,15.97616762
2024-03-23,2024-03-23,16.0132074
2024-03-24,2024-03-24,16.82026899
2024-03-25,2024-03-25,17.46960499
2024-03-26,2024-03-26,17.495896
2024-03-27,2024-03-27,17.47209081
2024-03-28,2024-03-28,17.75062279
2024-03-29,2024-03-29,17.48719655
2024-03-30,2024-03-30,17.41045342
2024-03-31,2024-03-31,17.84276444
2024-04-01,2024-04-01,17.43137397
2024-04-02,2024-04-02,16.37602084
2024-04-03,2024-04-03,16.4616196
2024-04-04,2024-04-04,17.05394613
2024-04-05,2024-04-05,16.89793604
2024-04-06,2024-04-06,17.14357505
2024-04-07,2024-04-07,17.23505754
2024-04-08,2024-04-08,17.88842169
2024-04-09,2024-04-09,17.33525059
2024-04-10,2024-04-10,17.74791333
2024-04-11,2024-04-11,17.57702072
2024-04-12,2024-04-12,16.94015798
2024-04-13,2024-04-13,16.07929107
2024-04-14,2024-04-14,16.49826548
2024-04-15,2024-04-15,15.88494062
2024-04-16,2024-04-16,15.90435313
2024-04-17,2024-04-17,15.25052296
2024-04-18,2024-04-18,15.73277129
2024-04-19,2024-04-19,15.62057956
2024-04-20,2024-04-20,15.90600538
2024-04-21,2024-04-21,15.89906769
2024-04-22,2024-04-22,16.30686812
2024-04-23,2024-04-23,16.19664655
2024-04-24,2024-04-24,15.73451155
2024-04-25,2024-04-25,15.81317561
2024-04-26,2024-04-26,15.60382554
2024-04-27,2024-04-27,15.53141937
2024-04-28,2024-04-28,15.45798224
2024-04-29,2024-04-29,15.67336257
2024-04-30,2024-04-30,14.94428482
2024-05-01,2024-05-01,14.41862126
2024-05-02,2024-05-02,14.60433713
2024-05-03,2024-05-03,15.48285363
2024-05-04,2024-05-04,15.72869305
2024-05-05,2024-05-05,15.74857517
2024-05-06,2024-05-06,15.59898819
2024-05-07,2024-05-07,15.39486473
2024-05-08,2024-05-08,15.1476194
2024-05-09,2024-05-09,15.63867165
2024-05-10,2024-05-10,15.09725924
2024-05-11,2024-05-11,15.09782241
2024-05-12,2024-05-12,15.26477278
2024-05-13,2024-05-13,15.65243393
2024-05-14,2024-05-14,15.34488044
2024-05-15,2024-05-15,16.45167743
2024-05-16,2024-05-16,16.16234372
2024-05-17,2024-05-17,16.54075366
2024-05-18,2024-05-18,16.48390716
2024-05-19,2024-05-19,16.33190114
2024-05-20,2024-05-20,17.62493808
2024-05-21,2024-05-21,17.34446194
2024-05-22,2024-05-22,17.09924872
2024-05-23,2024-05-23,16.88775342
2024-05-24,2024-05-24,17.04433501
2024-05-25,2024-05-25,17.25202812
2024-05-26,2024-05-26,17.10240111
2024-05-27,2024-05-27,17.33676773
2024-05-28,2024-05-28,17.13573068
2024-05-29,2024-05-29,16.93074699
2024-05-30,2024-05-30,17.05714236
2024-05-31,2024-05-31,16.82418168
2024-06-01,2024-06-01,16.89467746
2024-06-02,2024-06-02,16.90095226
2024-06-03,2024-06-03,17.18570297
2024-06-04,2024-06-04,17.61117078
2024-06-05,2024-06-05,17.71791544
2024-06-06,2024-06-06,17.65796314
2024-06-07,2024-06-07,17.33994176
2024-06-08,2024-06-08,17.36186959
2024-06-09,2024-06-09,17.46220126
2024-06-10,2024-06-10,17.47206404
2024-06-11,2024-06-11,16.90826717
2024-06-12,2024-06-12,17.10294826
2024-06-13,2024-06-13,16.7259638
2024-06-14,2024-06-14,16.59267428
2024-06-15,2024-06-15,16.64237494
2024-06-16,2024-06-16,16.7530126
2024-06-17,2024-06-17,16.7146208
2024-06-18,2024-06-18,16.31579363
2024-06-19,2024-06-19,16.2649665
2024-06-20,2024-06-20,16.28814341
2024-06-21,2024-06-21,16.06799268
2024-06-22,2024-06-22,16.10407677
2024-06-23,2024-06-23,15.84595706
2024-06-24,2024-06-24,15.12214956
2024-06-25,2024-06-25,15.47412167
2024-06-26,2024-06-26,15.22821604
2024-06-27,2024-06-27,15.48211573
2024-06-28,2024-06-28,15.21839538
2024-06-29,2024-06-29,15.34345844
2024-06-30,2024-06-30,15.84524657
2024-07-01,2024-07-01,15.84271686
2024-07-02,2024-07-02,15.67626148
2024-07-03,2024-07-03,15.1820915
2024-07-04,2024-07-04,14.38821616
2024-07-05,2024-07-05,14.18027307
2024-07-06,2024-07-06,14.55800789
2024-07-07,2024-07-07,13.96075182
2024-07-08,2024-07-08,14.17305281
2024-07-09,2024-07-09,14.49663298
2024-07-10,2024-07-10,14.40227995
2024-07-11,2024-07-11,14.35609237
2024-07-12,2024-07-12,14.52064146
2024-07-13,2024-07-13,14.8376075
2024-07-14,2024-07-14,15.23781002
2024-07-15,2024-07-15,16.2169347
2024-07-16,2024-07-16,16.23798515
2024-07-17,2024-07-17,15.99554655
2024-07-18,2024-07-18,15.97518239
2024-07-19,2024-07-19,16.58805608
2024-07-20,2024-07-20,16.66570064
2024-07-21,2024-07-21,16.91366208
2024-07-22,2024-07-22,16.75303166
2024-07-23,2024-07-23,16.32941987
2024-07-24,2024-07-24,16.20128385
2024-07-25,2024-07-25,16.34525583
2024-07-26,2024-07-26,16.80185505
2024-07-27,2024-07-27,16.79622995
2024-07-28,2024-07-28,16.88602722
2024-07-29,2024-07-29,16.60501848
2024-07-30,2024-07-30,16.51283805
2024-07-31,2024-07-31,16.14852821
2024-08-01,2024-08-01,16.41376651
2024-08-02,2024-08-02,15.43088475
2024-08-03,2024-08-03,15.22525352
2024-08-04,2024-08-04,14.55692541
2024-08-05,2024-08-05,13.47783343
2024-08-06,2024-08-06,13.86882288
2024-08-07,2024-08-07,13.56274976
2024-08-08,2024-08-08,15.10725878
2024-08-09,2024-08-09,14.87747282
2024-08-10,2024-08-10,14.90196479
2024-08-11,2024-08-11,14.37307301
2024-08-12,2024-08-12,14.48778586
2024-08-13,2024-08-13,14.73581328
2024-08-14,2024-08-14,14.21404697
2024-08-15,2024-08-15,13.90514054
2024-08-16,2024-08-16,14.17342395
2024-08-17,2024-08-17,14.29788111
2024-08-18,2024-08-18,14.0502653
2024-08-19,2024-08-19,14.2841194
2024-08-20,2024-08-20,14.14675622
2024-08-21,2024-08-21,14.63754845
2024-08-22,2024-08-22,14.44261377
2024-08-23,2024-08-23,15.28883836
2024-08-24,2024-08-24,15.31442846
2024-08-25,2024-08-25,15.31741537
2024-08-26,2024-08-26,14.9766737
2024-08-27,2024-08-27,14.20572941
2024-08-28,2024-08-28,14.06977462
2024-08-29,2024-08-29,14.10406596
2024-08-30,2024-08-30,14.03363258
2024-08-31,2024-08-31,14.00561518
2024-09-01,2024-09-01,13.61396968
2024-09-02,2024-09-02,14.04862492
2024-09-03,2024-09-03,13.67253366
2024-09-04,2024-09-04,13.7691214
2024-09-05,2024-09-05,13.35004898
2024-09-06,2024-09-06,12.82685171
2024-09-07,2024-09-07,12.84009956
2024-09-08,2024-09-08,13.00404766
2024-09-09,2024-09-09,13.49212939
2024-09-10,2024-09-10,13.52776694
2024-09-11,2024-09-11,13.45495283
2024-09-12,2024-09-12,13.65496353
2024-09-13,2024-09-13,14.18171483
2024-09-14,2024-09-14,14.04988411
2024-09-15,2024-09-15,13.84564803
2024-09-16,2024-09-16,13.6277796
2024-09-17,2024-09-17,14.0953756
2024-09-18,2024-09-18,14.43397657
2024-09-19,2024-09-19,14.73805082
2024-09-20,2024-09-20,14.77652857
2024-09-21,2024-09-21,14.79397907
2024-09-22,2024-09-22,14.82894849
2024-09-23,2024-09-23,14.77182103
2024-09-24,2024-09-24,14.96668173
2024-09-25,2024-09-25,14.69996025
2024-09-26,2024-09-26,15.13003199
2024-09-27,2024-09-27,15.27627501
2024-09-28,2024-09-28,15.3008009
2024-09-29,2024-09-29,15.2390269
2024-09-30,2024-09-30,14.83178895
2024-10-01,2024-10-01,14.26850875
2024-10-02,2024-10-02,14.17151716
2024-10-03,2024-10-03,14.20808625
2024-10-04,2024-10-04,14.52056572
2024-10-05,2024-10-05,14.5072249
2024-10-06,2024-10-06,14.68158108
2024-10-07,2024-10-07,14.53055632
2024-10-08,2024-10-08,14.55584706
2024-10-09,2024-10-09,14.23899639
2024-10-10,2024-10-10,14.19205934
2024-10-11,2024-10-11,14.70007349
2024-10-12,2024-10-12,14.84998517
2024-10-13,2024-10-13,14.77093834
2024-10-14,2024-10-14,15.56488082
2024-10-15,2024-10-15,15.78700829
2024-10-16,2024-10-16,15.88754538
2024-10-17,2024-10-17,15.80794777
2024-10-18,2024-10-18,16.00065288
2024-10-19,2024-10-19,15.98168141
2024-10-20,2024-10-20,16.13730253
2024-10-21,2024-10-21,15.79392182
2024-10-22,2024-10-22,15.83024169
2024-10-23,2024-10-23,15.72854085
