start_time,datetime,fees_tips_total,fees_tips_total_usd
2021-10-01 00:00:00,2021-10-01 00:00:00,93.05498246633611,281090.2931304047
2021-10-01 01:00:00,2021-10-01 01:00:00,49.640012763240705,150015.9623401613
2021-10-01 02:00:00,2021-10-01 02:00:00,42.27798509957879,126361.9556791884
2021-10-01 03:00:00,2021-10-01 03:00:00,30.1191006190652,90448.0142801158
2021-10-01 04:00:00,2021-10-01 04:00:00,31.0481058945457,93132.87795654895
2021-10-01 05:00:00,2021-10-01 05:00:00,28.85645708440712,87080.19907250679
2021-10-01 06:00:00,2021-10-01 06:00:00,32.607129487997106,98677.08581272136
2021-10-01 07:00:00,2021-10-01 07:00:00,41.91436312951093,129606.89951692303
2021-10-01 08:00:00,2021-10-01 08:00:00,41.09167915812489,128252.97148953
2021-10-01 09:00:00,2021-10-01 09:00:00,35.43858305505865,110397.79028222138
2021-10-01 10:00:00,2021-10-01 10:00:00,53.21916544045747,170648.03531082827
2021-10-01 11:00:00,2021-10-01 11:00:00,42.91689655642004,138884.36428648338
2021-10-01 12:00:00,2021-10-01 12:00:00,42.892854413756254,138240.8200137506
2021-10-01 13:00:00,2021-10-01 13:00:00,39.72935547823083,127206.584623831
2021-10-01 14:00:00,2021-10-01 14:00:00,44.39518599402834,142630.1913194913
2021-10-01 15:00:00,2021-10-01 15:00:00,42.39921551450021,137231.5153935307
2021-10-01 16:00:00,2021-10-01 16:00:00,50.888355225176475,166798.4900809445
2021-10-01 17:00:00,2021-10-01 17:00:00,44.049164138052,144391.5720338445
2021-10-01 18:00:00,2021-10-01 18:00:00,42.77014992325801,140798.77793745577
2021-10-01 19:00:00,2021-10-01 19:00:00,76.47011549949116,252276.44139865477
2021-10-01 20:00:00,2021-10-01 20:00:00,63.453657520837545,208784.45687246896
2021-10-01 21:00:00,2021-10-01 21:00:00,53.14333556577365,176748.77345553107
2021-10-01 22:00:00,2021-10-01 22:00:00,47.128809813551946,154970.168040222
2021-10-01 23:00:00,2021-10-01 23:00:00,35.08189221723398,116186.32087031782
2021-10-02 00:00:00,2021-10-02 00:00:00,33.12510645456936,109156.83578883365
2021-10-02 01:00:00,2021-10-02 01:00:00,35.54208361183518,117206.79860811822
2021-10-02 02:00:00,2021-10-02 02:00:00,38.23294261370486,125861.39855473123
2021-10-02 03:00:00,2021-10-02 03:00:00,29.33014576234279,95877.72560919952
2021-10-02 04:00:00,2021-10-02 04:00:00,28.752540226779303,94144.95905568324
2021-10-02 05:00:00,2021-10-02 05:00:00,27.13066534498761,89032.1700583253
2021-10-02 06:00:00,2021-10-02 06:00:00,33.33880131115079,109520.393911277
2021-10-02 07:00:00,2021-10-02 07:00:00,33.071517230329846,108520.98900735988
2021-10-02 08:00:00,2021-10-02 08:00:00,28.345073694267967,93141.6175996263
2021-10-02 09:00:00,2021-10-02 09:00:00,26.679264913194128,88075.17098204285
2021-10-02 10:00:00,2021-10-02 10:00:00,26.87845859354216,88338.97011676816
2021-10-02 11:00:00,2021-10-02 11:00:00,22.051644829376116,72734.73038697799
2021-10-02 12:00:00,2021-10-02 12:00:00,27.20186187764369,89824.98720372179
2021-10-02 13:00:00,2021-10-02 13:00:00,33.90536313775588,112461.13246050142
2021-10-02 14:00:00,2021-10-02 14:00:00,31.613417536851145,106518.04342551457
2021-10-02 15:00:00,2021-10-02 15:00:00,42.36292354097989,143548.52500608482
2021-10-02 16:00:00,2021-10-02 16:00:00,36.8400802762592,126587.9198803403
2021-10-02 17:00:00,2021-10-02 17:00:00,33.418645177258576,114660.79906222268
2021-10-02 18:00:00,2021-10-02 18:00:00,40.758786306969846,140262.4526043731
2021-10-02 19:00:00,2021-10-02 19:00:00,54.46006180613306,188872.62839335785
2021-10-02 20:00:00,2021-10-02 20:00:00,53.46398303540644,183139.4302688194
2021-10-02 21:00:00,2021-10-02 21:00:00,31.755901028021803,109530.3042698649
2021-10-02 22:00:00,2021-10-02 22:00:00,31.23231897373407,106969.93804901036
2021-10-02 23:00:00,2021-10-02 23:00:00,373.24995688192433,1265023.4174544667
2021-10-03 00:00:00,2021-10-03 00:00:00,33.68725381651456,113417.17523635864
2021-10-03 01:00:00,2021-10-03 01:00:00,34.54792349345029,117113.89164606742
2021-10-03 02:00:00,2021-10-03 02:00:00,28.171698989923037,95792.8702428343
2021-10-03 03:00:00,2021-10-03 03:00:00,23.451393021267087,79895.74552720334
2021-10-03 04:00:00,2021-10-03 04:00:00,23.5545176708148,80073.46711413558
2021-10-03 05:00:00,2021-10-03 05:00:00,20.689198823024014,70734.798767559
2021-10-03 06:00:00,2021-10-03 06:00:00,30.584365855004037,104418.37940234004
2021-10-03 07:00:00,2021-10-03 07:00:00,37.0606942366442,125805.95800594897
2021-10-03 08:00:00,2021-10-03 08:00:00,30.379926821643668,103110.35028758574
2021-10-03 09:00:00,2021-10-03 09:00:00,29.59224253428284,100396.2266603545
2021-10-03 10:00:00,2021-10-03 10:00:00,32.76877222385006,111151.96600069269
2021-10-03 11:00:00,2021-10-03 11:00:00,29.800744397046664,101803.30651636614
2021-10-03 12:00:00,2021-10-03 12:00:00,26.45753644991347,90241.80109803962
2021-10-03 13:00:00,2021-10-03 13:00:00,28.484249589790164,97952.33255519268
2021-10-03 14:00:00,2021-10-03 14:00:00,30.65843174272337,105078.12130859988
2021-10-03 15:00:00,2021-10-03 15:00:00,38.188532620471015,130091.53744267128
2021-10-03 16:00:00,2021-10-03 16:00:00,37.467693402414454,128221.9034972792
2021-10-03 17:00:00,2021-10-03 17:00:00,67.70015855175157,234670.78496709725
2021-10-03 18:00:00,2021-10-03 18:00:00,59.58461647049207,206539.61333859016
2021-10-03 19:00:00,2021-10-03 19:00:00,39.54457918568118,137196.75274509835
2021-10-03 20:00:00,2021-10-03 20:00:00,31.476219458622435,107773.19688846484
2021-10-03 21:00:00,2021-10-03 21:00:00,36.429393673787246,123541.83719726386
2021-10-03 22:00:00,2021-10-03 22:00:00,32.35918070173022,110259.24779654416
2021-10-03 23:00:00,2021-10-03 23:00:00,27.008674696223828,92364.20106332772
2021-10-04 00:00:00,2021-10-04 00:00:00,30.772301560908524,103713.63579191764
2021-10-04 01:00:00,2021-10-04 01:00:00,36.39234849485748,122886.91639298425
2021-10-04 02:00:00,2021-10-04 02:00:00,35.9086518337289,120711.62461198257
2021-10-04 03:00:00,2021-10-04 03:00:00,41.352244959801375,137997.47566101552
2021-10-04 04:00:00,2021-10-04 04:00:00,35.79182751631914,120123.70679748608
2021-10-04 05:00:00,2021-10-04 05:00:00,31.121026713476933,104746.8422073858
2021-10-04 06:00:00,2021-10-04 06:00:00,26.19686489561989,87714.06893305504
2021-10-04 07:00:00,2021-10-04 07:00:00,29.628928150711783,100134.96333431693
2021-10-04 08:00:00,2021-10-04 08:00:00,31.47775455997801,105493.16504501791
2021-10-04 09:00:00,2021-10-04 09:00:00,34.552098506623466,115928.4658228564
2021-10-04 10:00:00,2021-10-04 10:00:00,31.828483479381653,106511.6742563987
2021-10-04 11:00:00,2021-10-04 11:00:00,31.806973737278092,105443.3969352668
2021-10-04 12:00:00,2021-10-04 12:00:00,44.18894213363416,147874.22079942754
2021-10-04 13:00:00,2021-10-04 13:00:00,41.49690894543965,140651.5167728467
2021-10-04 14:00:00,2021-10-04 14:00:00,78.08147954972293,259281.70287042408
2021-10-04 15:00:00,2021-10-04 15:00:00,53.45578062735075,177711.6126495516
2021-10-04 16:00:00,2021-10-04 16:00:00,118.63017656895067,399064.74783504946
2021-10-04 17:00:00,2021-10-04 17:00:00,75.8600587158822,258845.74793299605
2021-10-04 18:00:00,2021-10-04 18:00:00,70.83523070421644,242428.14425249188
2021-10-04 19:00:00,2021-10-04 19:00:00,59.34958159891411,202815.13119724384
2021-10-04 20:00:00,2021-10-04 20:00:00,145.14856867454432,491247.3790949496
2021-10-04 21:00:00,2021-10-04 21:00:00,52.177295611556744,177290.88403354902
2021-10-04 22:00:00,2021-10-04 22:00:00,59.66287412670392,201290.12269918775
2021-10-04 23:00:00,2021-10-04 23:00:00,57.84026080197785,195910.14752127847
2021-10-05 00:00:00,2021-10-05 00:00:00,101.6414638158248,346299.94733194227
2021-10-05 01:00:00,2021-10-05 01:00:00,48.00139210930199,162648.90311959706
2021-10-05 02:00:00,2021-10-05 02:00:00,72.1725281006503,244671.4224845847
2021-10-05 03:00:00,2021-10-05 03:00:00,96.3415917219184,326498.6687533735
2021-10-05 04:00:00,2021-10-05 04:00:00,51.56636835130548,173770.0544390014
2021-10-05 05:00:00,2021-10-05 05:00:00,41.21839910811218,139546.12449803762
2021-10-05 06:00:00,2021-10-05 06:00:00,33.08927979194808,112007.80445870751
2021-10-05 07:00:00,2021-10-05 07:00:00,56.16641291784038,190385.1121053706
2021-10-05 08:00:00,2021-10-05 08:00:00,36.08924108571117,123383.55708321718
2021-10-05 09:00:00,2021-10-05 09:00:00,38.545873377326544,133039.73445284442
2021-10-05 10:00:00,2021-10-05 10:00:00,49.66038391074607,170753.3523614174
2021-10-05 11:00:00,2021-10-05 11:00:00,40.479971816752766,139518.194007536
2021-10-05 12:00:00,2021-10-05 12:00:00,45.08761378829814,155766.35447966462
2021-10-05 13:00:00,2021-10-05 13:00:00,52.571977732829005,181826.1871616529
2021-10-05 14:00:00,2021-10-05 14:00:00,88.87976094509548,305059.47966304823
2021-10-05 15:00:00,2021-10-05 15:00:00,113.65974924738543,388667.7879256923
2021-10-05 16:00:00,2021-10-05 16:00:00,94.40321285826336,324341.71517854923
2021-10-05 17:00:00,2021-10-05 17:00:00,54.89751147231203,188587.7464891891
2021-10-05 18:00:00,2021-10-05 18:00:00,609.9789913008481,2110104.282364212
2021-10-05 19:00:00,2021-10-05 19:00:00,334.65332041988904,1168554.7511392238
2021-10-05 20:00:00,2021-10-05 20:00:00,85.80206606623948,302498.70295441576
2021-10-05 21:00:00,2021-10-05 21:00:00,54.05310633826107,191218.3030692023
2021-10-05 22:00:00,2021-10-05 22:00:00,57.064088642092216,200417.67410205223
2021-10-05 23:00:00,2021-10-05 23:00:00,45.22399057384467,159025.84620764834
2021-10-06 00:00:00,2021-10-06 00:00:00,45.10597711861783,159012.63257308162
2021-10-06 01:00:00,2021-10-06 01:00:00,40.75916403033375,142474.5943155315
2021-10-06 02:00:00,2021-10-06 02:00:00,52.81445895220699,185046.1064771927
2021-10-06 03:00:00,2021-10-06 03:00:00,47.38010956809976,165281.02332539228
2021-10-06 04:00:00,2021-10-06 04:00:00,84.54402636914689,293763.54311109125
2021-10-06 05:00:00,2021-10-06 05:00:00,180.23723110233527,629755.7816201797
2021-10-06 06:00:00,2021-10-06 06:00:00,71.71429649757859,250386.5734617103
2021-10-06 07:00:00,2021-10-06 07:00:00,73.24656310235001,253239.63848805736
2021-10-06 08:00:00,2021-10-06 08:00:00,69.961531586906,236524.16233515553
2021-10-06 09:00:00,2021-10-06 09:00:00,57.60683865075508,193805.0269364967
2021-10-06 10:00:00,2021-10-06 10:00:00,55.33788074670167,186892.6876081695
2021-10-06 11:00:00,2021-10-06 11:00:00,49.9127703540527,168844.90799339273
2021-10-06 12:00:00,2021-10-06 12:00:00,46.72982626568009,161576.43989141562
2021-10-06 13:00:00,2021-10-06 13:00:00,88.33259147103676,316304.3837158555
2021-10-06 14:00:00,2021-10-06 14:00:00,76.97159674684285,277054.8196211919
2021-10-06 15:00:00,2021-10-06 15:00:00,72.49582885253852,262003.20938115503
2021-10-06 16:00:00,2021-10-06 16:00:00,66.47578711102861,239245.20754947443
2021-10-06 17:00:00,2021-10-06 17:00:00,105.2639345846984,376706.581664322
2021-10-06 18:00:00,2021-10-06 18:00:00,77.63889661781621,278286.45256342174
2021-10-06 19:00:00,2021-10-06 19:00:00,74.7464328331986,268146.09576209134
2021-10-06 20:00:00,2021-10-06 20:00:00,65.61200910343418,233711.8790126349
2021-10-06 21:00:00,2021-10-06 21:00:00,75.04008638703984,269131.02695462597
2021-10-06 22:00:00,2021-10-06 22:00:00,72.45059745426597,259973.17549439517
2021-10-06 23:00:00,2021-10-06 23:00:00,70.38758475751358,251710.5128219046
2021-10-07 00:00:00,2021-10-07 00:00:00,76.12932516825002,269532.46072227554
2021-10-07 01:00:00,2021-10-07 01:00:00,100.7052519164904,354294.2551014708
2021-10-07 02:00:00,2021-10-07 02:00:00,81.15952251233136,286790.7260350312
2021-10-07 03:00:00,2021-10-07 03:00:00,93.36648329567912,328759.5587197791
2021-10-07 04:00:00,2021-10-07 04:00:00,78.21110595122008,277087.5656373093
2021-10-07 05:00:00,2021-10-07 05:00:00,81.39836831316764,288194.89600689255
2021-10-07 06:00:00,2021-10-07 06:00:00,57.71721538850083,203829.1923054182
2021-10-07 07:00:00,2021-10-07 07:00:00,83.5842850762163,301996.75709590886
2021-10-07 08:00:00,2021-10-07 08:00:00,66.38299721632441,238354.39791357415
2021-10-07 09:00:00,2021-10-07 09:00:00,46.23249736557242,164938.6896365073
2021-10-07 10:00:00,2021-10-07 10:00:00,46.70832398415116,165945.39442954335
2021-10-07 11:00:00,2021-10-07 11:00:00,74.4605177793715,266335.1700093251
2021-10-07 12:00:00,2021-10-07 12:00:00,71.48267311301947,255105.29901800863
2021-10-07 13:00:00,2021-10-07 13:00:00,71.79802014999075,260699.835393376
2021-10-07 14:00:00,2021-10-07 14:00:00,101.73751612362364,362556.2901419134
2021-10-07 15:00:00,2021-10-07 15:00:00,100.51239370296209,360451.1859416375
2021-10-07 16:00:00,2021-10-07 16:00:00,99.2413354227564,356797.1927742885
2021-10-07 17:00:00,2021-10-07 17:00:00,155.19105995374977,560327.469993331
2021-10-07 18:00:00,2021-10-07 18:00:00,82.43110458698906,296168.4941703088
2021-10-07 19:00:00,2021-10-07 19:00:00,164.906972610763,594834.7352974407
2021-10-07 20:00:00,2021-10-07 20:00:00,63.61183826381444,230595.21622268928
2021-10-07 21:00:00,2021-10-07 21:00:00,111.76415294194716,406355.7709187354
2021-10-07 22:00:00,2021-10-07 22:00:00,115.730671091798,417501.8190211473
2021-10-07 23:00:00,2021-10-07 23:00:00,54.04213132031115,193945.95948674003
2021-10-08 00:00:00,2021-10-08 00:00:00,49.15976630096065,177222.79497921208
2021-10-08 01:00:00,2021-10-08 01:00:00,45.80440186601385,165342.3044038435
2021-10-08 02:00:00,2021-10-08 02:00:00,45.965592633993694,164083.59773416817
2021-10-08 03:00:00,2021-10-08 03:00:00,50.07417038485874,179014.43360071455
2021-10-08 04:00:00,2021-10-08 04:00:00,41.12393653968862,147025.31774699557
2021-10-08 05:00:00,2021-10-08 05:00:00,43.73557968006929,156773.73585168054
2021-10-08 06:00:00,2021-10-08 06:00:00,66.0540850080495,236612.5386747622
2021-10-08 07:00:00,2021-10-08 07:00:00,66.84191633985424,240886.71604861264
2021-10-08 08:00:00,2021-10-08 08:00:00,52.37228976292917,191848.45229346247
2021-10-08 09:00:00,2021-10-08 09:00:00,61.104203913923946,221634.34653507167
2021-10-08 10:00:00,2021-10-08 10:00:00,47.03919227929433,170642.32018207145
2021-10-08 11:00:00,2021-10-08 11:00:00,39.60760376111418,143051.44486157768
2021-10-08 12:00:00,2021-10-08 12:00:00,50.663707852397174,182520.54102411377
2021-10-08 13:00:00,2021-10-08 13:00:00,54.589768633994595,196389.41357153692
2021-10-08 14:00:00,2021-10-08 14:00:00,54.72858386851232,199748.03998985933
2021-10-08 15:00:00,2021-10-08 15:00:00,76.32513018141199,276434.19444515405
2021-10-08 16:00:00,2021-10-08 16:00:00,96.96008421528344,352027.19152293354
2021-10-08 17:00:00,2021-10-08 17:00:00,56.09738978555062,203409.5768471812
2021-10-08 18:00:00,2021-10-08 18:00:00,57.448269953711936,208243.5026576118
2021-10-08 19:00:00,2021-10-08 19:00:00,62.47044691524196,226534.217981929
2021-10-08 20:00:00,2021-10-08 20:00:00,47.31538627535907,168250.7239769986
2021-10-08 21:00:00,2021-10-08 21:00:00,319.7126410105109,1142720.327587163
2021-10-08 22:00:00,2021-10-08 22:00:00,42.31284119877026,151341.40259432155
2021-10-08 23:00:00,2021-10-08 23:00:00,45.30415419675811,161448.8230514992
2021-10-09 00:00:00,2021-10-09 00:00:00,41.17670301682635,147553.6142037634
2021-10-09 01:00:00,2021-10-09 01:00:00,44.80037856100074,159477.51232749052
2021-10-09 02:00:00,2021-10-09 02:00:00,35.84233333683781,128162.7863000431
2021-10-09 03:00:00,2021-10-09 03:00:00,41.86632911926834,149874.29118819712
2021-10-09 04:00:00,2021-10-09 04:00:00,29.444723555000326,105601.73084502884
2021-10-09 05:00:00,2021-10-09 05:00:00,29.86968741777884,107124.76788494112
2021-10-09 06:00:00,2021-10-09 06:00:00,38.246705840918295,137772.73364747164
2021-10-09 07:00:00,2021-10-09 07:00:00,32.591646758673924,117553.95444807284
2021-10-09 08:00:00,2021-10-09 08:00:00,35.34961019486031,126665.86371596188
2021-10-09 09:00:00,2021-10-09 09:00:00,30.363123439946595,109214.3478686978
2021-10-09 10:00:00,2021-10-09 10:00:00,31.17558652683562,112623.97484120008
2021-10-09 11:00:00,2021-10-09 11:00:00,35.25294482696424,126837.0632134762
2021-10-09 12:00:00,2021-10-09 12:00:00,39.524585798825555,142439.03696477567
2021-10-09 13:00:00,2021-10-09 13:00:00,36.66913530263935,132850.01727275297
2021-10-09 14:00:00,2021-10-09 14:00:00,33.20311301418118,120089.44109584676
2021-10-09 15:00:00,2021-10-09 15:00:00,38.48577706940768,138620.38819744508
2021-10-09 16:00:00,2021-10-09 16:00:00,39.670832142764176,142346.02191255413
2021-10-09 17:00:00,2021-10-09 17:00:00,34.45593446942278,123788.94918195628
2021-10-09 18:00:00,2021-10-09 18:00:00,36.6542698450615,131827.45761382434
2021-10-09 19:00:00,2021-10-09 19:00:00,29.87129916144176,107050.638055832
2021-10-09 20:00:00,2021-10-09 20:00:00,52.192508508442664,186873.4867687462
2021-10-09 21:00:00,2021-10-09 21:00:00,33.921709613346884,121774.26339714557
2021-10-09 22:00:00,2021-10-09 22:00:00,29.102245949584532,104440.71382514136
2021-10-09 23:00:00,2021-10-09 23:00:00,28.03230058102221,100252.7199069275
2021-10-10 00:00:00,2021-10-10 00:00:00,27.97205476560335,99826.42474795051
2021-10-10 01:00:00,2021-10-10 01:00:00,34.29162802411276,120245.2604231336
2021-10-10 02:00:00,2021-10-10 02:00:00,26.71153051195092,94221.26519536052
2021-10-10 03:00:00,2021-10-10 03:00:00,27.98377233099513,98829.55552876231
2021-10-10 04:00:00,2021-10-10 04:00:00,424.3801067886224,1515975.3727512646
2021-10-10 05:00:00,2021-10-10 05:00:00,42.36418352296164,151112.74522687035
2021-10-10 06:00:00,2021-10-10 06:00:00,29.439795332847716,105917.77841826732
2021-10-10 07:00:00,2021-10-10 07:00:00,40.35090258518811,144602.51400292167
2021-10-10 08:00:00,2021-10-10 08:00:00,30.94300835705305,111111.96451755984
2021-10-10 09:00:00,2021-10-10 09:00:00,47.33158637092921,169141.5416503713
2021-10-10 10:00:00,2021-10-10 10:00:00,31.7948721035869,113431.68380640056
2021-10-10 11:00:00,2021-10-10 11:00:00,28.587083070563978,101913.44586032664
2021-10-10 12:00:00,2021-10-10 12:00:00,37.90776619694018,134369.26595831648
2021-10-10 13:00:00,2021-10-10 13:00:00,41.96260837017614,148969.50426173583
2021-10-10 14:00:00,2021-10-10 14:00:00,58.08855059959538,206309.9773813479
2021-10-10 15:00:00,2021-10-10 15:00:00,47.99998183151686,170821.61564419462
2021-10-10 16:00:00,2021-10-10 16:00:00,52.937720881035126,187831.87599095312
2021-10-10 17:00:00,2021-10-10 17:00:00,38.49677333726166,135582.9016964945
2021-10-10 18:00:00,2021-10-10 18:00:00,58.66511481998821,207032.77273281093
2021-10-10 19:00:00,2021-10-10 19:00:00,48.19488081573853,170136.8723939335
2021-10-10 20:00:00,2021-10-10 20:00:00,44.22478874060474,155437.56557403656
2021-10-10 21:00:00,2021-10-10 21:00:00,44.80564284202243,154901.11216945568
2021-10-10 22:00:00,2021-10-10 22:00:00,34.74345223843784,120481.8358903593
2021-10-10 23:00:00,2021-10-10 23:00:00,38.21291224224576,130529.7630356735
2021-10-11 00:00:00,2021-10-11 00:00:00,44.30254507616311,152586.54003623335
2021-10-11 01:00:00,2021-10-11 01:00:00,37.09465182514801,128071.99838894022
2021-10-11 02:00:00,2021-10-11 02:00:00,115.18288396060156,400659.01791919617
2021-10-11 03:00:00,2021-10-11 03:00:00,60.153974522027,211679.41883117252
2021-10-11 04:00:00,2021-10-11 04:00:00,51.16405279244428,180149.3928205976
2021-10-11 05:00:00,2021-10-11 05:00:00,50.27779109198004,177304.93397880916
2021-10-11 06:00:00,2021-10-11 06:00:00,53.83320597849937,189465.2322889251
2021-10-11 07:00:00,2021-10-11 07:00:00,43.72806500714664,156460.90893939044
2021-10-11 08:00:00,2021-10-11 08:00:00,45.169119391320145,162759.4212109606
2021-10-11 09:00:00,2021-10-11 09:00:00,36.652967451141656,131245.92221376978
2021-10-11 10:00:00,2021-10-11 10:00:00,35.900273753651646,127824.1127738432
2021-10-11 11:00:00,2021-10-11 11:00:00,40.424674085467664,143863.55106509963
2021-10-11 12:00:00,2021-10-11 12:00:00,51.929917252106456,185435.13113171025
2021-10-11 13:00:00,2021-10-11 13:00:00,48.97031798709431,175895.6460944614
2021-10-11 14:00:00,2021-10-11 14:00:00,54.012112645598144,194345.19340299288
2021-10-11 15:00:00,2021-10-11 15:00:00,61.77483467275165,222042.2771647078
2021-10-11 16:00:00,2021-10-11 16:00:00,156.3695688799022,559222.124028226
2021-10-11 17:00:00,2021-10-11 17:00:00,51.570080610396666,183805.58264024172
2021-10-11 18:00:00,2021-10-11 18:00:00,56.179867292223264,199567.7400428347
2021-10-11 19:00:00,2021-10-11 19:00:00,59.171615289724826,208038.89448512875
2021-10-11 20:00:00,2021-10-11 20:00:00,71.66869456339215,250279.7590190337
2021-10-11 21:00:00,2021-10-11 21:00:00,94.45098652746552,332301.53588874295
2021-10-11 22:00:00,2021-10-11 22:00:00,48.84249422206483,171559.8009918086
2021-10-11 23:00:00,2021-10-11 23:00:00,73.70241387288767,261119.50707630615
2021-10-12 00:00:00,2021-10-12 00:00:00,50.99740040805255,178677.05107126784
2021-10-12 01:00:00,2021-10-12 01:00:00,49.44025155653355,173906.96059121544
2021-10-12 02:00:00,2021-10-12 02:00:00,47.61552233746415,165831.8300673477
2021-10-12 03:00:00,2021-10-12 03:00:00,52.8422071819768,184269.92266498957
2021-10-12 04:00:00,2021-10-12 04:00:00,45.633870072678754,159618.04820775476
2021-10-12 05:00:00,2021-10-12 05:00:00,41.97232421835483,147338.90575607333
2021-10-12 06:00:00,2021-10-12 06:00:00,37.18513182216221,129402.9091283324
2021-10-12 07:00:00,2021-10-12 07:00:00,38.710043187578165,134809.0536812918
2021-10-12 08:00:00,2021-10-12 08:00:00,35.71028909330736,124929.37911121956
2021-10-12 09:00:00,2021-10-12 09:00:00,58.816378335909825,202322.91758204225
2021-10-12 10:00:00,2021-10-12 10:00:00,47.04238850375338,162931.83799683492
2021-10-12 11:00:00,2021-10-12 11:00:00,35.59013412461284,123063.98073356067
2021-10-12 12:00:00,2021-10-12 12:00:00,43.7135272778488,149441.2110910305
2021-10-12 13:00:00,2021-10-12 13:00:00,52.4800797219504,183497.1503464999
2021-10-12 14:00:00,2021-10-12 14:00:00,57.85010609259333,201637.71357250103
2021-10-12 15:00:00,2021-10-12 15:00:00,48.98122705356459,171696.83741969723
2021-10-12 16:00:00,2021-10-12 16:00:00,45.87802467006802,161215.18302726673
2021-10-12 17:00:00,2021-10-12 17:00:00,50.17497077570246,174959.42368839562
2021-10-12 18:00:00,2021-10-12 18:00:00,69.92522536503289,243873.85205150535
2021-10-12 19:00:00,2021-10-12 19:00:00,40.69986366048815,141048.10667856032
2021-10-12 20:00:00,2021-10-12 20:00:00,41.171425637240255,143243.1762139065
2021-10-12 21:00:00,2021-10-12 21:00:00,43.66467999411485,152215.12531661044
2021-10-12 22:00:00,2021-10-12 22:00:00,176.818690483214,618865.4481525986
2021-10-12 23:00:00,2021-10-12 23:00:00,42.120685570501045,147051.16555454026
2021-10-13 00:00:00,2021-10-13 00:00:00,40.49906626138472,142712.448294397
2021-10-13 01:00:00,2021-10-13 01:00:00,32.399776599232126,113354.88958577544
2021-10-13 02:00:00,2021-10-13 02:00:00,35.558979183890095,125075.82686599164
2021-10-13 03:00:00,2021-10-13 03:00:00,65.91805612742098,230828.1497324802
2021-10-13 04:00:00,2021-10-13 04:00:00,42.940935616549446,150639.3032488151
2021-10-13 05:00:00,2021-10-13 05:00:00,72.48580205397101,250194.27829562896
2021-10-13 06:00:00,2021-10-13 06:00:00,39.432078657895616,136549.16820655426
2021-10-13 07:00:00,2021-10-13 07:00:00,39.46615994446652,135312.7428042994
2021-10-13 08:00:00,2021-10-13 08:00:00,45.06378903321676,154451.60972784765
2021-10-13 09:00:00,2021-10-13 09:00:00,46.59839107715915,160723.29584898322
2021-10-13 10:00:00,2021-10-13 10:00:00,35.29733116928179,121760.37187304311
2021-10-13 11:00:00,2021-10-13 11:00:00,35.05859675061558,121558.32399379558
2021-10-13 12:00:00,2021-10-13 12:00:00,42.27872217139116,146697.9510669579
2021-10-13 13:00:00,2021-10-13 13:00:00,195.7929975149933,673921.7712004767
2021-10-13 14:00:00,2021-10-13 14:00:00,127.2803590136082,444025.95188107656
2021-10-13 15:00:00,2021-10-13 15:00:00,59.82396561023199,208502.03238569503
2021-10-13 16:00:00,2021-10-13 16:00:00,59.32759589276118,207221.2313320436
2021-10-13 17:00:00,2021-10-13 17:00:00,72.17880919586598,253397.36680996997
2021-10-13 18:00:00,2021-10-13 18:00:00,51.44873586402444,180672.178740268
2021-10-13 19:00:00,2021-10-13 19:00:00,47.628648855811896,167741.05933299926
2021-10-13 20:00:00,2021-10-13 20:00:00,76.9265388784789,274943.61441834306
2021-10-13 21:00:00,2021-10-13 21:00:00,46.477884011086346,166011.08262862737
2021-10-13 22:00:00,2021-10-13 22:00:00,59.613903736804176,214898.88775511176
2021-10-13 23:00:00,2021-10-13 23:00:00,54.68135170409128,197289.08546034375
2021-10-14 00:00:00,2021-10-14 00:00:00,67.06262516821776,241698.2289406596
2021-10-14 01:00:00,2021-10-14 01:00:00,41.54818084492906,151492.53612030827
2021-10-14 02:00:00,2021-10-14 02:00:00,42.63310559958385,155028.44626778798
2021-10-14 03:00:00,2021-10-14 03:00:00,46.606002618666544,169825.09764928796
2021-10-14 04:00:00,2021-10-14 04:00:00,50.837554380169095,185720.3998999826
2021-10-14 05:00:00,2021-10-14 05:00:00,42.695993782808486,155265.58053077685
2021-10-14 06:00:00,2021-10-14 06:00:00,44.379414584898726,160950.9064148622
2021-10-14 07:00:00,2021-10-14 07:00:00,36.85372143177837,133810.79650341737
2021-10-14 08:00:00,2021-10-14 08:00:00,40.81819592318103,148805.8038291957
2021-10-14 09:00:00,2021-10-14 09:00:00,40.63700309197502,147607.82625489522
2021-10-14 10:00:00,2021-10-14 10:00:00,40.69358580541875,148138.67362005412
2021-10-14 11:00:00,2021-10-14 11:00:00,51.09026306018979,190869.50332158135
2021-10-14 12:00:00,2021-10-14 12:00:00,45.40007871051525,169576.8721036227
2021-10-14 13:00:00,2021-10-14 13:00:00,54.17115195541938,204154.4261790419
2021-10-14 14:00:00,2021-10-14 14:00:00,64.26036527800396,243795.6629148854
2021-10-14 15:00:00,2021-10-14 15:00:00,109.20281414753468,415984.9678964288
2021-10-14 16:00:00,2021-10-14 16:00:00,102.683773540816,388519.3039679409
2021-10-14 17:00:00,2021-10-14 17:00:00,84.06604210145751,318765.3879364146
2021-10-14 18:00:00,2021-10-14 18:00:00,139.9291310340524,531822.6870644805
2021-10-14 19:00:00,2021-10-14 19:00:00,113.65453980902925,431023.04493679234
2021-10-14 20:00:00,2021-10-14 20:00:00,75.40725208870772,283415.9354038623
