start_time,date,stablecoins_ratio,stablecoins_ratio_usd
2023-06-30,2023-06-30,6.679e-05,2.0441347
2023-07-01,2023-07-01,6.642e-05,2.03729372
2023-07-02,2023-07-02,6.631e-05,2.0919667
2023-07-03,2023-07-03,6.539e-05,2.06196237
2023-07-04,2023-07-04,6.483e-05,1.99489063
2023-07-05,2023-07-05,6.501e-05,1.98245677
2023-07-06,2023-07-06,6.534e-05,1.95368622
2023-07-07,2023-07-07,6.485e-05,1.93299983
2023-07-08,2023-07-08,6.481e-05,1.96333703
2023-07-09,2023-07-09,6.469e-05,1.86671836
2023-07-10,2023-07-10,6.466e-05,1.96358586
2023-07-11,2023-07-11,6.429e-05,1.95855447
2023-07-12,2023-07-12,6.427e-05,1.8836343
2023-07-13,2023-07-13,6.266e-05,1.90031657
2023-07-14,2023-07-14,6.208e-05,1.8768073
2023-07-15,2023-07-15,6.187e-05,1.86346261
2023-07-16,2023-07-16,6.18e-05,1.85555182
2023-07-17,2023-07-17,6.309e-05,1.89947633
2023-07-18,2023-07-18,6.415e-05,1.91013972
2023-07-19,2023-07-19,6.454e-05,1.93047095
2023-07-20,2023-07-20,6.405e-05,1.89359137
2023-07-21,2023-07-21,6.434e-05,1.92046475
2023-07-22,2023-07-22,6.402e-05,1.90767562
2023-07-23,2023-07-23,6.421e-05,1.93563401
2023-07-24,2023-07-24,6.544e-05,1.90956752
2023-07-25,2023-07-25,6.572e-05,1.92087191
2023-07-26,2023-07-26,6.535e-05,1.91893686
2023-07-27,2023-07-27,6.633e-05,1.93905782
2023-07-28,2023-07-28,6.649e-05,1.95062881
2023-07-29,2023-07-29,6.591e-05,1.93690317
2023-07-30,2023-07-30,6.58e-05,1.92671057
2023-07-31,2023-07-31,6.662e-05,1.94739913
2023-08-01,2023-08-01,6.852e-05,2.03806117
2023-08-02,2023-08-02,6.792e-05,1.98258552
2023-08-03,2023-08-03,6.739e-05,1.9658657
2023-08-04,2023-08-04,6.823e-05,1.98661353
2023-08-05,2023-08-05,6.861e-05,1.99577427
2023-08-06,2023-08-06,6.837e-05,1.98562551
2023-08-07,2023-08-07,6.863e-05,2.00338631
2023-08-08,2023-08-08,6.734e-05,2.00488267
2023-08-09,2023-08-09,6.72e-05,1.98799487
2023-08-10,2023-08-10,6.846e-05,2.01493139
2023-08-11,2023-08-11,6.901e-05,2.02887764
2023-08-12,2023-08-12,6.899e-05,2.02471484
2023-08-13,2023-08-13,6.911e-05,2.02338501
2023-08-14,2023-08-14,6.972e-05,2.05090539
2023-08-15,2023-08-15,6.996e-05,2.04068144
2023-08-16,2023-08-16,7.08e-05,2.03291545
2023-08-17,2023-08-17,7.128e-05,1.89804008
2023-08-18,2023-08-18,7.002e-05,1.82496443
2023-08-19,2023-08-19,6.96e-05,1.81649514
2023-08-20,2023-08-20,6.893e-05,1.80507841
2023-08-21,2023-08-21,6.857e-05,1.79171933
2023-08-22,2023-08-22,6.889e-05,1.79364726
2023-08-23,2023-08-23,6.85e-05,1.81030938
2023-08-24,2023-08-24,6.902e-05,1.8080857
2023-08-25,2023-08-25,6.968e-05,1.81617091
2023-08-26,2023-08-26,6.949e-05,1.80729231
2023-08-27,2023-08-27,6.975e-05,1.81971412
2023-08-28,2023-08-28,6.89e-05,1.79852467
2023-08-29,2023-08-29,6.677e-05,1.85017907
2023-08-30,2023-08-30,6.644e-05,1.81452727
2023-08-31,2023-08-31,6.714e-05,1.74099107
2023-09-01,2023-09-01,6.859e-05,1.76943281
2023-09-02,2023-09-02,6.863e-05,1.7751341
2023-09-03,2023-09-03,6.819e-05,1.77164626
2023-09-04,2023-09-04,6.822e-05,1.76228743
2023-09-05,2023-09-05,6.828e-05,1.76089137
2023-09-06,2023-09-06,6.896e-05,1.77587676
2023-09-07,2023-09-07,6.999e-05,1.83805085
2023-09-08,2023-09-08,6.941e-05,1.7983176
2023-09-09,2023-09-09,6.933e-05,1.79545323
2023-09-10,2023-09-10,6.928e-05,1.78938586
2023-09-11,2023-09-11,6.985e-05,1.75724055
2023-09-12,2023-09-12,6.945e-05,1.79463019
2023-09-13,2023-09-13,6.957e-05,1.82429189
2023-09-14,2023-09-14,6.922e-05,1.8363238
2023-09-15,2023-09-15,6.959e-05,1.85062593
2023-09-16,2023-09-16,6.944e-05,1.8447579
2023-09-17,2023-09-17,6.913e-05,1.83417016
2023-09-18,2023-09-18,6.921e-05,1.85173835
2023-09-19,2023-09-19,6.884e-05,1.87343189
2023-09-20,2023-09-20,6.972e-05,1.89100002
2023-09-21,2023-09-21,7.055e-05,1.87428497
2023-09-22,2023-09-22,7.105e-05,1.88852236
2023-09-23,2023-09-23,7.055e-05,1.87519851
2023-09-24,2023-09-24,7.054e-05,1.8526615
2023-09-25,2023-09-25,7.132e-05,1.87544331
2023-09-26,2023-09-26,7.207e-05,1.88901674
2023-09-27,2023-09-27,7.31e-05,1.92657403
2023-09-28,2023-09-28,7.186e-05,1.94216545
2023-09-29,2023-09-29,7.159e-05,1.92633074
2023-09-30,2023-09-30,7.129e-05,1.92202522
2023-10-01,2023-10-01,7.103e-05,1.98878003
2023-10-02,2023-10-02,6.984e-05,1.9206303
2023-10-03,2023-10-03,7.021e-05,1.92598828
2023-10-04,2023-10-04,7.013e-05,1.94810191
2023-10-05,2023-10-05,6.99e-05,1.91606487
2023-10-06,2023-10-06,6.967e-05,1.94703603
2023-10-07,2023-10-07,6.962e-05,1.94778921
2023-10-08,2023-10-08,6.933e-05,1.93671269
2023-10-09,2023-10-09,6.957e-05,1.92171607
2023-10-10,2023-10-10,6.999e-05,1.91693174
2023-10-11,2023-10-11,7.166e-05,1.92619544
2023-10-12,2023-10-12,7.205e-05,1.92756383
2023-10-13,2023-10-13,7.199e-05,1.93401338
2023-10-14,2023-10-14,7.157e-05,1.92216619
2023-10-15,2023-10-15,7.13e-05,1.9374215
2023-10-16,2023-10-16,6.95e-05,1.98197076
2023-10-17,2023-10-17,6.883e-05,1.95537452
2023-10-18,2023-10-18,6.904e-05,1.9556469
2023-10-19,2023-10-19,6.739e-05,1.93507642
2023-10-20,2023-10-20,6.695e-05,1.98616463
2023-10-21,2023-10-21,6.699e-05,2.00341253
2023-10-22,2023-10-22,6.658e-05,1.99729289
2023-10-23,2023-10-23,6.564e-05,2.16994358
2023-10-24,2023-10-24,6.707e-05,2.27514303
2023-10-25,2023-10-25,6.682e-05,2.30551146
2023-10-26,2023-10-26,6.626e-05,2.26359893
2023-10-27,2023-10-27,6.62e-05,2.24416609
2023-10-28,2023-10-28,6.612e-05,2.25389925
2023-10-29,2023-10-29,6.557e-05,2.26443207
2023-10-30,2023-10-30,6.61e-05,2.2793869
2023-10-31,2023-10-31,6.675e-05,2.31254173
2023-11-01,2023-11-01,6.661e-05,2.35861031
2023-11-02,2023-11-02,6.66e-05,2.32708982
2023-11-03,2023-11-03,6.593e-05,2.28912812
2023-11-04,2023-11-04,6.579e-05,2.30627355
2023-11-05,2023-11-05,6.547e-05,2.29197787
2023-11-06,2023-11-06,6.562e-05,2.30038019
2023-11-07,2023-11-07,6.497e-05,2.30089567
2023-11-08,2023-11-08,6.447e-05,2.29772244
2023-11-09,2023-11-09,6.361e-05,2.33458842
2023-11-10,2023-11-10,6.547e-05,2.44297673
2023-11-11,2023-11-11,6.548e-05,2.43168466
2023-11-12,2023-11-12,6.531e-05,2.42164188
2023-11-13,2023-11-13,6.623e-05,2.41450363
2023-11-14,2023-11-14,6.643e-05,2.36205332
2023-11-15,2023-11-15,6.548e-05,2.48079695
2023-11-16,2023-11-16,6.63e-05,2.39735965
2023-11-17,2023-11-17,6.641e-05,2.43284543
2023-11-18,2023-11-18,6.615e-05,2.42106361
2023-11-19,2023-11-19,6.599e-05,2.46685812
2023-11-20,2023-11-20,6.484e-05,2.4297671
2023-11-21,2023-11-21,6.584e-05,2.35431469
2023-11-22,2023-11-22,6.614e-05,2.47482846
2023-11-23,2023-11-23,6.665e-05,2.48596201
2023-11-24,2023-11-24,6.525e-05,2.46137013
2023-11-25,2023-11-25,6.475e-05,2.4464969
2023-11-26,2023-11-26,6.445e-05,2.41404338
2023-11-27,2023-11-27,6.519e-05,2.42775698
2023-11-28,2023-11-28,6.449e-05,2.43907546
2023-11-29,2023-11-29,6.48e-05,2.45318769
2023-11-30,2023-11-30,6.506e-05,2.45487183
2023-12-01,2023-12-01,6.386e-05,2.47067345
2023-12-02,2023-12-02,6.329e-05,2.49758645
2023-12-03,2023-12-03,6.279e-05,2.51040808
2023-12-04,2023-12-04,6.33e-05,2.65762152
2023-12-05,2023-12-05,6.302e-05,2.77799389
2023-12-06,2023-12-06,6.377e-05,2.79036035
2023-12-07,2023-12-07,6.397e-05,2.76834476
2023-12-08,2023-12-08,6.275e-05,2.77276543
2023-12-09,2023-12-09,6.253e-05,2.7335095
2023-12-10,2023-12-10,6.312e-05,2.76408635
2023-12-11,2023-12-11,6.419e-05,2.64697199
2023-12-12,2023-12-12,6.486e-05,2.69070899
2023-12-13,2023-12-13,6.516e-05,2.79406541
2023-12-14,2023-12-14,6.476e-05,2.78649424
2023-12-15,2023-12-15,6.511e-05,2.73057608
2023-12-16,2023-12-16,6.466e-05,2.73355196
2023-12-17,2023-12-17,6.512e-05,2.69410213
2023-12-18,2023-12-18,6.655e-05,2.8387625
2023-12-19,2023-12-19,6.79e-05,2.87042177
2023-12-20,2023-12-20,6.685e-05,2.91745457
2023-12-21,2023-12-21,6.611e-05,2.9003976
2023-12-22,2023-12-22,6.425e-05,2.82669037
2023-12-23,2023-12-23,6.336e-05,2.7701062
2023-12-24,2023-12-24,6.193e-05,2.66313365
2023-12-25,2023-12-25,6.324e-05,2.75601476
2023-12-26,2023-12-26,6.339e-05,2.69493862
2023-12-27,2023-12-27,6.136e-05,2.66715674
2023-12-28,2023-12-28,5.949e-05,2.53231582
2023-12-29,2023-12-29,5.89e-05,2.47783399
2023-12-30,2023-12-30,6.06e-05,2.55397539
2023-12-31,2023-12-31,6.168e-05,2.6080727
2024-01-01,2024-01-01,6.243e-05,2.75885803
2024-01-02,2024-01-02,6.066e-05,2.72778562
2024-01-03,2024-01-03,5.92e-05,2.53664805
2024-01-04,2024-01-04,5.784e-05,2.55485817
2024-01-05,2024-01-05,5.713e-05,2.5230384
2024-01-06,2024-01-06,5.673e-05,2.49501877
2024-01-07,2024-01-07,5.627e-05,2.47241153
2024-01-08,2024-01-08,5.649e-05,2.65292965
2024-01-09,2024-01-09,5.657e-05,2.60884784
2024-01-10,2024-01-10,5.702e-05,2.66011706
2024-01-11,2024-01-11,5.822e-05,2.69796333
2024-01-12,2024-01-12,6.024e-05,2.57711898
2024-01-13,2024-01-13,6.022e-05,2.58012334
2024-01-14,2024-01-14,6.034e-05,2.51705776
2024-01-15,2024-01-15,6.063e-05,2.57761944
2024-01-16,2024-01-16,5.966e-05,2.57338704
2024-01-17,2024-01-17,5.908e-05,2.52589489
2024-01-18,2024-01-18,6.027e-05,2.48980534
2024-01-19,2024-01-19,6.37e-05,2.65236377
2024-01-20,2024-01-20,6.476e-05,2.70042907
2024-01-21,2024-01-21,6.446e-05,2.67936789
2024-01-22,2024-01-22,6.5e-05,2.57039143
2024-01-23,2024-01-23,6.478e-05,2.58422641
2024-01-24,2024-01-24,6.448e-05,2.58438546
2024-01-25,2024-01-25,6.382e-05,2.55025611
2024-01-26,2024-01-26,6.23e-05,2.60521576
2024-01-27,2024-01-27,6.184e-05,2.60477804
2024-01-28,2024-01-28,6.166e-05,2.59162082
2024-01-29,2024-01-29,6.177e-05,2.67481946
2024-01-30,2024-01-30,6.419e-05,2.75675723
2024-01-31,2024-01-31,6.41e-05,2.72743586
2024-02-01,2024-02-01,6.493e-05,2.7969116
2024-02-02,2024-02-02,6.467e-05,2.79282776
2024-02-03,2024-02-03,6.471e-05,2.78305344
2024-02-04,2024-02-04,6.478e-05,2.75805242
2024-02-05,2024-02-05,6.552e-05,2.79458007
2024-02-06,2024-02-06,6.524e-05,2.81150711
2024-02-07,2024-02-07,6.415e-05,2.8439387
2024-02-08,2024-02-08,6.185e-05,2.8016456
2024-02-09,2024-02-09,6.46e-05,3.04611826
2024-02-10,2024-02-10,6.458e-05,3.08476734
2024-02-11,2024-02-11,6.502e-05,3.14172894
2024-02-12,2024-02-12,6.468e-05,3.2298957
2024-02-13,2024-02-13,6.412e-05,3.18712588
2024-02-14,2024-02-14,6.388e-05,3.31259778
2024-02-15,2024-02-15,6.153e-05,3.19558064
2024-02-16,2024-02-16,6.094e-05,3.17895766
2024-02-17,2024-02-17,6.12e-05,3.16134461
2024-02-18,2024-02-18,6.187e-05,3.22689273
2024-02-19,2024-02-19,6.179e-05,3.19974785
2024-02-20,2024-02-20,6.247e-05,3.26428627
2024-02-21,2024-02-21,6.421e-05,3.32944369
2024-02-22,2024-02-22,6.638e-05,3.4025284
2024-02-23,2024-02-23,6.741e-05,3.42081595
2024-02-24,2024-02-24,6.715e-05,3.46313364
2024-02-25,2024-02-25,6.653e-05,3.44144483
2024-02-26,2024-02-26,6.384e-05,3.48109506
2024-02-27,2024-02-27,6.302e-05,3.59665387
2024-02-28,2024-02-28,6.337e-05,3.96058499
2024-02-29,2024-02-29,6.441e-05,3.94097003
2024-03-01,2024-03-01,6.387e-05,3.98651692
2024-03-02,2024-03-02,6.26e-05,3.88243059
2024-03-03,2024-03-03,6.244e-05,3.94172385
2024-03-04,2024-03-04,6.095e-05,4.16247711
2024-03-05,2024-03-05,6.182e-05,3.94022752
2024-03-06,2024-03-06,6.17e-05,4.0790661
2024-03-07,2024-03-07,5.934e-05,3.96610599
2024-03-08,2024-03-08,5.653e-05,3.85943954
2024-03-09,2024-03-09,5.556e-05,3.79943801
2024-03-10,2024-03-10,5.558e-05,3.8354409
2024-03-11,2024-03-11,5.654e-05,4.07595903
2024-03-12,2024-03-12,5.858e-05,4.18560935
2024-03-13,2024-03-13,5.513e-05,4.03018013
2024-03-14,2024-03-14,5.615e-05,4.00824608
2024-03-15,2024-03-15,5.588e-05,3.88361521
2024-03-16,2024-03-16,5.643e-05,3.68383347
2024-03-17,2024-03-17,5.636e-05,3.85366607
2024-03-18,2024-03-18,5.503e-05,3.72053867
2024-03-19,2024-03-19,5.609e-05,3.4737795
2024-03-20,2024-03-20,5.375e-05,3.64672867
2024-03-21,2024-03-21,5.318e-05,3.48326711
2024-03-22,2024-03-22,5.231e-05,3.33769028
2024-03-23,2024-03-23,5.229e-05,3.34623671
2024-03-24,2024-03-24,5.253e-05,3.5310969
2024-03-25,2024-03-25,5.137e-05,3.59029406
2024-03-26,2024-03-26,5.249e-05,3.67350178
2024-03-27,2024-03-27,5.311e-05,3.68891678
2024-03-28,2024-03-28,5.235e-05,3.70585018
2024-03-29,2024-03-29,5.187e-05,3.62449962
2024-03-30,2024-03-30,5.174e-05,3.60147479
2024-03-31,2024-03-31,5.237e-05,3.73348804
2024-04-01,2024-04-01,5.227e-05,3.64098822
2024-04-02,2024-04-02,5.227e-05,3.42202558
2024-04-03,2024-04-03,5.055e-05,3.33493118
2024-04-04,2024-04-04,4.977e-05,3.40989468
2024-04-05,2024-04-05,5.085e-05,3.45018649
2024-04-06,2024-04-06,5.083e-05,3.50149472
2024-04-07,2024-04-07,5.076e-05,3.52054383
2024-04-08,2024-04-08,5.188e-05,3.71584806
2024-04-09,2024-04-09,5.333e-05,3.68640525
2024-04-10,2024-04-10,5.323e-05,3.76007873
2024-04-11,2024-04-11,5.298e-05,3.70927515
2024-04-12,2024-04-12,5.416e-05,3.6356016
2024-04-13,2024-04-13,5.347e-05,3.42093449
2024-04-14,2024-04-14,5.26e-05,3.45736161
2024-04-15,2024-04-15,5.143e-05,3.26280722
2024-04-16,2024-04-16,5.227e-05,3.3346831
2024-04-17,2024-04-17,5.143e-05,3.15171716
2024-04-18,2024-04-18,4.706e-05,2.98777398
2024-04-19,2024-04-19,4.641e-05,2.9618705
2024-04-20,2024-04-20,4.665e-05,3.03024748
2024-04-21,2024-04-21,4.652e-05,3.02154011
2024-04-22,2024-04-22,4.565e-05,3.0508416
2024-04-23,2024-04-23,4.506e-05,2.99273688
2024-04-24,2024-04-24,4.731e-05,3.04027895
2024-04-25,2024-04-25,4.712e-05,3.03890247
2024-04-26,2024-04-26,4.752e-05,3.0298016
2024-04-27,2024-04-27,4.795e-05,3.04301635
2024-04-28,2024-04-28,4.812e-05,3.03675732
2024-04-29,2024-04-29,4.798e-05,3.06421048
2024-04-30,2024-04-30,4.874e-05,2.95625016
2024-05-01,2024-05-01,4.889e-05,2.85118611
2024-05-02,2024-05-02,4.743e-05,2.80217726
2024-05-03,2024-05-03,4.667e-05,2.93509842
2024-05-04,2024-05-04,4.672e-05,2.98549544
2024-05-05,2024-05-05,4.661e-05,2.98364878
2024-05-06,2024-05-06,4.666e-05,2.94785555
2024-05-07,2024-05-07,4.68e-05,2.91636895
2024-05-08,2024-05-08,4.732e-05,2.89529739
2024-05-09,2024-05-09,4.754e-05,2.99833579
2024-05-10,2024-05-10,4.839e-05,2.94199426
2024-05-11,2024-05-11,4.852e-05,2.95045274
2024-05-12,2024-05-12,4.873e-05,2.99484394
2024-05-13,2024-05-13,4.9e-05,3.0839605
2024-05-14,2024-05-14,4.914e-05,3.02517661
2024-05-15,2024-05-15,4.741e-05,3.13905398
2024-05-16,2024-05-16,4.66e-05,3.04062337
2024-05-17,2024-05-17,4.642e-05,3.11140117
2024-05-18,2024-05-18,4.628e-05,3.09711619
2024-05-19,2024-05-19,4.592e-05,3.04293403
2024-05-20,2024-05-20,4.562e-05,3.25835649
2024-05-21,2024-05-21,4.784e-05,3.35569356
2024-05-22,2024-05-22,4.814e-05,3.32941305
2024-05-23,2024-05-23,4.93e-05,3.3499786
2024-05-24,2024-05-24,4.916e-05,3.36994022
2024-05-25,2024-05-25,4.929e-05,3.41534196
2024-05-26,2024-05-26,4.973e-05,3.40645041
2024-05-27,2024-05-27,5.023e-05,3.4863517
2024-05-28,2024-05-28,5.067e-05,3.46476528
2024-05-29,2024-05-29,5.023e-05,3.39469896
2024-05-30,2024-05-30,4.984e-05,3.40644192
2024-05-31,2024-05-31,5.049e-05,3.40879682
2024-06-01,2024-06-01,5.063e-05,3.42976582
2024-06-02,2024-06-02,5.037e-05,3.41250721
2024-06-03,2024-06-03,4.926e-05,3.3888848
2024-06-04,2024-06-04,4.858e-05,3.4271465
2024-06-05,2024-06-05,4.845e-05,3.44522063
2024-06-06,2024-06-06,4.879e-05,3.45296424
2024-06-07,2024-06-07,4.917e-05,3.40857238
2024-06-08,2024-06-08,5.008e-05,3.47074416
2024-06-09,2024-06-09,5.01e-05,3.48886362
2024-06-10,2024-06-10,5.018e-05,3.48931146
2024-06-11,2024-06-11,5.07e-05,3.4126552
2024-06-12,2024-06-12,5.04e-05,3.44075452
2024-06-13,2024-06-13,5.067e-05,3.38248396
2024-06-14,2024-06-14,5.17e-05,3.41371414
2024-06-15,2024-06-15,5.215e-05,3.45253396
2024-06-16,2024-06-16,5.222e-05,3.48127762
2024-06-17,2024-06-17,5.279e-05,3.50994313
2024-06-18,2024-06-18,5.235e-05,3.41166694
2024-06-19,2024-06-19,5.227e-05,3.3964458
2024-06-20,2024-06-20,5.317e-05,3.44887378
2024-06-21,2024-06-21,5.418e-05,3.47484395
2024-06-22,2024-06-22,5.44e-05,3.4949882
2024-06-23,2024-06-23,5.454e-05,3.44699726
2024-06-24,2024-06-24,5.464e-05,3.29323934
2024-06-25,2024-06-25,5.405e-05,3.34040676
2024-06-26,2024-06-26,5.49e-05,3.34109932
2024-06-27,2024-06-27,5.6e-05,3.45373892
2024-06-28,2024-06-28,5.759e-05,3.47657302
2024-06-29,2024-06-29,5.854e-05,3.56670688
2024-06-30,2024-06-30,5.843e-05,3.66648482
2024-07-01,2024-07-01,5.94e-05,3.73324372
2024-07-02,2024-07-02,5.908e-05,3.66937342
2024-07-03,2024-07-03,5.916e-05,3.5589449
2024-07-04,2024-07-04,5.953e-05,3.39553754
2024-07-05,2024-07-05,5.723e-05,3.24118839
2024-07-06,2024-07-06,5.628e-05,3.27794021
2024-07-07,2024-07-07,5.61e-05,3.13381557
2024-07-08,2024-07-08,5.606e-05,3.18025899
2024-07-09,2024-07-09,5.65e-05,3.27996496
2024-07-10,2024-07-10,5.642e-05,3.25758706
2024-07-11,2024-07-11,5.736e-05,3.29068867
2024-07-12,2024-07-12,5.751e-05,3.32988622
2024-07-13,2024-07-13,5.76e-05,3.41083938
2024-07-14,2024-07-14,5.723e-05,3.47970985
2024-07-15,2024-07-15,5.551e-05,3.59350561
2024-07-16,2024-07-16,5.455e-05,3.54896784
2024-07-17,2024-07-17,5.343e-05,3.42414092
2024-07-18,2024-07-18,5.418e-05,3.46638508
2024-07-19,2024-07-19,5.284e-05,3.52358168
2024-07-20,2024-07-20,5.256e-05,3.52909372
2024-07-21,2024-07-21,5.235e-05,3.56883239
2024-07-22,2024-07-22,5.251e-05,3.54702726
2024-07-23,2024-07-23,5.27e-05,3.47501889
2024-07-24,2024-07-24,5.3e-05,3.46501585
2024-07-25,2024-07-25,5.474e-05,3.60217378
2024-07-26,2024-07-26,5.364e-05,3.64339813
2024-07-27,2024-07-27,5.293e-05,3.59393017
2024-07-28,2024-07-28,5.287e-05,3.6077724
2024-07-29,2024-07-29,5.362e-05,3.58147445
2024-07-30,2024-07-30,5.358e-05,3.5452426
2024-07-31,2024-07-31,5.446e-05,3.51971212
2024-08-01,2024-08-01,5.594e-05,3.65442028
2024-08-02,2024-08-02,5.731e-05,3.52077103
2024-08-03,2024-08-03,5.764e-05,3.49889589
2024-08-04,2024-08-04,5.811e-05,3.37901254
2024-08-05,2024-08-05,5.66e-05,3.05731507
2024-08-06,2024-08-06,5.328e-05,2.98550797
2024-08-07,2024-08-07,5.215e-05,2.87574283
2024-08-08,2024-08-08,5.073e-05,3.1301636
2024-08-09,2024-08-09,5.029e-05,3.06002225
2024-08-10,2024-08-10,5.028e-05,3.0634099
2024-08-11,2024-08-11,5.024e-05,2.94980108
2024-08-12,2024-08-12,5.012e-05,2.97500424
2024-08-13,2024-08-13,4.948e-05,2.99858353
2024-08-14,2024-08-14,4.837e-05,2.83921971
2024-08-15,2024-08-15,4.77e-05,2.74529633
2024-08-16,2024-08-16,4.674e-05,2.75208599
2024-08-17,2024-08-17,4.665e-05,2.77555548
2024-08-18,2024-08-18,4.654e-05,2.71988581
2024-08-19,2024-08-19,4.621e-05,2.74730261
2024-08-20,2024-08-20,4.558e-05,2.69027234
2024-08-21,2024-08-21,4.504e-05,2.75422905
2024-08-22,2024-08-22,4.487e-05,2.70953138
2024-08-23,2024-08-23,4.4e-05,2.81806737
2024-08-24,2024-08-24,4.348e-05,2.78989813
2024-08-25,2024-08-25,4.339e-05,2.78717925
2024-08-26,2024-08-26,4.388e-05,2.75703035
2024-08-27,2024-08-27,4.424e-05,2.62910448
2024-08-28,2024-08-28,4.38e-05,2.58604715
2024-08-29,2024-08-29,4.372e-05,2.59547961
2024-08-30,2024-08-30,4.415e-05,2.60996018
2024-08-31,2024-08-31,4.454e-05,2.62785817
2024-09-01,2024-09-01,4.435e-05,2.54287972
2024-09-02,2024-09-02,4.4e-05,2.60303222
2024-09-03,2024-09-03,4.48e-05,2.5749903
2024-09-04,2024-09-04,4.425e-05,2.56556871
2024-09-05,2024-09-05,4.461e-05,2.50650448
2024-09-06,2024-09-06,4.549e-05,2.45576379
2024-09-07,2024-09-07,4.534e-05,2.4562675
2024-09-08,2024-09-08,4.511e-05,2.47617433
2024-09-09,2024-09-09,4.442e-05,2.53335247
2024-09-10,2024-09-10,4.243e-05,2.44569653
2024-09-11,2024-09-11,4.205e-05,2.41125087
2024-09-12,2024-09-12,4.222e-05,2.45441737
2024-09-13,2024-09-13,4.192e-05,2.53842797
2024-09-14,2024-09-14,4.158e-05,2.49502856
2024-09-15,2024-09-15,4.163e-05,2.46166378
2024-09-16,2024-09-16,4.234e-05,2.46485791
2024-09-17,2024-09-17,4.195e-05,2.52987843
2024-09-18,2024-09-18,4.231e-05,2.6132201
2024-09-19,2024-09-19,4.181e-05,2.63223301
2024-09-20,2024-09-20,4.232e-05,2.67478641
2024-09-21,2024-09-21,4.244e-05,2.68929714
2024-09-22,2024-09-22,4.241e-05,2.69622085
2024-09-23,2024-09-23,4.285e-05,2.713736
2024-09-24,2024-09-24,4.218e-05,2.71127761
2024-09-25,2024-09-25,4.183e-05,2.64148295
2024-09-26,2024-09-26,4.136e-05,2.69543935
2024-09-27,2024-09-27,4.079e-05,2.6830079
2024-09-28,2024-09-28,4.073e-05,2.68313085
2024-09-29,2024-09-29,4.041e-05,2.65087387
2024-09-30,2024-09-30,4.095e-05,2.59259639
2024-10-01,2024-10-01,4.174e-05,2.53826696
2024-10-02,2024-10-02,4.181e-05,2.53541907
2024-10-03,2024-10-03,4.202e-05,2.55231912
2024-10-04,2024-10-04,4.134e-05,2.56665992
2024-10-05,2024-10-05,4.123e-05,2.5588055
2024-10-06,2024-10-06,4.1e-05,2.575508
2024-10-07,2024-10-07,4.074e-05,2.53540798
2024-10-08,2024-10-08,4.141e-05,2.57234351
2024-10-09,2024-10-09,4.216e-05,2.55419353
2024-10-10,2024-10-10,4.239e-05,2.55582296
2024-10-11,2024-10-11,4.166e-05,2.60518022
2024-10-12,2024-10-12,4.16e-05,2.62898598
2024-10-13,2024-10-13,4.166e-05,2.61816984
2024-10-14,2024-10-14,4.143e-05,2.73746071
2024-10-15,2024-10-15,4.115e-05,2.75930293
2024-10-16,2024-10-16,4.074e-05,2.75446256
2024-10-17,2024-10-17,4.073e-05,2.74602617
2024-10-18,2024-10-18,3.974e-05,2.71927385
2024-10-19,2024-10-19,3.986e-05,2.7251582
2024-10-20,2024-10-20,3.983e-05,2.74907311
2024-10-21,2024-10-21,3.984e-05,2.68293867
2024-10-22,2024-10-22,4.002e-05,2.69661604
2024-10-23,2024-10-23,4.095e-05,2.72759932
2024-10-24,2024-10-24,4.069e-05,2.77313777
2024-10-25,2024-10-25,3.987e-05,2.65396391
2024-10-26,2024-10-26,3.983e-05,2.66886214
2024-10-27,2024-10-27,3.987e-05,2.70860081
2024-10-28,2024-10-28,3.984e-05,2.78546491
2024-10-29,2024-10-29,3.944e-05,2.86783866
2024-10-30,2024-10-30,3.927e-05,2.84038311
2024-10-31,2024-10-31,3.975e-05,2.79060582
2024-11-01,2024-11-01,3.917e-05,2.7206004
2024-11-02,2024-11-02,3.934e-05,2.72859537
2024-11-03,2024-11-03,3.938e-05,2.70736014
2024-11-04,2024-11-04,3.932e-05,2.66658457
2024-11-05,2024-11-05,3.905e-05,2.70899791
2024-11-06,2024-11-06,3.294e-05,2.49139499
2024-11-07,2024-11-07,3.199e-05,2.42814871
2024-11-08,2024-11-08,3.074e-05,2.35347412
2024-11-09,2024-11-09,3.075e-05,2.35887417
2024-11-10,2024-11-10,3.079e-05,2.47617333
2024-11-11,2024-11-11,3.032e-05,2.69037484
2024-11-12,2024-11-12,2.766e-05,2.43518652
2024-11-13,2024-11-13,2.695e-05,2.43857335
2024-11-14,2024-11-14,2.699e-05,2.35675888
2024-11-15,2024-11-15,2.674e-05,2.43477799
2024-11-16,2024-11-16,2.675e-05,2.42381751
2024-11-17,2024-11-17,2.696e-05,2.4235124
2024-11-18,2024-11-18,2.536e-05,2.29552368
2024-11-19,2024-11-19,2.526e-05,2.33393252
2024-11-20,2024-11-20,2.395e-05,2.25966835
2024-11-21,2024-11-21,2.373e-05,2.335916
2024-11-22,2024-11-22,2.283e-05,2.2591634
2024-11-23,2024-11-23,2.255e-05,2.20469321
2024-11-24,2024-11-24,2.253e-05,2.20798135
2024-11-25,2024-11-25,2.272e-05,2.1128202
2024-11-26,2024-11-26,2.278e-05,2.09613192
2024-11-27,2024-11-27,2.214e-05,2.12407936
