start_time,date,volume
2024-02-01,2024-02-01,7601901
2024-02-02,2024-02-02,9811069
2024-02-05,2024-02-05,6380104
2024-02-06,2024-02-06,6760298
2024-02-07,2024-02-07,8525533
2024-02-08,2024-02-08,9182418
2024-02-09,2024-02-09,12483465
2024-02-12,2024-02-12,10552988
2024-02-13,2024-02-13,9046813
2024-02-14,2024-02-14,13391258
2024-02-15,2024-02-15,13574555
2024-02-16,2024-02-16,12633374
2024-02-20,2024-02-20,13349834
2024-02-21,2024-02-21,7481091
2024-02-22,2024-02-22,7503824
2024-02-23,2024-02-23,6982066
2024-02-26,2024-02-26,17353668
2024-02-27,2024-02-27,15716032
2024-02-28,2024-02-28,34139321
2024-02-29,2024-02-29,24676974
2024-03-01,2024-03-01,18849417
2024-03-04,2024-03-04,25439227
2024-03-05,2024-03-05,50656381
2024-03-06,2024-03-06,16452883
2024-03-07,2024-03-07,20590100
2024-03-08,2024-03-08,24355592
2024-03-11,2024-03-11,21500259
2024-03-12,2024-03-12,28565523
2024-03-13,2024-03-13,16578057
2024-03-14,2024-03-14,31539628
2024-03-15,2024-03-15,21446151
2024-03-18,2024-03-18,14542114
2024-03-19,2024-03-19,22288546
2024-03-20,2024-03-20,21650086
2024-03-21,2024-03-21,19699724
2024-03-22,2024-03-22,11583705
2024-03-25,2024-03-25,24534123
2024-03-26,2024-03-26,10634569
2024-03-27,2024-03-27,12911358
2024-03-28,2024-03-28,11835202
2024-04-01,2024-04-01,11478947
2024-04-02,2024-04-02,10411710
2024-04-03,2024-04-03,8165445
2024-04-04,2024-04-04,13728439
2024-04-05,2024-04-05,9230208
2024-04-08,2024-04-08,10851643
2024-04-09,2024-04-09,11014961
2024-04-10,2024-04-10,10011059
2024-04-11,2024-04-11,10292558
2024-04-12,2024-04-12,19702648
2024-04-15,2024-04-15,13734648
2024-04-16,2024-04-16,9426096
2024-04-17,2024-04-17,14046688
2024-04-18,2024-04-18,9876616
2024-04-19,2024-04-19,8706156
2024-04-22,2024-04-22,7484070
2024-04-23,2024-04-23,3767080
2024-04-24,2024-04-24,9095562
2024-04-25,2024-04-25,8324455
2024-04-26,2024-04-26,6664040
2024-04-29,2024-04-29,4539709
2024-04-30,2024-04-30,11945246
2024-05-01,2024-05-01,13599850
2024-05-02,2024-05-02,5789376
2024-05-03,2024-05-03,6239013
2024-05-06,2024-05-06,6838170
2024-05-07,2024-05-07,5208237
2024-05-08,2024-05-08,4129388
2024-05-09,2024-05-09,6495526
2024-05-10,2024-05-10,7835119
2024-05-13,2024-05-13,2931925
2024-05-14,2024-05-14,3722989
2024-05-15,2024-05-15,8191994
2024-05-16,2024-05-16,4027493
2024-05-17,2024-05-17,5495184
2024-05-20,2024-05-20,7084007
2024-05-21,2024-05-21,6489918
2024-05-22,2024-05-22,4077863
2024-05-23,2024-05-23,4744498
2024-05-24,2024-05-24,4464834
2024-05-28,2024-05-28,6115516
2024-05-29,2024-05-29,4272087
2024-05-30,2024-05-30,5580569
2024-05-31,2024-05-31,5592613
2024-06-03,2024-06-03,3204138
2024-06-04,2024-06-04,5873188
2024-06-05,2024-06-05,4807975
2024-06-06,2024-06-06,3706179
2024-06-07,2024-06-07,6917905
2024-06-10,2024-06-10,2677921
2024-06-11,2024-06-11,5490038
2024-06-12,2024-06-12,7392446
2024-06-13,2024-06-13,4657434
2024-06-14,2024-06-14,5014957
2024-06-17,2024-06-17,3371580
2024-06-18,2024-06-18,4765972
2024-06-20,2024-06-20,3451672
2024-06-21,2024-06-21,3077188
2024-06-24,2024-06-24,8353932
2024-06-25,2024-06-25,6204742
2024-06-26,2024-06-26,2408304
2024-06-27,2024-06-27,1825311
2024-06-28,2024-06-28,3788259
2024-07-01,2024-07-01,3070920
2024-07-02,2024-07-02,3343949
2024-07-03,2024-07-03,1700247
2024-07-05,2024-07-05,7813345
2024-07-08,2024-07-08,6806521
2024-07-09,2024-07-09,3386914
2024-07-10,2024-07-10,3476573
2024-07-11,2024-07-11,3607960
2024-07-12,2024-07-12,2884889
2024-07-15,2024-07-15,4799886
2024-07-16,2024-07-16,3522685
2024-07-17,2024-07-17,3258800
2024-07-18,2024-07-18,2915589
2024-07-19,2024-07-19,6679941
2024-07-22,2024-07-22,3313249
2024-07-23,2024-07-23,6533883
2024-07-24,2024-07-24,4096904
2024-07-25,2024-07-25,3978119
2024-07-26,2024-07-26,4471045
2024-07-29,2024-07-29,7045510
2024-07-30,2024-07-30,4116736
2024-07-31,2024-07-31,3002148
2024-08-01,2024-08-01,6866848
2024-08-02,2024-08-02,6163979
2024-08-05,2024-08-05,16266537
2024-08-06,2024-08-06,5812793
2024-08-07,2024-08-07,6112896
2024-08-08,2024-08-08,5520818
2024-08-09,2024-08-09,5446545
2024-08-12,2024-08-12,4958156
2024-08-13,2024-08-13,3707833
2024-08-14,2024-08-14,5530975
2024-08-15,2024-08-15,6770693
2024-08-16,2024-08-16,3946931
2024-08-19,2024-08-19,1829676
2024-08-20,2024-08-20,4556697
2024-08-21,2024-08-21,3874747
2024-08-22,2024-08-22,2277004
2024-08-23,2024-08-23,6416754
2024-08-26,2024-08-26,2771826
2024-08-27,2024-08-27,2438646
2024-08-28,2024-08-28,2609477
2024-08-29,2024-08-29,2902285
2024-08-30,2024-08-30,3160564
2024-09-03,2024-09-03,4185999
2024-09-04,2024-09-04,4692043
2024-09-05,2024-09-05,3607661
2024-09-06,2024-09-06,7073865
2024-09-09,2024-09-09,4142443
2024-09-10,2024-09-10,1812398
2024-09-11,2024-09-11,3006256
2024-09-12,2024-09-12,2349283
2024-09-13,2024-09-13,3850292
2024-09-16,2024-09-16,2855203
2024-09-17,2024-09-17,4750606
2024-09-18,2024-09-18,4150099
2024-09-19,2024-09-19,2644847
2024-09-20,2024-09-20,1687931
2024-09-23,2024-09-23,1609172
2024-09-24,2024-09-24,1918739
2024-09-25,2024-09-25,1656498
2024-09-26,2024-09-26,3299232
2024-09-27,2024-09-27,3683303
2024-09-30,2024-09-30,2088877
2024-10-01,2024-10-01,4162711
2024-10-02,2024-10-02,3625835
2024-10-03,2024-10-03,3801136
2024-10-04,2024-10-04,2149062
2024-10-07,2024-10-07,2058743
2024-10-08,2024-10-08,2463434
2024-10-09,2024-10-09,1523746
2024-10-10,2024-10-10,2181979
2024-10-11,2024-10-11,3672983
2024-10-14,2024-10-14,4026707
2024-10-15,2024-10-15,4146255
2024-10-16,2024-10-16,2107420
2024-10-17,2024-10-17,6537971
2024-10-18,2024-10-18,3399938
2024-10-21,2024-10-21,3093066
2024-10-22,2024-10-22,2306947
2024-10-23,2024-10-23,2515988
2024-10-24,2024-10-24,1604948
2024-10-25,2024-10-25,3903794
2024-10-28,2024-10-28,3830896
2024-10-29,2024-10-29,6744987
2024-10-30,2024-10-30,2040608
2024-10-31,2024-10-31,3992680
2024-11-01,2024-11-01,3801058
2024-11-04,2024-11-04,2220555
2024-11-05,2024-11-05,3360326
2024-11-06,2024-11-06,7486358
2024-11-07,2024-11-07,3184463
2024-11-08,2024-11-08,2822397
2024-11-11,2024-11-11,10665835
2024-11-12,2024-11-12,6242006
2024-11-13,2024-11-13,9300006
2024-11-14,2024-11-14,5126725
2024-11-15,2024-11-15,3547095
2024-11-18,2024-11-18,4859699
2024-11-19,2024-11-19,4285045
2024-11-20,2024-11-20,4943810
2024-11-21,2024-11-21,6798928
2024-11-22,2024-11-22,5641649
2024-11-25,2024-11-25,5296002
2024-11-26,2024-11-26,5361715
2024-11-27,2024-11-27,3894370
2024-11-29,2024-11-29,2959545
2024-12-02,2024-12-02,3037373
2024-12-03,2024-12-03,2127968
2024-12-04,2024-12-04,4899403
2024-12-05,2024-12-05,7046724
2024-12-06,2024-12-06,3963307
2024-12-09,2024-12-09,4091138
2024-12-10,2024-12-10,4294610
2024-12-11,2024-12-11,4209987
2024-12-12,2024-12-12,3370864
2024-12-13,2024-12-13,2848219
2024-12-16,2024-12-16,5619910
2024-12-17,2024-12-17,4459365
2024-12-18,2024-12-18,4989412
2024-12-19,2024-12-19,4537893
2024-12-20,2024-12-20,3969369
2024-12-23,2024-12-23,4246022
2024-12-24,2024-12-24,1717143
2024-12-26,2024-12-26,2325038
2024-12-27,2024-12-27,4066131
