start_time,date,mca,mcda
2021-04-08,2021-04-08,1122.53960431,2957133.72128858
2021-04-09,2021-04-09,1122.94470497,2969388.40792271
2021-04-10,2021-04-10,1123.31166745,2980904.32070144
2021-04-11,2021-04-11,1123.43084644,2992879.30775055
2021-04-12,2021-04-12,1123.36910141,2998016.76869983
2021-04-13,2021-04-13,1123.50757004,3003767.9260727
2021-04-14,2021-04-14,1122.62400878,3009463.69568912
2021-04-15,2021-04-15,1122.19852493,3016987.87288053
2021-04-16,2021-04-16,1122.77843855,3028414.64500046
2021-04-17,2021-04-17,1123.2199849,3040747.15996615
2021-04-18,2021-04-18,1122.4040069,3037181.58904838
2021-04-19,2021-04-19,1123.08814945,3050872.47644988
2021-04-20,2021-04-20,1123.27739054,3056490.47101253
2021-04-21,2021-04-21,1123.81104442,3070098.72357328
2021-04-22,2021-04-22,1124.05295418,3076499.62889054
2021-04-23,2021-04-23,1124.07751707,3083628.64971735
2021-04-24,2021-04-24,1123.84196062,3092345.82594745
2021-04-25,2021-04-25,1124.02939178,3102559.10762964
2021-04-26,2021-04-26,1124.30617745,3113517.15214446
2021-04-27,2021-04-27,1123.89019522,3118173.62253634
2021-04-28,2021-04-28,1124.25763573,3130555.28510946
2021-04-29,2021-04-29,1124.37454483,3132042.15424664
2021-04-30,2021-04-30,1124.21848768,3142037.86061143
2021-05-01,2021-05-01,1124.84753783,3157112.22451164
2021-05-02,2021-05-02,1125.40092367,3171463.90884532
2021-05-03,2021-05-03,1125.67937922,3182646.17937993
2021-05-04,2021-05-04,1125.9567137,3193373.57580282
2021-05-05,2021-05-05,1126.36010483,3201829.91748537
2021-05-06,2021-05-06,1126.74217391,3211281.92286533
2021-05-07,2021-05-07,1126.33507517,3206681.4094971
2021-05-08,2021-05-08,1126.88593445,3218388.60978237
2021-05-09,2021-05-09,1127.26654072,3229300.64031939
2021-05-10,2021-05-10,1127.61345151,3238068.52390199
2021-05-11,2021-05-11,1128.02281555,3246025.47172176
2021-05-12,2021-05-12,1127.88609632,3247985.33088476
2021-05-13,2021-05-13,1127.71717747,3252369.26112543
2021-05-14,2021-05-14,1128.07421808,3261623.09724715
2021-05-15,2021-05-15,1128.62797246,3276557.85320267
2021-05-16,2021-05-16,1129.07022415,3286515.52895496
2021-05-17,2021-05-17,1129.48145232,3295744.41703922
2021-05-18,2021-05-18,1129.74088174,3306617.49719507
2021-05-19,2021-05-19,1129.06353591,3297997.14781011
2021-05-20,2021-05-20,1129.02038958,3286773.37369271
2021-05-21,2021-05-21,1129.21790343,3296879.37900377
2021-05-22,2021-05-22,1129.87065231,3310646.96107514
2021-05-23,2021-05-23,1130.07141757,3320834.59754206
2021-05-24,2021-05-24,1129.54143093,3320760.42655658
2021-05-25,2021-05-25,1129.95214356,3327530.05739116
2021-05-26,2021-05-26,1130.3448332,3337138.87354018
2021-05-27,2021-05-27,1131.03425852,3349526.64063532
2021-05-28,2021-05-28,1131.73152347,3364768.12008888
2021-05-29,2021-05-29,1132.53303436,3381429.09953317
2021-05-30,2021-05-30,1132.30507434,3396537.72229318
2021-05-31,2021-05-31,1133.04125978,3412069.49884988
2021-06-01,2021-06-01,1132.66557049,3418614.80268623
2021-06-02,2021-06-02,1133.14335837,3431066.43428749
2021-06-03,2021-06-03,1133.17607619,3436141.11081855
2021-06-04,2021-06-04,1133.8724108,3449110.98826126
2021-06-05,2021-06-05,1134.64616008,3464572.87869094
2021-06-06,2021-06-06,1135.33542936,3479099.41745501
2021-06-07,2021-06-07,1135.84055524,3490872.1799179
2021-06-08,2021-06-08,1136.15964495,3500282.16860102
2021-06-09,2021-06-09,1136.68558793,3512799.12583143
2021-06-10,2021-06-10,1137.09326098,3521630.62933121
2021-06-11,2021-06-11,1137.367998,3532168.99812178
2021-06-12,2021-06-12,1138.19279847,3548780.12364354
2021-06-13,2021-06-13,1138.91025811,3565241.3719019
2021-06-14,2021-06-14,1139.49442334,3575796.94221446
2021-06-15,2021-06-15,1140.05861161,3586698.85688342
2021-06-16,2021-06-16,1140.74741134,3601518.20739202
2021-06-17,2021-06-17,1141.43771998,3614305.37146624
2021-06-18,2021-06-18,1142.1094291,3628358.19177412
2021-06-19,2021-06-19,1142.96989593,3645986.10011091
2021-06-20,2021-06-20,1143.75803752,3663133.46643519
2021-06-21,2021-06-21,1144.29392097,3675403.99919884
2021-06-22,2021-06-22,1144.85654593,3687925.72026237
2021-06-23,2021-06-23,1145.12155712,3698493.29715502
2021-06-24,2021-06-24,1145.57235344,3709912.82486639
2021-06-25,2021-06-25,1145.41007213,3688969.69248948
2021-06-26,2021-06-26,1146.26588065,3704959.95768668
2021-06-27,2021-06-27,1146.9592887,3720150.43581655
2021-06-28,2021-06-28,1147.72184747,3733879.45329032
2021-06-29,2021-06-29,1148.47806508,3747605.49378255
2021-06-30,2021-06-30,1149.1646904,3759305.71743647
2021-07-01,2021-07-01,1149.83618802,3772454.40896976
2021-07-02,2021-07-02,1150.27134553,3774062.03495511
2021-07-03,2021-07-03,1151.09734453,3791101.2988034
2021-07-04,2021-07-04,1151.84090603,3806821.10315399
2021-07-05,2021-07-05,1152.53032608,3822847.93112959
2021-07-06,2021-07-06,1153.25347698,3837906.2973949
2021-07-07,2021-07-07,1153.85080577,3851609.04077959
2021-07-08,2021-07-08,1154.53610723,3864704.91692802
2021-07-09,2021-07-09,1155.15895356,3878321.16037665
2021-07-10,2021-07-10,1155.98062412,3895501.74789725
2021-07-11,2021-07-11,1156.75909512,3911540.01565831
2021-07-12,2021-07-12,1157.0083501,3921811.08905706
2021-07-13,2021-07-13,1157.74159051,3935889.92310949
2021-07-14,2021-07-14,1158.39273655,3947902.04391504
2021-07-15,2021-07-15,1158.98494624,3959899.76286089
2021-07-16,2021-07-16,1159.61405958,3970674.84263779
2021-07-17,2021-07-17,1156.32347854,3980145.53557832
2021-07-18,2021-07-18,1157.10385757,3994816.28611527
2021-07-19,2021-07-19,1157.72589173,4008577.29447018
2021-07-20,2021-07-20,1158.16517623,4020236.80660252
2021-07-21,2021-07-21,1158.80049636,4032936.80421192
2021-07-22,2021-07-22,1159.42962072,4046425.19211287
2021-07-23,2021-07-23,1160.05495035,4052636.83698821
2021-07-24,2021-07-24,1160.8859267,4069433.33406522
2021-07-25,2021-07-25,1161.66084439,4084156.46143753
2021-07-26,2021-07-26,1161.38163133,4078745.17938304
2021-07-27,2021-07-27,1161.09493505,4080580.70128984
2021-07-28,2021-07-28,1160.18750254,4082355.09620241
2021-07-29,2021-07-29,1153.22209916,4055754.761147
2021-07-30,2021-07-30,1153.87545143,4068077.0009898
2021-07-31,2021-07-31,1154.61062341,4083246.28008516
2021-08-01,2021-08-01,1155.39842457,4099499.58915043
2021-08-02,2021-08-02,1156.12139265,4114685.14625804
2021-08-03,2021-08-03,1156.84824202,4128726.58604908
2021-08-04,2021-08-04,1157.61205577,4144362.13280424
2021-08-05,2021-08-05,1158.35528868,4159179.9586772
2021-08-06,2021-08-06,1158.87455384,4170187.75207618
2021-08-07,2021-08-07,1159.59813564,4186766.12316376
2021-08-08,2021-08-08,1160.21166397,4196336.45282843
2021-08-09,2021-08-09,1160.8378629,4207176.83704281
2021-08-10,2021-08-10,1161.55401553,4221312.63560627
2021-08-11,2021-08-11,1162.17882691,4235667.7167377
2021-08-12,2021-08-12,1162.88069592,4250084.29220979
2021-08-13,2021-08-13,1163.56852549,4264992.47207071
2021-08-14,2021-08-14,1163.72636903,4278206.02788193
2021-08-15,2021-08-15,1164.53526319,4295913.82761011
2021-08-16,2021-08-16,1165.22012839,4309529.77255319
2021-08-17,2021-08-17,1165.85680975,4322972.15816251
2021-08-18,2021-08-18,1166.33193999,4336164.05208552
2021-08-19,2021-08-19,1166.98422103,4350998.33905494
2021-08-20,2021-08-20,1167.67325486,4364806.75975228
2021-08-21,2021-08-21,1168.25806175,4380412.53301369
2021-08-22,2021-08-22,1168.95843948,4396802.51615094
2021-08-23,2021-08-23,1169.28607991,4404241.63982159
2021-08-24,2021-08-24,1170.01869112,4419479.63824102
2021-08-25,2021-08-25,1169.32947841,4425929.19124775
2021-08-26,2021-08-26,1169.59142958,4430855.02638901
2021-08-27,2021-08-27,1170.32701692,4446044.97276604
2021-08-28,2021-08-28,1171.05836345,4463085.27243111
2021-08-29,2021-08-29,1171.82789018,4480373.07043143
2021-08-30,2021-08-30,1172.39868106,4491367.66910158
2021-08-31,2021-08-31,1172.89154607,4501903.5564765
2021-09-01,2021-09-01,1173.49829085,4512244.8825805
2021-09-02,2021-09-02,1174.13048264,4523972.18993395
2021-09-03,2021-09-03,1174.75702661,4538800.45074965
2021-09-04,2021-09-04,1175.47475651,4554830.0713817
2021-09-05,2021-09-05,1176.24962352,4572883.93486066
2021-09-06,2021-09-06,1176.89717828,4586218.78985289
2021-09-07,2021-09-07,1177.48455563,4596298.81536175
2021-09-08,2021-09-08,1178.12948842,4608801.83277976
2021-09-09,2021-09-09,1178.36072382,4611721.68561378
2021-09-10,2021-09-10,1178.67470602,4626081.24252026
2021-09-11,2021-09-11,1179.44399528,4642241.88479044
2021-09-12,2021-09-12,1180.20055943,4660201.47024281
2021-09-13,2021-09-13,1180.91390904,4676446.28949198
2021-09-14,2021-09-14,1181.18756673,4687730.04262399
2021-09-15,2021-09-15,1181.55357119,4699698.80482819
2021-09-16,2021-09-16,1181.86209268,4708813.76799602
2021-09-17,2021-09-17,1182.53871813,4722340.04843247
2021-09-18,2021-09-18,1183.26824663,4739018.46834609
2021-09-19,2021-09-19,1183.99383026,4757108.00008531
2021-09-20,2021-09-20,1184.59772285,4770118.98440183
2021-09-21,2021-09-21,1185.36031982,4785627.1733286
2021-09-22,2021-09-22,1185.91768701,4800389.0885028
2021-09-23,2021-09-23,1186.5696792,4814985.84042293
2021-09-24,2021-09-24,1187.28831033,4830711.94264616
2021-09-25,2021-09-25,1188.1325158,4848922.32429348
2021-09-26,2021-09-26,1185.35935035,4827607.85122355
2021-09-27,2021-09-27,1185.81474912,4839433.20057169
2021-09-28,2021-09-28,1186.44217337,4850855.26439848
2021-09-29,2021-09-29,1187.05504331,4865401.99680968
2021-09-30,2021-09-30,1187.44212066,4870254.14521755
2021-10-01,2021-10-01,1188.03378145,4884831.01685541
2021-10-02,2021-10-02,1188.70387884,4900372.50140696
2021-10-03,2021-10-03,1189.44755199,4917856.02554563
2021-10-04,2021-10-04,1190.02096928,4928081.54878249
2021-10-05,2021-10-05,1190.49849927,4937236.31529936
2021-10-06,2021-10-06,1190.86140226,4942452.73779566
2021-10-07,2021-10-07,1191.27735229,4950042.90752822
2021-10-08,2021-10-08,1191.89332675,4963437.59476684
2021-10-09,2021-10-09,1192.58095646,4980131.12023593
2021-10-10,2021-10-10,1192.90120554,4994564.74682208
2021-10-11,2021-10-11,1193.44086431,5007942.3124559
2021-10-12,2021-10-12,1193.38164973,5015176.01437792
2021-10-13,2021-10-13,1193.96098416,5027461.24801206
2021-10-14,2021-10-14,1194.49527812,5038035.16340941
