start_time,datetime,max_priority_fee_mean
2021-11-27 05:00:00,2021-11-27 05:00:00,62.354156404
2021-11-27 06:00:00,2021-11-27 06:00:00,133.735481982
2021-11-27 07:00:00,2021-11-27 07:00:00,57.546167214
2021-11-27 08:00:00,2021-11-27 08:00:00,53.560934404
2021-11-27 09:00:00,2021-11-27 09:00:00,49.478629072
2021-11-27 10:00:00,2021-11-27 10:00:00,41.33733351
2021-11-27 11:00:00,2021-11-27 11:00:00,50.362910154
2021-11-27 12:00:00,2021-11-27 12:00:00,46.369223316
2021-11-27 13:00:00,2021-11-27 13:00:00,52.730664074
2021-11-27 14:00:00,2021-11-27 14:00:00,49.822662183
2021-11-27 15:00:00,2021-11-27 15:00:00,56.326894502
2021-11-27 16:00:00,2021-11-27 16:00:00,54.233412244
2021-11-27 17:00:00,2021-11-27 17:00:00,49.919388205
2021-11-27 18:00:00,2021-11-27 18:00:00,76.182629503
2021-11-27 19:00:00,2021-11-27 19:00:00,47.73811658
2021-11-27 20:00:00,2021-11-27 20:00:00,50.305694622
2021-11-27 21:00:00,2021-11-27 21:00:00,60.157957779
2021-11-27 22:00:00,2021-11-27 22:00:00,45.858779518
2021-11-27 23:00:00,2021-11-27 23:00:00,44.14910103
2021-11-28 00:00:00,2021-11-28 00:00:00,51.931200276
2021-11-28 01:00:00,2021-11-28 01:00:00,49.505004861
2021-11-28 02:00:00,2021-11-28 02:00:00,99.976488861
2021-11-28 03:00:00,2021-11-28 03:00:00,49.656344335
2021-11-28 04:00:00,2021-11-28 04:00:00,44.564740912
2021-11-28 05:00:00,2021-11-28 05:00:00,38.153742083
2021-11-28 06:00:00,2021-11-28 06:00:00,37.468504804
2021-11-28 07:00:00,2021-11-28 07:00:00,32.169438446
2021-11-28 08:00:00,2021-11-28 08:00:00,36.007208313
2021-11-28 09:00:00,2021-11-28 09:00:00,35.203305207
2021-11-28 10:00:00,2021-11-28 10:00:00,41.161012618
2021-11-28 11:00:00,2021-11-28 11:00:00,44.786753133
2021-11-28 12:00:00,2021-11-28 12:00:00,41.759298315
2021-11-28 13:00:00,2021-11-28 13:00:00,42.378800605
2021-11-28 14:00:00,2021-11-28 14:00:00,54.971150312
2021-11-28 15:00:00,2021-11-28 15:00:00,56.917066835
2021-11-28 16:00:00,2021-11-28 16:00:00,58.12135937
2021-11-28 17:00:00,2021-11-28 17:00:00,57.388637728
2021-11-28 18:00:00,2021-11-28 18:00:00,63.520003139
2021-11-28 19:00:00,2021-11-28 19:00:00,80.672118753
2021-11-28 20:00:00,2021-11-28 20:00:00,90.834928019
2021-11-28 21:00:00,2021-11-28 21:00:00,99.273976567
2021-11-28 22:00:00,2021-11-28 22:00:00,96.68896961
2021-11-28 23:00:00,2021-11-28 23:00:00,65.39879738
2021-11-29 00:00:00,2021-11-29 00:00:00,60.447162244
2021-11-29 01:00:00,2021-11-29 01:00:00,54.910237737
2021-11-29 02:00:00,2021-11-29 02:00:00,63.111943263
2021-11-29 03:00:00,2021-11-29 03:00:00,64.200471794
2021-11-29 04:00:00,2021-11-29 04:00:00,54.460649256
2021-11-29 05:00:00,2021-11-29 05:00:00,53.88146487
2021-11-29 06:00:00,2021-11-29 06:00:00,44.955365956
2021-11-29 07:00:00,2021-11-29 07:00:00,46.314582446
2021-11-29 08:00:00,2021-11-29 08:00:00,58.669756834
2021-11-29 09:00:00,2021-11-29 09:00:00,60.672297756
2021-11-29 10:00:00,2021-11-29 10:00:00,53.081920692
2021-11-29 11:00:00,2021-11-29 11:00:00,40.282910318
2021-11-29 12:00:00,2021-11-29 12:00:00,53.010219171
2021-11-29 13:00:00,2021-11-29 13:00:00,56.591742703
2021-11-29 14:00:00,2021-11-29 14:00:00,76.882341523
2021-11-29 15:00:00,2021-11-29 15:00:00,74.809038554
2021-11-29 16:00:00,2021-11-29 16:00:00,72.693372605
2021-11-29 17:00:00,2021-11-29 17:00:00,73.161743111
2021-11-29 18:00:00,2021-11-29 18:00:00,83.455260436
2021-11-29 19:00:00,2021-11-29 19:00:00,82.542202937
2021-11-29 20:00:00,2021-11-29 20:00:00,93.196259418
2021-11-29 21:00:00,2021-11-29 21:00:00,60.918141428
2021-11-29 22:00:00,2021-11-29 22:00:00,66.447130107
2021-11-29 23:00:00,2021-11-29 23:00:00,67.711241958
2021-11-30 00:00:00,2021-11-30 00:00:00,72.363827105
2021-11-30 01:00:00,2021-11-30 01:00:00,68.527354799
2021-11-30 02:00:00,2021-11-30 02:00:00,73.267498597
2021-11-30 03:00:00,2021-11-30 03:00:00,89.120048856
2021-11-30 04:00:00,2021-11-30 04:00:00,62.149265903
2021-11-30 05:00:00,2021-11-30 05:00:00,53.158291535
2021-11-30 06:00:00,2021-11-30 06:00:00,66.722240214
2021-11-30 07:00:00,2021-11-30 07:00:00,73.517344653
2021-11-30 08:00:00,2021-11-30 08:00:00,83.008296545
2021-11-30 09:00:00,2021-11-30 09:00:00,56.345699483
2021-11-30 10:00:00,2021-11-30 10:00:00,40.0474279
2021-11-30 11:00:00,2021-11-30 11:00:00,50.44609188
2021-11-30 12:00:00,2021-11-30 12:00:00,54.46105129
2021-11-30 13:00:00,2021-11-30 13:00:00,50.594921689
2021-11-30 14:00:00,2021-11-30 14:00:00,55.787520186
2021-11-30 15:00:00,2021-11-30 15:00:00,69.020291107
2021-11-30 16:00:00,2021-11-30 16:00:00,79.570258204
2021-11-30 17:00:00,2021-11-30 17:00:00,60.899188214
2021-11-30 18:00:00,2021-11-30 18:00:00,74.929183208
2021-11-30 19:00:00,2021-11-30 19:00:00,134.041642386
2021-11-30 20:00:00,2021-11-30 20:00:00,84.535758739
2021-11-30 21:00:00,2021-11-30 21:00:00,159.45942174
2021-11-30 22:00:00,2021-11-30 22:00:00,89.589419671
2021-11-30 23:00:00,2021-11-30 23:00:00,64.386947671
2021-12-01 00:00:00,2021-12-01 00:00:00,82.605035244
2021-12-01 01:00:00,2021-12-01 01:00:00,60.136342527
2021-12-01 02:00:00,2021-12-01 02:00:00,75.942734172
2021-12-01 03:00:00,2021-12-01 03:00:00,112.93873026
2021-12-01 04:00:00,2021-12-01 04:00:00,69.843080077
2021-12-01 05:00:00,2021-12-01 05:00:00,64.733806533
2021-12-01 06:00:00,2021-12-01 06:00:00,66.335311016
2021-12-01 07:00:00,2021-12-01 07:00:00,66.020291738
2021-12-01 08:00:00,2021-12-01 08:00:00,67.59525386
2021-12-01 09:00:00,2021-12-01 09:00:00,52.546874526
2021-12-01 10:00:00,2021-12-01 10:00:00,53.551560517
2021-12-01 11:00:00,2021-12-01 11:00:00,52.340997118
2021-12-01 12:00:00,2021-12-01 12:00:00,56.198398631
2021-12-01 13:00:00,2021-12-01 13:00:00,59.125480453
2021-12-01 14:00:00,2021-12-01 14:00:00,71.121001418
2021-12-01 15:00:00,2021-12-01 15:00:00,79.353403422
2021-12-01 16:00:00,2021-12-01 16:00:00,78.507329007
2021-12-01 17:00:00,2021-12-01 17:00:00,97.507940301
2021-12-01 18:00:00,2021-12-01 18:00:00,88.037329943
2021-12-01 19:00:00,2021-12-01 19:00:00,64.335234641
2021-12-01 20:00:00,2021-12-01 20:00:00,77.25503753
2021-12-01 21:00:00,2021-12-01 21:00:00,71.222475812
2021-12-01 22:00:00,2021-12-01 22:00:00,65.489650964
2021-12-01 23:00:00,2021-12-01 23:00:00,55.722603394
2021-12-02 00:00:00,2021-12-02 00:00:00,66.770554642
2021-12-02 01:00:00,2021-12-02 01:00:00,148.639237985
2021-12-02 02:00:00,2021-12-02 02:00:00,81.879042743
2021-12-02 03:00:00,2021-12-02 03:00:00,80.542193364
2021-12-02 04:00:00,2021-12-02 04:00:00,60.289929269
2021-12-02 05:00:00,2021-12-02 05:00:00,48.842759668
2021-12-02 06:00:00,2021-12-02 06:00:00,50.357940998
2021-12-02 07:00:00,2021-12-02 07:00:00,45.653631879
2021-12-02 08:00:00,2021-12-02 08:00:00,42.933495634
2021-12-02 09:00:00,2021-12-02 09:00:00,53.637971079
2021-12-02 10:00:00,2021-12-02 10:00:00,56.397841463
2021-12-02 11:00:00,2021-12-02 11:00:00,52.218619135
2021-12-02 12:00:00,2021-12-02 12:00:00,56.458166928
2021-12-02 13:00:00,2021-12-02 13:00:00,53.776631581
2021-12-02 14:00:00,2021-12-02 14:00:00,56.89020628
2021-12-02 15:00:00,2021-12-02 15:00:00,61.157878327
2021-12-02 16:00:00,2021-12-02 16:00:00,64.823069812
2021-12-02 17:00:00,2021-12-02 17:00:00,62.314044004
2021-12-02 18:00:00,2021-12-02 18:00:00,60.661757699
2021-12-02 19:00:00,2021-12-02 19:00:00,58.881019546
2021-12-02 20:00:00,2021-12-02 20:00:00,51.049515515
2021-12-02 21:00:00,2021-12-02 21:00:00,54.63891491
2021-12-02 22:00:00,2021-12-02 22:00:00,47.112828235
2021-12-02 23:00:00,2021-12-02 23:00:00,42.425396132
2021-12-03 00:00:00,2021-12-03 00:00:00,48.010534789
2021-12-03 01:00:00,2021-12-03 01:00:00,55.563166998
2021-12-03 02:00:00,2021-12-03 02:00:00,51.032880034
2021-12-03 03:00:00,2021-12-03 03:00:00,47.747937652
2021-12-03 04:00:00,2021-12-03 04:00:00,64.022018006
2021-12-03 05:00:00,2021-12-03 05:00:00,56.683506394
2021-12-03 06:00:00,2021-12-03 06:00:00,46.581229843
2021-12-03 07:00:00,2021-12-03 07:00:00,49.975264668
2021-12-03 08:00:00,2021-12-03 08:00:00,47.621559678
2021-12-03 09:00:00,2021-12-03 09:00:00,49.553039334
2021-12-03 10:00:00,2021-12-03 10:00:00,41.92907751
2021-12-03 11:00:00,2021-12-03 11:00:00,44.225510856
2021-12-03 12:00:00,2021-12-03 12:00:00,55.296884218
2021-12-03 13:00:00,2021-12-03 13:00:00,57.941410659
2021-12-03 14:00:00,2021-12-03 14:00:00,55.160271077
2021-12-03 15:00:00,2021-12-03 15:00:00,78.17291966
2021-12-03 16:00:00,2021-12-03 16:00:00,78.89889654
2021-12-03 17:00:00,2021-12-03 17:00:00,65.494756297
2021-12-03 18:00:00,2021-12-03 18:00:00,72.443670225
2021-12-03 19:00:00,2021-12-03 19:00:00,56.104233667
2021-12-03 20:00:00,2021-12-03 20:00:00,67.386794752
2021-12-03 21:00:00,2021-12-03 21:00:00,61.507599131
2021-12-03 22:00:00,2021-12-03 22:00:00,71.376135975
2021-12-03 23:00:00,2021-12-03 23:00:00,50.222866754
2021-12-04 00:00:00,2021-12-04 00:00:00,55.878605652
2021-12-04 01:00:00,2021-12-04 01:00:00,54.19596643
2021-12-04 02:00:00,2021-12-04 02:00:00,46.456989598
2021-12-04 03:00:00,2021-12-04 03:00:00,49.676625625
2021-12-04 04:00:00,2021-12-04 04:00:00,64.179644353
2021-12-04 05:00:00,2021-12-04 05:00:00,345.587203729
2021-12-04 06:00:00,2021-12-04 06:00:00,236.266807755
2021-12-04 07:00:00,2021-12-04 07:00:00,142.867953332
2021-12-04 08:00:00,2021-12-04 08:00:00,89.391996212
2021-12-04 09:00:00,2021-12-04 09:00:00,75.938564421
2021-12-04 10:00:00,2021-12-04 10:00:00,62.842309176
2021-12-04 11:00:00,2021-12-04 11:00:00,60.898177833
2021-12-04 12:00:00,2021-12-04 12:00:00,81.230929806
2021-12-04 13:00:00,2021-12-04 13:00:00,72.342451874
2021-12-04 14:00:00,2021-12-04 14:00:00,67.132723516
2021-12-04 15:00:00,2021-12-04 15:00:00,84.132396796
2021-12-04 16:00:00,2021-12-04 16:00:00,64.15286063
2021-12-04 17:00:00,2021-12-04 17:00:00,48.662212304
2021-12-04 18:00:00,2021-12-04 18:00:00,64.944679775
2021-12-04 19:00:00,2021-12-04 19:00:00,53.198563519
2021-12-04 20:00:00,2021-12-04 20:00:00,44.098651521
2021-12-04 21:00:00,2021-12-04 21:00:00,58.785720163
2021-12-04 22:00:00,2021-12-04 22:00:00,43.849113813
2021-12-04 23:00:00,2021-12-04 23:00:00,69.902826634
2021-12-05 00:00:00,2021-12-05 00:00:00,81.715030811
2021-12-05 01:00:00,2021-12-05 01:00:00,64.794207165
2021-12-05 02:00:00,2021-12-05 02:00:00,48.855148677
2021-12-05 03:00:00,2021-12-05 03:00:00,45.242568328
2021-12-05 04:00:00,2021-12-05 04:00:00,44.997486588
2021-12-05 05:00:00,2021-12-05 05:00:00,49.942610869
2021-12-05 06:00:00,2021-12-05 06:00:00,36.092892334
2021-12-05 07:00:00,2021-12-05 07:00:00,30.891826235
2021-12-05 08:00:00,2021-12-05 08:00:00,37.366175271
2021-12-05 09:00:00,2021-12-05 09:00:00,41.660547747
2021-12-05 10:00:00,2021-12-05 10:00:00,41.255484425
2021-12-05 11:00:00,2021-12-05 11:00:00,33.205158123
2021-12-05 12:00:00,2021-12-05 12:00:00,84.535105733
2021-12-05 13:00:00,2021-12-05 13:00:00,31.691982161
2021-12-05 14:00:00,2021-12-05 14:00:00,38.858958477
2021-12-05 15:00:00,2021-12-05 15:00:00,56.12876411
2021-12-05 16:00:00,2021-12-05 16:00:00,52.400516209
2021-12-05 17:00:00,2021-12-05 17:00:00,42.074334564
2021-12-05 18:00:00,2021-12-05 18:00:00,35.522414178
2021-12-05 19:00:00,2021-12-05 19:00:00,36.843322192
2021-12-05 20:00:00,2021-12-05 20:00:00,30.141902347
2021-12-05 21:00:00,2021-12-05 21:00:00,43.261321819
2021-12-05 22:00:00,2021-12-05 22:00:00,37.589117797
2021-12-05 23:00:00,2021-12-05 23:00:00,33.998120576
2021-12-06 00:00:00,2021-12-06 00:00:00,52.838997377
2021-12-06 01:00:00,2021-12-06 01:00:00,56.742250638
2021-12-06 02:00:00,2021-12-06 02:00:00,46.402744335
2021-12-06 03:00:00,2021-12-06 03:00:00,51.433887472
2021-12-06 04:00:00,2021-12-06 04:00:00,34.068830616
2021-12-06 05:00:00,2021-12-06 05:00:00,31.990173947
2021-12-06 06:00:00,2021-12-06 06:00:00,47.13525042
2021-12-06 07:00:00,2021-12-06 07:00:00,48.062285163
2021-12-06 08:00:00,2021-12-06 08:00:00,55.222850467
2021-12-06 09:00:00,2021-12-06 09:00:00,55.182296826
2021-12-06 10:00:00,2021-12-06 10:00:00,54.397381356
2021-12-06 11:00:00,2021-12-06 11:00:00,58.808839178
2021-12-06 12:00:00,2021-12-06 12:00:00,51.54726269
2021-12-06 13:00:00,2021-12-06 13:00:00,48.914794744
2021-12-06 14:00:00,2021-12-06 14:00:00,52.915875584
2021-12-06 15:00:00,2021-12-06 15:00:00,64.82961195
2021-12-06 16:00:00,2021-12-06 16:00:00,71.1162545
2021-12-06 17:00:00,2021-12-06 17:00:00,66.881517366
2021-12-06 18:00:00,2021-12-06 18:00:00,53.793122401
2021-12-06 19:00:00,2021-12-06 19:00:00,61.954111698
2021-12-06 20:00:00,2021-12-06 20:00:00,52.82801168
2021-12-06 21:00:00,2021-12-06 21:00:00,62.627418753
2021-12-06 22:00:00,2021-12-06 22:00:00,97.771511011
2021-12-06 23:00:00,2021-12-06 23:00:00,67.392197053
2021-12-07 00:00:00,2021-12-07 00:00:00,54.798802829
2021-12-07 01:00:00,2021-12-07 01:00:00,59.22740391
2021-12-07 02:00:00,2021-12-07 02:00:00,56.380414758
2021-12-07 03:00:00,2021-12-07 03:00:00,53.358565843
2021-12-07 04:00:00,2021-12-07 04:00:00,37.675546453
2021-12-07 05:00:00,2021-12-07 05:00:00,66.654673263
2021-12-07 06:00:00,2021-12-07 06:00:00,65.786363021
2021-12-07 07:00:00,2021-12-07 07:00:00,45.726655521
2021-12-07 08:00:00,2021-12-07 08:00:00,47.405453454
2021-12-07 09:00:00,2021-12-07 09:00:00,47.05420046
2021-12-07 10:00:00,2021-12-07 10:00:00,46.869502377
2021-12-07 11:00:00,2021-12-07 11:00:00,38.897856777
2021-12-07 12:00:00,2021-12-07 12:00:00,56.155844592
2021-12-07 13:00:00,2021-12-07 13:00:00,42.876418067
2021-12-07 14:00:00,2021-12-07 14:00:00,43.993342292
2021-12-07 15:00:00,2021-12-07 15:00:00,55.180609493
2021-12-07 16:00:00,2021-12-07 16:00:00,47.713245457
2021-12-07 17:00:00,2021-12-07 17:00:00,46.433753114
2021-12-07 18:00:00,2021-12-07 18:00:00,44.398657357
2021-12-07 19:00:00,2021-12-07 19:00:00,37.964129042
2021-12-07 20:00:00,2021-12-07 20:00:00,35.690610422
2021-12-07 21:00:00,2021-12-07 21:00:00,46.927176094
2021-12-07 22:00:00,2021-12-07 22:00:00,37.60150838
2021-12-07 23:00:00,2021-12-07 23:00:00,35.119570056
2021-12-08 00:00:00,2021-12-08 00:00:00,38.156490625
2021-12-08 01:00:00,2021-12-08 01:00:00,40.760689544
2021-12-08 02:00:00,2021-12-08 02:00:00,43.975210419
2021-12-08 03:00:00,2021-12-08 03:00:00,38.755921166
2021-12-08 04:00:00,2021-12-08 04:00:00,43.637240296
2021-12-08 05:00:00,2021-12-08 05:00:00,36.175329166
2021-12-08 06:00:00,2021-12-08 06:00:00,50.414100895
2021-12-08 07:00:00,2021-12-08 07:00:00,40.580655218
2021-12-08 08:00:00,2021-12-08 08:00:00,36.982763728
2021-12-08 09:00:00,2021-12-08 09:00:00,40.577366847
2021-12-08 10:00:00,2021-12-08 10:00:00,48.64403814
2021-12-08 11:00:00,2021-12-08 11:00:00,40.049832667
2021-12-08 12:00:00,2021-12-08 12:00:00,44.064435191
2021-12-08 13:00:00,2021-12-08 13:00:00,49.279273493
2021-12-08 14:00:00,2021-12-08 14:00:00,48.740691966
2021-12-08 15:00:00,2021-12-08 15:00:00,52.266339038
2021-12-08 16:00:00,2021-12-08 16:00:00,44.663733845
2021-12-08 17:00:00,2021-12-08 17:00:00,63.163894973
2021-12-08 18:00:00,2021-12-08 18:00:00,58.221318342
2021-12-08 19:00:00,2021-12-08 19:00:00,45.761900386
2021-12-08 20:00:00,2021-12-08 20:00:00,47.935592018
2021-12-08 21:00:00,2021-12-08 21:00:00,59.138623675
2021-12-08 22:00:00,2021-12-08 22:00:00,51.370636695
2021-12-08 23:00:00,2021-12-08 23:00:00,58.35091961
2021-12-09 00:00:00,2021-12-09 00:00:00,43.226930779
2021-12-09 01:00:00,2021-12-09 01:00:00,52.210337852
2021-12-09 02:00:00,2021-12-09 02:00:00,40.640651292
2021-12-09 03:00:00,2021-12-09 03:00:00,46.531538227
2021-12-09 04:00:00,2021-12-09 04:00:00,42.698620142
2021-12-09 05:00:00,2021-12-09 05:00:00,44.83885413
2021-12-09 06:00:00,2021-12-09 06:00:00,42.233202722
2021-12-09 07:00:00,2021-12-09 07:00:00,37.347231656
2021-12-09 08:00:00,2021-12-09 08:00:00,44.681444163
2021-12-09 09:00:00,2021-12-09 09:00:00,44.874567529
2021-12-09 10:00:00,2021-12-09 10:00:00,44.128849539
2021-12-09 11:00:00,2021-12-09 11:00:00,35.681918007
2021-12-09 12:00:00,2021-12-09 12:00:00,38.930974987
2021-12-09 13:00:00,2021-12-09 13:00:00,43.673446288
2021-12-09 14:00:00,2021-12-09 14:00:00,48.361642212
2021-12-09 15:00:00,2021-12-09 15:00:00,77.155733084
2021-12-09 16:00:00,2021-12-09 16:00:00,45.73534465
2021-12-09 17:00:00,2021-12-09 17:00:00,51.654550801
2021-12-09 18:00:00,2021-12-09 18:00:00,51.050292195
2021-12-09 19:00:00,2021-12-09 19:00:00,37.698046934
2021-12-09 20:00:00,2021-12-09 20:00:00,47.482516114
2021-12-09 21:00:00,2021-12-09 21:00:00,45.869290303
2021-12-09 22:00:00,2021-12-09 22:00:00,32.937893031
2021-12-09 23:00:00,2021-12-09 23:00:00,41.746476885
2021-12-10 00:00:00,2021-12-10 00:00:00,49.162795077
2021-12-10 01:00:00,2021-12-10 01:00:00,39.799865317
2021-12-10 02:00:00,2021-12-10 02:00:00,50.431592638
2021-12-10 03:00:00,2021-12-10 03:00:00,46.256060043
2021-12-10 04:00:00,2021-12-10 04:00:00,43.185106494
2021-12-10 05:00:00,2021-12-10 05:00:00,41.903912534
2021-12-10 06:00:00,2021-12-10 06:00:00,39.227004964
2021-12-10 07:00:00,2021-12-10 07:00:00,39.296732988
2021-12-10 08:00:00,2021-12-10 08:00:00,31.215331342
2021-12-10 09:00:00,2021-12-10 09:00:00,37.979416027
2021-12-10 10:00:00,2021-12-10 10:00:00,33.463350061
2021-12-10 11:00:00,2021-12-10 11:00:00,30.671847089
2021-12-10 12:00:00,2021-12-10 12:00:00,31.506338096
2021-12-10 13:00:00,2021-12-10 13:00:00,39.343077796
2021-12-10 14:00:00,2021-12-10 14:00:00,43.964993826
2021-12-10 15:00:00,2021-12-10 15:00:00,119.711669938
2021-12-10 16:00:00,2021-12-10 16:00:00,58.735402259
2021-12-10 17:00:00,2021-12-10 17:00:00,87.118115584
2021-12-10 18:00:00,2021-12-10 18:00:00,51.162049038
2021-12-10 19:00:00,2021-12-10 19:00:00,36.086210969
2021-12-10 20:00:00,2021-12-10 20:00:00,55.747760301
2021-12-10 21:00:00,2021-12-10 21:00:00,40.926320002
2021-12-10 22:00:00,2021-12-10 22:00:00,43.976626962
2021-12-10 23:00:00,2021-12-10 23:00:00,48.814488729
2021-12-11 00:00:00,2021-12-11 00:00:00,67.34132962
2021-12-11 01:00:00,2021-12-11 01:00:00,51.520506079
2021-12-11 02:00:00,2021-12-11 02:00:00,35.0191981
2021-12-11 03:00:00,2021-12-11 03:00:00,33.164732318
2021-12-11 04:00:00,2021-12-11 04:00:00,34.497815617
2021-12-11 05:00:00,2021-12-11 05:00:00,35.438807092
2021-12-11 06:00:00,2021-12-11 06:00:00,38.050639365
2021-12-11 07:00:00,2021-12-11 07:00:00,26.174323754
2021-12-11 08:00:00,2021-12-11 08:00:00,28.782990627
2021-12-11 09:00:00,2021-12-11 09:00:00,28.449878603
2021-12-11 10:00:00,2021-12-11 10:00:00,28.992786578
2021-12-11 11:00:00,2021-12-11 11:00:00,26.199844179
2021-12-11 12:00:00,2021-12-11 12:00:00,35.06500239
2021-12-11 13:00:00,2021-12-11 13:00:00,29.791402291
2021-12-11 14:00:00,2021-12-11 14:00:00,27.391312439
2021-12-11 15:00:00,2021-12-11 15:00:00,30.364079358
2021-12-11 16:00:00,2021-12-11 16:00:00,55.665773149
2021-12-11 17:00:00,2021-12-11 17:00:00,48.698859343
2021-12-11 18:00:00,2021-12-11 18:00:00,30.501032865
2021-12-11 19:00:00,2021-12-11 19:00:00,33.311790102
2021-12-11 20:00:00,2021-12-11 20:00:00,40.292230322
2021-12-11 21:00:00,2021-12-11 21:00:00,38.092062567
2021-12-11 22:00:00,2021-12-11 22:00:00,56.368492345
2021-12-11 23:00:00,2021-12-11 23:00:00,32.30564782
2021-12-12 00:00:00,2021-12-12 00:00:00,50.440085345
2021-12-12 01:00:00,2021-12-12 01:00:00,30.039800327
2021-12-12 02:00:00,2021-12-12 02:00:00,26.431616464
2021-12-12 03:00:00,2021-12-12 03:00:00,28.375839132
2021-12-12 04:00:00,2021-12-12 04:00:00,27.996138761
2021-12-12 05:00:00,2021-12-12 05:00:00,25.349033998
2021-12-12 06:00:00,2021-12-12 06:00:00,23.972847619
2021-12-12 07:00:00,2021-12-12 07:00:00,21.172589668
2021-12-12 08:00:00,2021-12-12 08:00:00,23.508075587
2021-12-12 09:00:00,2021-12-12 09:00:00,27.482694218
2021-12-12 10:00:00,2021-12-12 10:00:00,23.67276454
2021-12-12 11:00:00,2021-12-12 11:00:00,21.863611997
2021-12-12 12:00:00,2021-12-12 12:00:00,23.698145655
2021-12-12 13:00:00,2021-12-12 13:00:00,26.629253332
2021-12-12 14:00:00,2021-12-12 14:00:00,30.347990572
2021-12-12 15:00:00,2021-12-12 15:00:00,45.767072788
2021-12-12 16:00:00,2021-12-12 16:00:00,30.568782105
2021-12-12 17:00:00,2021-12-12 17:00:00,31.917670919
2021-12-12 18:00:00,2021-12-12 18:00:00,30.329898417
2021-12-12 19:00:00,2021-12-12 19:00:00,35.920193404
2021-12-12 20:00:00,2021-12-12 20:00:00,39.366394524
2021-12-12 21:00:00,2021-12-12 21:00:00,32.663370336
2021-12-12 22:00:00,2021-12-12 22:00:00,33.744654025
2021-12-12 23:00:00,2021-12-12 23:00:00,63.701906801
2021-12-13 00:00:00,2021-12-13 00:00:00,42.930490523
2021-12-13 01:00:00,2021-12-13 01:00:00,105.509665284
2021-12-13 02:00:00,2021-12-13 02:00:00,53.759401949
2021-12-13 03:00:00,2021-12-13 03:00:00,46.181282796
2021-12-13 04:00:00,2021-12-13 04:00:00,42.337456894
2021-12-13 05:00:00,2021-12-13 05:00:00,38.639913296
2021-12-13 06:00:00,2021-12-13 06:00:00,32.3747847
2021-12-13 07:00:00,2021-12-13 07:00:00,29.558861894
2021-12-13 08:00:00,2021-12-13 08:00:00,27.83841044
2021-12-13 09:00:00,2021-12-13 09:00:00,32.334281026
2021-12-13 10:00:00,2021-12-13 10:00:00,28.363161106
2021-12-13 11:00:00,2021-12-13 11:00:00,25.209030063
2021-12-13 12:00:00,2021-12-13 12:00:00,25.748237182
2021-12-13 13:00:00,2021-12-13 13:00:00,29.082172338
2021-12-13 14:00:00,2021-12-13 14:00:00,38.324428445
2021-12-13 15:00:00,2021-12-13 15:00:00,50.459957233
2021-12-13 16:00:00,2021-12-13 16:00:00,56.591171941
2021-12-13 17:00:00,2021-12-13 17:00:00,52.513324171
2021-12-13 18:00:00,2021-12-13 18:00:00,82.25777308
2021-12-13 19:00:00,2021-12-13 19:00:00,66.168162935
2021-12-13 20:00:00,2021-12-13 20:00:00,60.198089498
2021-12-13 21:00:00,2021-12-13 21:00:00,52.158018713
2021-12-13 22:00:00,2021-12-13 22:00:00,44.471167843
2021-12-13 23:00:00,2021-12-13 23:00:00,49.957497779
2021-12-14 00:00:00,2021-12-14 00:00:00,69.438074523
2021-12-14 01:00:00,2021-12-14 01:00:00,42.72778229
2021-12-14 02:00:00,2021-12-14 02:00:00,33.356077989
2021-12-14 03:00:00,2021-12-14 03:00:00,43.931995374
2021-12-14 04:00:00,2021-12-14 04:00:00,44.549439278
2021-12-14 05:00:00,2021-12-14 05:00:00,40.701795681
2021-12-14 06:00:00,2021-12-14 06:00:00,48.144388426
2021-12-14 07:00:00,2021-12-14 07:00:00,36.079789692
2021-12-14 08:00:00,2021-12-14 08:00:00,30.224811967
2021-12-14 09:00:00,2021-12-14 09:00:00,32.648761329
2021-12-14 10:00:00,2021-12-14 10:00:00,27.995797081
2021-12-14 11:00:00,2021-12-14 11:00:00,30.643885858
2021-12-14 12:00:00,2021-12-14 12:00:00,37.690507257
2021-12-14 13:00:00,2021-12-14 13:00:00,39.873334495
2021-12-14 14:00:00,2021-12-14 14:00:00,38.618983228
2021-12-14 15:00:00,2021-12-14 15:00:00,38.574327123
2021-12-14 16:00:00,2021-12-14 16:00:00,72.418568687
2021-12-14 17:00:00,2021-12-14 17:00:00,41.648460575
2021-12-14 18:00:00,2021-12-14 18:00:00,38.476237667
2021-12-14 19:00:00,2021-12-14 19:00:00,32.738454252
2021-12-14 20:00:00,2021-12-14 20:00:00,48.771845006
2021-12-14 21:00:00,2021-12-14 21:00:00,58.308679911
2021-12-14 22:00:00,2021-12-14 22:00:00,58.586033872
2021-12-14 23:00:00,2021-12-14 23:00:00,38.030802642
2021-12-15 00:00:00,2021-12-15 00:00:00,66.18654549
2021-12-15 01:00:00,2021-12-15 01:00:00,52.006232496
2021-12-15 02:00:00,2021-12-15 02:00:00,48.025646772
2021-12-15 03:00:00,2021-12-15 03:00:00,41.65333603
2021-12-15 04:00:00,2021-12-15 04:00:00,41.384528583
2021-12-15 05:00:00,2021-12-15 05:00:00,38.623088647
2021-12-15 06:00:00,2021-12-15 06:00:00,40.496717835
2021-12-15 07:00:00,2021-12-15 07:00:00,28.514661031
2021-12-15 08:00:00,2021-12-15 08:00:00,37.526879269
