start_time,datetime,fees_tips_transaction_mean,fees_tips_transaction_mean_usd,fees_tips_transaction_median,fees_tips_transaction_median_usd
2021-11-05 04:00:00,2021-11-05 04:00:00,0.000865769564931245,3.9245484910207074,0.00025258058359722,1.14495217707996
2021-11-05 05:00:00,2021-11-05 05:00:00,0.000894329279254777,4.063968564406649,0.00024864,1.1298580593224736
2021-11-05 06:00:00,2021-11-05 06:00:00,0.00096848133571907,4.389761948787262,0.000272842255413,1.2366914122759167
2021-11-05 07:00:00,2021-11-05 07:00:00,0.000782437395490488,3.5430217176479952,0.00027839625,1.2606298798428934
2021-11-05 08:00:00,2021-11-05 08:00:00,0.00082509844666263,3.7488975690863615,0.0001965051294,0.8928360062976546
2021-11-05 09:00:00,2021-11-05 09:00:00,0.000925075683600897,4.174684451939709,0.000247854,1.118516310063845
2021-11-05 10:00:00,2021-11-05 10:00:00,0.000904632850003957,4.073798226121266,0.00027953790950313,1.2588322874440347
2021-11-05 11:00:00,2021-11-05 11:00:00,0.000904071839007803,4.047967520269461,0.000258004911255,1.1552129551744947
2021-11-05 12:00:00,2021-11-05 12:00:00,0.001270751846493947,5.7181266420786,0.0003277935,1.4750045420918616
2021-11-05 13:00:00,2021-11-05 13:00:00,0.001564672581978647,7.074725787715457,0.0003217485,1.4547979151205133
2021-11-05 14:00:00,2021-11-05 14:00:00,0.001636387475496062,7.345507736543517,0.00028179,1.264914732039929
2021-11-05 15:00:00,2021-11-05 15:00:00,0.001801018277154522,8.042234881523976,0.000331675,1.4810556273442022
2021-11-05 16:00:00,2021-11-05 16:00:00,0.001586042246749709,7.117410230171221,0.000295607753031,1.3265482996133524
2021-11-05 17:00:00,2021-11-05 17:00:00,0.001414088574145405,6.343898419416517,0.000265429,1.1907702560887554
2021-11-05 18:00:00,2021-11-05 18:00:00,0.001509974572265975,6.801171690317199,0.000248378,1.1187350125787745
2021-11-05 19:00:00,2021-11-05 19:00:00,0.0013897911064391,6.2537977354284555,0.000268347789357,1.2075144168161194
2021-11-05 20:00:00,2021-11-05 20:00:00,0.001171394413498577,5.216667239839891,0.000252836,1.1259753871566172
2021-11-05 21:00:00,2021-11-05 21:00:00,0.001128382890813648,5.0386496720824505,0.000245631,1.0968338563790592
2021-11-05 22:00:00,2021-11-05 22:00:00,0.000988223490207745,4.427045346991924,0.000219295455,0.98240016888299
2021-11-05 23:00:00,2021-11-05 23:00:00,0.001302275371570552,5.8319077342762835,0.0002589465,1.1596257819822862
2021-11-06 00:00:00,2021-11-06 00:00:00,0.000965338522096018,4.3471141836338,0.00025372504425831,1.142575079510507
2021-11-06 01:00:00,2021-11-06 01:00:00,0.001119842204951982,5.041203802143183,0.000248378,1.11812549342379
2021-11-06 02:00:00,2021-11-06 02:00:00,0.001038268689989501,4.6592392011263355,0.000246866,1.1078131852718052
2021-11-06 03:00:00,2021-11-06 03:00:00,0.000925538160456132,4.1604905949438615,0.000223770415331145,1.005895540766346
2021-11-06 04:00:00,2021-11-06 04:00:00,0.000755196635005225,3.3976778547435256,0.000192380737616036,0.8655332155614119
2021-11-06 05:00:00,2021-11-06 05:00:00,0.000706440408291344,3.186805908413527,0.000129763558869,0.5853731910674492
2021-11-06 06:00:00,2021-11-06 06:00:00,0.000912719926567056,4.101022644046938,0.000218526,0.9818785020764644
2021-11-06 07:00:00,2021-11-06 07:00:00,0.000685151944983183,3.0662204532249717,0.00017727,0.7933260698202234
2021-11-06 08:00:00,2021-11-06 08:00:00,0.000850619273483314,3.805856974558464,0.000211717789983672,0.9472717733608568
2021-11-06 09:00:00,2021-11-06 09:00:00,0.000735352858415756,3.2837155544715606,0.000215115,0.9605952617386528
2021-11-06 10:00:00,2021-11-06 10:00:00,0.000734201429186215,3.225494005230331,0.000210911474128744,0.92657637045271
2021-11-06 11:00:00,2021-11-06 11:00:00,0.000923901006122929,4.0401584113053985,0.000237555,1.038812410677204
2021-11-06 12:00:00,2021-11-06 12:00:00,0.001401552827074301,6.119693833579264,0.000243711,1.0641316367566147
2021-11-06 13:00:00,2021-11-06 13:00:00,0.007135849343807168,31.29651680055816,0.000483622217127,2.1210776901524437
2021-11-06 14:00:00,2021-11-06 14:00:00,0.00269447693126274,11.859304953858722,0.00053185266,2.3408635688356165
2021-11-06 15:00:00,2021-11-06 15:00:00,0.001462456271869349,6.437536667578745,0.000310809,1.3681395967866794
2021-11-06 16:00:00,2021-11-06 16:00:00,0.001009828668237158,4.455530515609599,0.000251736,1.110700720980212
2021-11-06 17:00:00,2021-11-06 17:00:00,0.001160481041362207,5.129991853307285,0.000261740724777,1.1570441376695135
2021-11-06 18:00:00,2021-11-06 18:00:00,0.001502521840255768,6.677375809239404,0.000254592237753,1.131436498322463
2021-11-06 19:00:00,2021-11-06 19:00:00,0.001210980760616465,5.446819726343258,0.000241815,1.087649577071065
2021-11-06 20:00:00,2021-11-06 20:00:00,0.001035814760770213,4.647128779920655,0.0002321205,1.0413964898100847
2021-11-06 21:00:00,2021-11-06 21:00:00,0.000864500241431696,3.902234037331167,0.000206325,0.931322397804057
2021-11-06 22:00:00,2021-11-06 22:00:00,0.000840114333118552,3.784758474727232,0.00021927428196348,0.9878419689262689
2021-11-06 23:00:00,2021-11-06 23:00:00,0.001126545399698901,5.0943702768395775,0.000236960205,1.071561807867183
2021-11-07 00:00:00,2021-11-07 00:00:00,0.000853201511927431,3.881015332108298,0.00020046696999,0.9118776434829596
2021-11-07 01:00:00,2021-11-07 01:00:00,0.000832786623729509,3.794473074785588,0.000217245,0.9898457535738944
2021-11-07 02:00:00,2021-11-07 02:00:00,0.000793744920101753,3.610527816124689,0.000209779843518,0.9542309388095706
2021-11-07 03:00:00,2021-11-07 03:00:00,0.00084893709764048,3.865910523165458,0.000212986511989036,0.9699031886805588
2021-11-07 04:00:00,2021-11-07 04:00:00,0.00081131589284329,3.694165288245217,0.000177854082358257,0.8098231320454196
2021-11-07 05:00:00,2021-11-07 05:00:00,0.0007229555381653,3.2881225950005644,0.000157963675502526,0.7184451922552866
2021-11-07 06:00:00,2021-11-07 06:00:00,0.000779977351817567,3.5498907787007714,0.000223509205266078,1.0172516738849733
2021-11-07 07:00:00,2021-11-07 07:00:00,0.000690858233092661,3.139947967887925,0.000205997574972,0.9362581727189428
2021-11-07 08:00:00,2021-11-07 08:00:00,0.000701443410008569,3.1900369191619298,0.000199044048147,0.9052160916596508
2021-11-07 09:00:00,2021-11-07 09:00:00,0.000843798299342855,3.8698861708393246,0.000203069684741578,0.9313322452891336
2021-11-07 10:00:00,2021-11-07 10:00:00,0.000822497681915812,3.7803423969052554,0.00022271475,1.0236357260971982
2021-11-07 11:00:00,2021-11-07 11:00:00,0.00083715543756336,3.847226291144583,0.000206404,0.9485489310189256
2021-11-07 12:00:00,2021-11-07 12:00:00,0.000830384433184084,3.8170596227491735,0.000230513041108326,1.0596080400469816
2021-11-07 13:00:00,2021-11-07 13:00:00,0.000966988659466144,4.456527411085255,0.00022548355641,1.039178319262736
2021-11-07 14:00:00,2021-11-07 14:00:00,0.001119878658860734,5.153027399434974,0.000242146236266668,1.1142155270836065
2021-11-07 15:00:00,2021-11-07 15:00:00,0.000907400785136044,4.181062314749692,0.0002194305,1.011077584773228
2021-11-07 16:00:00,2021-11-07 16:00:00,0.00135388388963216,6.222130327977178,0.000245652,1.1289585251978485
2021-11-07 17:00:00,2021-11-07 17:00:00,0.001046669296615747,4.828952974341015,0.000265261185438,1.2238190176589363
2021-11-07 18:00:00,2021-11-07 18:00:00,0.001154297058459695,5.327060935506129,0.00024809339837372,1.144946737191872
2021-11-07 19:00:00,2021-11-07 19:00:00,0.001127724813093277,5.195766357289054,0.0002412855,1.11167464690517
2021-11-07 20:00:00,2021-11-07 20:00:00,0.000895303759061241,4.143392345221241,0.000244545,1.131734197256755
2021-11-07 21:00:00,2021-11-07 21:00:00,0.000905911519880819,4.19402253040213,0.0002117415,0.9802818510774354
2021-11-07 22:00:00,2021-11-07 22:00:00,0.001208523573212295,5.55998189298734,0.0002437785,1.121537118466714
2021-11-07 23:00:00,2021-11-07 23:00:00,0.001095690186009764,5.057622313676095,0.000232628154582,1.073793815465214
2021-11-08 00:00:00,2021-11-08 00:00:00,0.001320704814387964,6.197359932623837,0.0002645595,1.2414359569475788
2021-11-08 01:00:00,2021-11-08 01:00:00,0.001399326069035655,6.56443473499058,0.000264825,1.242331195824799
2021-11-08 02:00:00,2021-11-08 02:00:00,0.001260076661884436,5.927247468404339,0.000266605232438385,1.254078610320849
2021-11-08 03:00:00,2021-11-08 03:00:00,0.000929387240369145,4.3903062904393115,0.000282496720456838,1.3344783261254092
2021-11-08 04:00:00,2021-11-08 04:00:00,0.000846001539368862,3.992722081615342,0.000210307366105696,0.9925500433521794
2021-11-08 05:00:00,2021-11-08 05:00:00,0.000780558963949287,3.686835526243186,0.000161051671536,0.7606997697849132
2021-11-08 06:00:00,2021-11-08 06:00:00,0.000798475268139354,3.785161014017389,0.000231,1.09505231924781
2021-11-08 07:00:00,2021-11-08 07:00:00,0.001082330767078765,5.115991489838095,0.000304308,1.438411607286734
2021-11-08 08:00:00,2021-11-08 08:00:00,0.00095499456993496,4.528895218465527,0.000269082,1.276074463185835
2021-11-08 09:00:00,2021-11-08 09:00:00,0.001018766986049234,4.811939266666832,0.000288345986955946,1.3619437967850112
2021-11-08 10:00:00,2021-11-08 10:00:00,0.000869331442178537,4.114339527034548,0.00028583475,1.3527880772124603
2021-11-08 11:00:00,2021-11-08 11:00:00,0.000961475020791065,4.550678723829606,0.000256586715579231,1.2144295817930169
2021-11-08 12:00:00,2021-11-08 12:00:00,0.000856477364799947,4.059526349336694,0.000303142779225709,1.436834352493791
2021-11-08 13:00:00,2021-11-08 13:00:00,0.001042247841334176,4.917680730297789,0.000259330816,1.2236112237786825
2021-11-08 14:00:00,2021-11-08 14:00:00,0.001405257966659134,6.6259733780480845,0.00029195822229,1.376620844210469
2021-11-08 15:00:00,2021-11-08 15:00:00,0.001108172174814386,5.283453984215354,0.00029067025,1.3858341919770754
2021-11-08 16:00:00,2021-11-08 16:00:00,0.001336756976229053,6.378988203724133,0.000304563189588,1.453371875530463
2021-11-08 17:00:00,2021-11-08 17:00:00,0.001384942664752861,6.626603031036855,0.000271588230039,1.2994815122483965
2021-11-08 18:00:00,2021-11-08 18:00:00,0.001401616680469564,6.697560126911785,0.000300065759606766,1.4338502780378477
2021-11-08 19:00:00,2021-11-08 19:00:00,0.007328234601133367,34.84183028652337,0.000349656963718117,1.6624315747865834
2021-11-08 20:00:00,2021-11-08 20:00:00,0.001505520719906941,7.166421891521591,0.00026664759513,1.26926792689996
2021-11-08 21:00:00,2021-11-08 21:00:00,0.001228070128664152,5.861614366626676,0.0002755815,1.315358497754235
2021-11-08 22:00:00,2021-11-08 22:00:00,0.000990949311828492,4.738484835781623,0.000223077309627009,1.066702843684392
2021-11-08 23:00:00,2021-11-08 23:00:00,0.001514012456798223,7.283583950611011,0.000219868,1.057737027765003
2021-11-09 00:00:00,2021-11-09 00:00:00,0.00227801697174132,10.913164551096472,0.000249642,1.1959455344980603
2021-11-09 01:00:00,2021-11-09 01:00:00,0.001957361428825747,9.38839552972625,0.000249624,1.1973102214026614
2021-11-09 02:00:00,2021-11-09 02:00:00,0.001602879438249735,7.676902717756625,0.000255546,1.2239234811409303
2021-11-09 03:00:00,2021-11-09 03:00:00,0.001267586439648196,6.101508666523522,0.0002663017676025,1.281839638003814
2021-11-09 04:00:00,2021-11-09 04:00:00,0.001284619082804905,6.176451592669203,0.00026766864,1.2869514550771135
2021-11-09 05:00:00,2021-11-09 05:00:00,0.000840572352053406,4.058145355364402,0.000117910273299,0.5692514472658775
2021-11-09 06:00:00,2021-11-09 06:00:00,0.0011073351490653,5.331321959756629,0.000246489,1.1867339528124723
2021-11-09 07:00:00,2021-11-09 07:00:00,0.000996630856799406,4.770383632970288,0.000237282,1.1357526826266842
2021-11-09 08:00:00,2021-11-09 08:00:00,0.00091945634909431,4.424228483071881,0.000248378,1.1951421329037049
2021-11-09 09:00:00,2021-11-09 09:00:00,0.000985860731472499,4.749308506135332,0.000280035,1.3490471473887964
2021-11-09 10:00:00,2021-11-09 10:00:00,0.001231014101727676,5.913707017692175,0.0002954249,1.4192008863904078
2021-11-09 11:00:00,2021-11-09 11:00:00,0.001305994387333641,6.239132127329411,0.000304104,1.45279723622937
2021-11-09 12:00:00,2021-11-09 12:00:00,0.001505507343349894,7.203831152352183,0.000273975,1.310966465015103
2021-11-09 13:00:00,2021-11-09 13:00:00,0.001899960135833246,9.144921570847847,0.000255456,1.2295653159996316
2021-11-09 14:00:00,2021-11-09 14:00:00,0.001543401939631858,7.409863097318657,0.000301282,1.4464530051185889
2021-11-09 15:00:00,2021-11-09 15:00:00,0.001702954624192426,8.160071044654083,0.00030381058824,1.4557733652663785
2021-11-09 16:00:00,2021-11-09 16:00:00,0.001548581806790252,7.394820773091608,0.000257024,1.22734647020203
2021-11-09 17:00:00,2021-11-09 17:00:00,0.00152178117760284,7.270876760977717,0.000269746286764122,1.288813422494013
2021-11-09 18:00:00,2021-11-09 18:00:00,0.001379237937803145,6.545413115410487,0.000278689639969848,1.322570076264843
2021-11-09 19:00:00,2021-11-09 19:00:00,0.001280358506202986,6.084530761160117,0.000261789,1.2440759488193032
2021-11-09 20:00:00,2021-11-09 20:00:00,0.001215686737896464,5.807377393300302,0.000274776384195612,1.3126162456551351
2021-11-09 21:00:00,2021-11-09 21:00:00,0.001258691592860003,6.040732948149575,0.000246945,1.1851424180019237
2021-11-09 22:00:00,2021-11-09 22:00:00,0.001286592781637663,6.121089464565413,0.0002502,1.190350673415774
2021-11-09 23:00:00,2021-11-09 23:00:00,0.001243046061470482,5.882803209956819,0.000253704,1.2006720843580954
2021-11-10 00:00:00,2021-11-10 00:00:00,0.001398933421675995,6.605307289996146,0.0002612665,1.233615188787358
2021-11-10 01:00:00,2021-11-10 01:00:00,0.001158234553423733,5.4802061739347785,0.00021,0.9936185145957
2021-11-10 02:00:00,2021-11-10 02:00:00,0.001536852421410705,7.282296425762491,0.000248706,1.1784806332954192
2021-11-10 03:00:00,2021-11-10 03:00:00,0.00125858739061491,5.904808856872498,0.00023636,1.1089103798572963
2021-11-10 04:00:00,2021-11-10 04:00:00,0.00127266726016546,5.998972901694487,0.000174111915364534,0.8207115047480402
2021-11-10 05:00:00,2021-11-10 05:00:00,0.001074672065671085,5.052662285916185,0.000143784828922733,0.6760166245980688
2021-11-10 06:00:00,2021-11-10 06:00:00,0.001133005140899159,5.3703099564030365,0.00024661515,1.1689265543788947
2021-11-10 07:00:00,2021-11-10 07:00:00,0.001432992159666506,6.756053499316341,0.000251214833604,1.1843894917369704
2021-11-10 08:00:00,2021-11-10 08:00:00,0.000891614661012205,4.198556368877216,0.000241091317194,1.1352835810671007
2021-11-10 09:00:00,2021-11-10 09:00:00,0.000883461332261573,4.158546625809806,0.000253872546249,1.19500512590283
2021-11-10 10:00:00,2021-11-10 10:00:00,0.000812906091811482,3.853988392396651,0.000219350155903229,1.0399392540380754
2021-11-10 11:00:00,2021-11-10 11:00:00,0.000849589763129596,4.019027587364082,0.000223514643964574,1.0573473919511591
2021-11-10 12:00:00,2021-11-10 12:00:00,0.001093781980939276,5.151275398631467,0.000257871,1.2144692100154852
2021-11-10 13:00:00,2021-11-10 13:00:00,0.001334754376271531,6.397299596077764,0.000266119748349,1.2754764388763038
2021-11-10 14:00:00,2021-11-10 14:00:00,0.001127314861778513,5.462212923183288,0.000245631,1.1901633412494126
2021-11-10 15:00:00,2021-11-10 15:00:00,0.001375982096243236,6.669232569890315,0.000300488318693778,1.4564335447209664
2021-11-10 16:00:00,2021-11-10 16:00:00,0.001739633915984042,8.431784666052476,0.000301278063995293,1.460256515392512
2021-11-10 17:00:00,2021-11-10 17:00:00,0.001520654383843189,7.358838309259746,0.000278978867874,1.350050611235279
2021-11-10 18:00:00,2021-11-10 18:00:00,0.001241148810620129,5.935716360889706,0.00025706375,1.2293912652619634
2021-11-10 19:00:00,2021-11-10 19:00:00,0.001767712461159349,8.318220238250518,0.000271844113514258,1.27920080690076
2021-11-10 20:00:00,2021-11-10 20:00:00,0.001561597393748675,7.244774149678919,0.000280983,1.3035743931491557
2021-11-10 21:00:00,2021-11-10 21:00:00,0.002784181084752057,12.679561636133707,0.00032693375,1.4889033823123228
2021-11-10 22:00:00,2021-11-10 22:00:00,0.00231656436444027,10.753149809009898,0.000315,1.4621834997693
2021-11-10 23:00:00,2021-11-10 23:00:00,0.002485651477174489,11.509010327055863,0.000289891,1.3422471104086906
2021-11-11 00:00:00,2021-11-11 00:00:00,0.001878755360041121,8.692982829049905,0.000230591109,1.066942824862893
2021-11-11 01:00:00,2021-11-11 01:00:00,0.001262888137944864,5.830441370668062,0.000211656920193344,0.9771675153206152
2021-11-11 02:00:00,2021-11-11 02:00:00,0.001326242643322613,6.1220409965208225,0.000220566053507206,1.0181503579382734
2021-11-11 03:00:00,2021-11-11 03:00:00,0.001099711292857638,5.100724480713922,0.000239590846236,1.1112797537754608
2021-11-11 04:00:00,2021-11-11 04:00:00,0.000997423241804419,4.622184242370196,0.000163989,0.7599455676917912
2021-11-11 05:00:00,2021-11-11 05:00:00,0.000998854344399679,4.650829626032992,0.00015552,0.7241266231618176
2021-11-11 06:00:00,2021-11-11 06:00:00,0.001237767285425629,5.778757113514961,0.000239987239552372,1.1204270657704447
2021-11-11 07:00:00,2021-11-11 07:00:00,0.001312677953101294,6.158724987338402,0.000275585982882,1.2929738592209108
2021-11-11 08:00:00,2021-11-11 08:00:00,0.001405924670783503,6.631926736942439,0.0002623815,1.2376871402073986
2021-11-11 09:00:00,2021-11-11 09:00:00,0.001388848450873436,6.566095740772161,0.000322763,1.52593521506687
2021-11-11 10:00:00,2021-11-11 10:00:00,0.001146331559503287,5.396626387475791,0.0002598265065,1.2231946067603046
2021-11-11 11:00:00,2021-11-11 11:00:00,0.001527680609171075,7.213588403795425,0.00030753675,1.4521644905505926
2021-11-11 12:00:00,2021-11-11 12:00:00,0.001431991524549148,6.75445155284404,0.0003362295,1.585935272278932
2021-11-11 13:00:00,2021-11-11 13:00:00,0.001172911369378328,5.517420552584835,0.000231294978579,1.0880205460007053
2021-11-11 14:00:00,2021-11-11 14:00:00,0.001184679192382489,5.611621925822566,0.00025248659809878,1.1959856634419668
2021-11-11 15:00:00,2021-11-11 15:00:00,0.00132127722321785,6.238542638936596,0.000252836,1.1937904770784855
2021-11-11 16:00:00,2021-11-11 16:00:00,0.001612545080464388,7.690721562807549,0.000279754,1.334232540935886
2021-11-11 17:00:00,2021-11-11 17:00:00,0.001731627217378056,8.232873119669756,0.00025167329,1.1965590765645056
2021-11-11 18:00:00,2021-11-11 18:00:00,0.001818561126977279,8.601971179730784,0.000262251,1.240472761894554
2021-11-11 19:00:00,2021-11-11 19:00:00,0.001804704113789278,8.591254048848638,0.0002577225,1.226882265456466
2021-11-11 20:00:00,2021-11-11 20:00:00,0.001993130770656921,9.433993139863626,0.000249084,1.178977707757377
2021-11-11 21:00:00,2021-11-11 21:00:00,0.001907273182924819,9.05187883681711,0.00023636,1.1217596414736708
2021-11-11 22:00:00,2021-11-11 22:00:00,0.001217488768839384,5.785598649273885,0.000209254475338568,0.994393082596926
2021-11-11 23:00:00,2021-11-11 23:00:00,0.001301065630243279,6.142546477135555,0.000233369928535073,1.101778111012316
2021-11-12 00:00:00,2021-11-12 00:00:00,0.001215033491531525,5.743582419573414,0.00024084,1.1384742886275996
2021-11-12 01:00:00,2021-11-12 01:00:00,0.001293350358727414,6.18946320448318,0.0002537055,1.2141341643652517
2021-11-12 02:00:00,2021-11-12 02:00:00,0.001327991018603905,6.358146151260238,0.0002841525,1.3604633607728094
2021-11-12 03:00:00,2021-11-12 03:00:00,0.001299487521575777,6.205327068328794,0.000290026023020964,1.3849354466977783
2021-11-12 04:00:00,2021-11-12 04:00:00,0.001269900932840844,6.073478313155819,0.000271139893098063,1.2967643522227887
2021-11-12 05:00:00,2021-11-12 05:00:00,0.001065231807146895,5.049874789613211,0.000109307652448462,0.5181876420773942
2021-11-12 06:00:00,2021-11-12 06:00:00,0.001104520372552869,5.214142333322936,0.000241297366836,1.1390996912360871
2021-11-12 07:00:00,2021-11-12 07:00:00,0.000891422176737339,4.199068959971241,0.000246935974773,1.163198778119554
2021-11-12 08:00:00,2021-11-12 08:00:00,0.000940286208781457,4.450335298513299,0.000263655,1.2478680875795305
2021-11-12 09:00:00,2021-11-12 09:00:00,0.001195558245283233,5.52018965148046,0.000258082327425863,1.1916302687107716
2021-11-12 10:00:00,2021-11-12 10:00:00,0.001126982429785801,5.199436293755549,0.000267038474367,1.2320063727318138
2021-11-12 11:00:00,2021-11-12 11:00:00,0.001040492643985465,4.787342679527334,0.0002547036429425,1.1719002796782436
2021-11-12 12:00:00,2021-11-12 12:00:00,0.001125148993573696,5.173000220615753,0.000274291979388,1.2610885118250064
2021-11-12 13:00:00,2021-11-12 13:00:00,0.001143745017463827,5.267757067890732,0.000248562,1.1448043159239087
2021-11-12 14:00:00,2021-11-12 14:00:00,0.001064248206351236,4.880746038739737,0.0002531805,1.161110458149386
2021-11-12 15:00:00,2021-11-12 15:00:00,0.001246510823798086,5.698812990058816,0.0002511585,1.1482494135129429
2021-11-12 16:00:00,2021-11-12 16:00:00,0.00131991550491567,6.034893643859974,0.000238337,1.0897200927180188
2021-11-12 17:00:00,2021-11-12 17:00:00,0.001231230008579162,5.686271437987572,0.000248378,1.1471006370729393
2021-11-12 18:00:00,2021-11-12 18:00:00,0.001192888437051582,5.537103011549936,0.000238351285389,1.1063696982395692
2021-11-12 19:00:00,2021-11-12 19:00:00,0.001633112851724175,7.603058170911081,0.00021800286775185,1.0149258718972427
2021-11-12 20:00:00,2021-11-12 20:00:00,0.001530228863968159,7.148566391959748,0.000233841160854,1.09240460881317
2021-11-12 21:00:00,2021-11-12 21:00:00,0.001486273263137083,6.919812985428769,0.000231,1.07549320793145
2021-11-12 22:00:00,2021-11-12 22:00:00,0.001291778214891746,5.999091734688518,0.000216288,1.0044538127011584
2021-11-12 23:00:00,2021-11-12 23:00:00,0.001176566469906827,5.490598006749803,0.000212227871734827,0.9903885240043184
2021-11-13 00:00:00,2021-11-13 00:00:00,0.001320647434904136,6.1921448484654995,0.000221062060303733,1.0364979037726971
2021-11-13 01:00:00,2021-11-13 01:00:00,0.001222963008408678,5.663597778907515,0.000191103877566,0.8850108213262712
2021-11-13 02:00:00,2021-11-13 02:00:00,0.001567516780117365,7.259337754572881,0.00032097,1.4864463772507752
2021-11-13 03:00:00,2021-11-13 03:00:00,0.001651348197314798,7.662541910044021,0.0002079097629,0.9647373426870725
2021-11-13 04:00:00,2021-11-13 04:00:00,0.000913080966366171,4.220894754219979,0.0001518147,0.7017930440426061
2021-11-13 05:00:00,2021-11-13 05:00:00,0.000826190522787942,3.8165366288226714,0.000153332168083462,0.7083085798328983
2021-11-13 06:00:00,2021-11-13 06:00:00,0.001295819602363734,6.023543890265606,0.000245631,1.141801765161536
2021-11-13 07:00:00,2021-11-13 07:00:00,0.001214914104522271,5.644349742680759,0.000199868,0.9285635010499114
2021-11-13 08:00:00,2021-11-13 08:00:00,0.000957188324737503,4.427436456339781,0.000200352840926655,0.9267240825290878
2021-11-13 09:00:00,2021-11-13 09:00:00,0.000750894657626098,3.449171310174281,0.000211689,0.9723755763395736
2021-11-13 10:00:00,2021-11-13 10:00:00,0.000787881075270123,3.63636981843929,0.000205364162808,0.9478334571851872
2021-11-13 11:00:00,2021-11-13 11:00:00,0.000789604991389544,3.639881627234656,0.000174437810841,0.8041147025398582
2021-11-13 12:00:00,2021-11-13 12:00:00,0.00091062772803947,4.193094392151492,0.0002280675,1.0501641075007548
2021-11-13 13:00:00,2021-11-13 13:00:00,0.000880474754501805,4.064834248994908,0.0001813455,0.8372067404910416
2021-11-13 14:00:00,2021-11-13 14:00:00,0.001508940790377231,7.051808282837156,0.000209889,0.9808847359122604
2021-11-13 15:00:00,2021-11-13 15:00:00,0.001194606179635025,5.59129210218178,0.000219171,1.0258184682266425
2021-11-13 16:00:00,2021-11-13 16:00:00,0.001198112665884089,5.600712185557751,0.0002191845,1.024602556162398
2021-11-13 17:00:00,2021-11-13 17:00:00,0.001173591075356942,5.499719055227816,0.000209448683629063,0.9815249456432596
2021-11-13 18:00:00,2021-11-13 18:00:00,0.000980397166434932,4.562638862200713,0.000200172047544,0.9315742583912896
2021-11-13 19:00:00,2021-11-13 19:00:00,0.00098168659301574,4.560046567907933,0.000195525,0.908236000708938
2021-11-13 20:00:00,2021-11-13 20:00:00,0.001040291433954882,4.849279652833959,0.0001979385,0.9226829225281344
2021-11-13 21:00:00,2021-11-13 21:00:00,0.001365544935315674,6.359761944697879,0.0002030185,0.9455194750300696
2021-11-13 22:00:00,2021-11-13 22:00:00,0.0008887726046889,4.123668189391769,0.000191307,0.8876135314545472
2021-11-13 23:00:00,2021-11-13 23:00:00,0.000987691956133137,4.587457336530574,0.000238469263431,1.1075999609701397
2021-11-14 00:00:00,2021-11-14 00:00:00,0.000923399886026111,4.317941365633772,0.000195566,0.9144927716480749
2021-11-14 01:00:00,2021-11-14 01:00:00,0.001028720847502951,4.796118185615053,0.000192252,0.8963202365919007
2021-11-14 02:00:00,2021-11-14 02:00:00,0.000870590692174408,4.036122276747273,0.0001853145,0.8591316084326374
2021-11-14 03:00:00,2021-11-14 03:00:00,0.000805366150676012,3.7282344406179497,0.00018576825846,0.859966139106841
2021-11-14 04:00:00,2021-11-14 04:00:00,0.000949982198337157,4.402100900398971,0.0002231925,1.0342466489709885
2021-11-14 05:00:00,2021-11-14 05:00:00,0.000969259966011393,4.500089132808903,0.000177288,0.8231143657573157
2021-11-14 06:00:00,2021-11-14 06:00:00,0.000769670201781997,3.5706956847062865,0.000136220355671943,0.6319608515969696
2021-11-14 07:00:00,2021-11-14 07:00:00,0.001182509317986924,5.440041515791833,0.000249390157188,1.147299888547325
2021-11-14 08:00:00,2021-11-14 08:00:00,0.000686725849520399,3.148028768455535,0.000180132657138,0.8257484223213538
2021-11-14 09:00:00,2021-11-14 09:00:00,0.000797458962342928,3.661136330373104,0.00021315,0.978572247186618
2021-11-14 10:00:00,2021-11-14 10:00:00,0.000815333676997492,3.756276036580455,0.000203369,0.9369294104181596
2021-11-14 11:00:00,2021-11-14 11:00:00,0.000772645201293653,3.56424721857178,0.000191307,0.8825078334812059
2021-11-14 12:00:00,2021-11-14 12:00:00,0.001119326973051643,5.171091538528839,0.000191379,0.8841369424467995
2021-11-14 13:00:00,2021-11-14 13:00:00,0.000761064083185342,3.5112328209843944,0.000191361,0.8828599834118874
2021-11-14 14:00:00,2021-11-14 14:00:00,0.000866186301559846,3.9795118805015703,0.00021,0.9648010981014
2021-11-14 15:00:00,2021-11-14 15:00:00,0.000842226998374951,3.8609465979726663,0.00021724065,0.995877061857694
2021-11-14 16:00:00,2021-11-14 16:00:00,0.001001101657613093,4.543226676849518,0.000218745,0.9927144879541656
2021-11-14 17:00:00,2021-11-14 17:00:00,0.001231580239482698,5.611939974197025,0.000242615916289514,1.105527610262287
2021-11-14 18:00:00,2021-11-14 18:00:00,0.000935890180794112,4.257462139198829,0.0002255865,1.0262165396899945
2021-11-14 19:00:00,2021-11-14 19:00:00,0.001215244604985806,5.524092674207323,0.00021,0.9545892710193
2021-11-14 20:00:00,2021-11-14 20:00:00,0.000883086655322554,4.021139031075136,0.000206553562405113,0.94054256939421
2021-11-14 21:00:00,2021-11-14 21:00:00,0.001025424659839614,4.691099439654739,0.000182637,0.8355253797916553
2021-11-14 22:00:00,2021-11-14 22:00:00,0.002490529546583604,11.391178599278524,0.000215078,0.9837232865341488
