start_time,date,netflow_total
2022-09-11,2022-09-11,1554.2929352499996
2022-09-12,2022-09-12,5556.610038319999
2022-09-13,2022-09-13,877.0636662600009
2022-09-14,2022-09-14,-957.4709000499988
2022-09-15,2022-09-15,-602.4743416900001
2022-09-16,2022-09-16,856.5216426499992
2022-09-17,2022-09-17,2290.55592505
2022-09-18,2022-09-18,2482.89851156
2022-09-19,2022-09-19,-4428.892719740001
2022-09-20,2022-09-20,-1555.325544020001
2022-09-21,2022-09-21,1645.5817353699986
2022-09-22,2022-09-22,3803.28519602
2022-09-23,2022-09-23,4843.16240134
2022-09-24,2022-09-24,1631.4225929600002
2022-09-25,2022-09-25,1360.5611813
2022-09-26,2022-09-26,-616.1806666400007
2022-09-27,2022-09-27,6368.967888780002
2022-09-28,2022-09-28,6474.78731492
2022-09-29,2022-09-29,5502.742505849999
2022-09-30,2022-09-30,-1326.6316068799988
2022-10-01,2022-10-01,-6098.125158
2022-10-02,2022-10-02,-1502.84501047
2022-10-03,2022-10-03,-1144.948877050001
2022-10-04,2022-10-04,-5466.485756900001
2022-10-05,2022-10-05,-1202.0918780600005
2022-10-06,2022-10-06,-6077.648193679999
2022-10-07,2022-10-07,2227.0392662699996
2022-10-08,2022-10-08,886.61550782
2022-10-09,2022-10-09,365.7569139099997
2022-10-10,2022-10-10,1315.4826122599998
2022-10-11,2022-10-11,3333.76877812
2022-10-12,2022-10-12,153.56421303000025
2022-10-13,2022-10-13,-1082.14888495
2022-10-14,2022-10-14,3610.896574589998
2022-10-15,2022-10-15,17.049405720000323
2022-10-16,2022-10-16,-927.33706957
2022-10-17,2022-10-17,-1437.3996456599998
2022-10-18,2022-10-18,-23.82937037999909
2022-10-19,2022-10-19,3126.3617148599997
2022-10-20,2022-10-20,-1175.5527894999996
2022-10-21,2022-10-21,-2521.331339180001
2022-10-22,2022-10-22,406.01002399000026
2022-10-23,2022-10-23,-1919.2572460000008
2022-10-24,2022-10-24,-1192.3363412300005
2022-10-25,2022-10-25,-5568.18130706
2022-10-26,2022-10-26,-3692.2595476399983
2022-10-27,2022-10-27,-1352.78523872
2022-10-28,2022-10-28,-1751.3735448400002
2022-10-29,2022-10-29,-1452.80507045
2022-10-30,2022-10-30,-132.74610486999973
2022-10-31,2022-10-31,4830.796213590002
2022-11-01,2022-11-01,-857.5489378700004
2022-11-02,2022-11-02,2341.8906306999997
2022-11-03,2022-11-03,3199.08163678
2022-11-04,2022-11-04,-2195.6826741999994
2022-11-05,2022-11-05,2176.00252868
2022-11-06,2022-11-06,2591.0696852799992
2022-11-07,2022-11-07,12635.8093698
2022-11-08,2022-11-08,6749.811309290002
2022-11-09,2022-11-09,-13171.04263096
2022-11-10,2022-11-10,-16079.554473110002
2022-11-11,2022-11-11,-10222.1712095
2022-11-12,2022-11-12,-4589.444867839997
2022-11-13,2022-11-13,-6103.504454079999
2022-11-14,2022-11-14,-4122.9857804700005
2022-11-15,2022-11-15,-6051.075132760001
2022-11-16,2022-11-16,1694.068388399999
2022-11-17,2022-11-17,-6359.725901919999
2022-11-18,2022-11-18,49995.69065820001
2022-11-19,2022-11-19,548.0845794500001
2022-11-20,2022-11-20,-3327.1122341600003
2022-11-21,2022-11-21,2456.8896664599997
2022-11-22,2022-11-22,6513.29254812
2022-11-23,2022-11-23,3520.3007123200005
2022-11-24,2022-11-24,-280.0447688000004
2022-11-25,2022-11-25,1816.3802318
2022-11-26,2022-11-26,1236.2214657600016
2022-11-27,2022-11-27,1777.155997400001
2022-11-28,2022-11-28,-2997.7136960400003
2022-11-29,2022-11-29,3141.01679899
2022-11-30,2022-11-30,415.30474669999967
2022-12-01,2022-12-01,2990.150148910001
2022-12-02,2022-12-02,-2197.2918817299997
2022-12-03,2022-12-03,-597.71453122
2022-12-04,2022-12-04,-2220.4358096199994
2022-12-05,2022-12-05,1426.0283682099998
2022-12-06,2022-12-06,-1751.3564653699996
2022-12-07,2022-12-07,206.47042218000024
2022-12-08,2022-12-08,-1847.67057697
2022-12-09,2022-12-09,-4280.370308610001
2022-12-10,2022-12-10,-1175.8992590899998
2022-12-11,2022-12-11,-1683.66506312
2022-12-12,2022-12-12,-9370.75586216
2022-12-13,2022-12-13,-40316.356776789995
2022-12-14,2022-12-14,-6273.875743870001
2022-12-15,2022-12-15,-3397.49464642
2022-12-16,2022-12-16,-9188.819780420004
2022-12-17,2022-12-17,-10317.06150838
2022-12-18,2022-12-18,460.7401083599998
2022-12-19,2022-12-19,1020.40998572
2022-12-20,2022-12-20,-177.16252515999986
2022-12-21,2022-12-21,625.1465143899986
2022-12-22,2022-12-22,1443.4347066299997
2022-12-23,2022-12-23,3080.739871220001
2022-12-24,2022-12-24,-1939.4411915
2022-12-25,2022-12-25,-575.7289716199998
2022-12-26,2022-12-26,-418.3025616300001
2022-12-27,2022-12-27,4324.61518821
2022-12-28,2022-12-28,3430.12593284
2022-12-29,2022-12-29,3423.0252596300015
2022-12-30,2022-12-30,998.7461176199996
2022-12-31,2022-12-31,5616.48479964
2023-01-01,2023-01-01,373.85524193999936
2023-01-02,2023-01-02,84.05269301999942
2023-01-03,2023-01-03,-2644.0384436799995
2023-01-04,2023-01-04,15698.47381773
2023-01-05,2023-01-05,-2273.66894752
2023-01-06,2023-01-06,-1605.7728483599983
2023-01-07,2023-01-07,1781.7027542300002
2023-01-08,2023-01-08,-33.90054595000038
2023-01-09,2023-01-09,-2739.3012155399992
2023-01-10,2023-01-10,-1741.665166860001
2023-01-11,2023-01-11,-2644.39085342
2023-01-12,2023-01-12,3884.207040699999
2023-01-13,2023-01-13,-3820.97665389
2023-01-14,2023-01-14,3977.6473997899993
2023-01-15,2023-01-15,2619.9224565799996
2023-01-16,2023-01-16,-1344.0837681799983
2023-01-17,2023-01-17,133.32337677000032
2023-01-18,2023-01-18,2011.5594758200004
2023-01-19,2023-01-19,9488.33322331
2023-01-20,2023-01-20,-12807.06088812
2023-01-21,2023-01-21,3325.7569456499987
2023-01-22,2023-01-22,740.1707491199995
2023-01-23,2023-01-23,1978.4248593600005
2023-01-24,2023-01-24,-3051.981014069999
2023-01-25,2023-01-25,-30.618918699999995
2023-01-26,2023-01-26,293.34026583000013
2023-01-27,2023-01-27,-834.6282711900003
2023-01-28,2023-01-28,468.7224048299995
2023-01-29,2023-01-29,1295.2369695199995
2023-01-30,2023-01-30,6307.644612079999
2023-01-31,2023-01-31,-193.95377603000088
2023-02-01,2023-02-01,659.0861797300004
2023-02-02,2023-02-02,-3016.976439619999
2023-02-03,2023-02-03,-1730.4885828899987
2023-02-04,2023-02-04,-145.59725766000065
2023-02-05,2023-02-05,346.5564451700002
2023-02-06,2023-02-06,-315.8974809600004
2023-02-07,2023-02-07,-1261.49496421
2023-02-08,2023-02-08,298.2989257699992
2023-02-09,2023-02-09,511.93045618
2023-02-10,2023-02-10,5602.059372419999
2023-02-11,2023-02-11,1390.78994161
2023-02-12,2023-02-12,-1250.8178434600004
2023-02-13,2023-02-13,-4953.714793159999
2023-02-14,2023-02-14,1031.0753486899994
2023-02-15,2023-02-15,1191.88753534
2023-02-16,2023-02-16,4827.721020629999
2023-02-17,2023-02-17,-1954.0102106900013
2023-02-18,2023-02-18,717.18395624
2023-02-19,2023-02-19,418.4284797599994
2023-02-20,2023-02-20,1425.1302301699998
2023-02-21,2023-02-21,3583.1007111399995
2023-02-22,2023-02-22,1057.0288812400013
2023-02-23,2023-02-23,-2196.26763237
2023-02-24,2023-02-24,785.6263535500002
2023-02-25,2023-02-25,357.2754252899995
2023-02-26,2023-02-26,284.60400089999985
2023-02-27,2023-02-27,329.40281436999976
2023-02-28,2023-02-28,1029.9902938199994
2023-03-01,2023-03-01,-892.5899136999997
2023-03-02,2023-03-02,82.26393484000073
2023-03-03,2023-03-03,-2926.67654683
2023-03-04,2023-03-04,1503.0909169300005
2023-03-05,2023-03-05,2329.0736264099996
2023-03-06,2023-03-06,1974.694743099999
2023-03-07,2023-03-07,2604.902106649999
2023-03-08,2023-03-08,-7286.086873380002
2023-03-09,2023-03-09,2119.3628144600007
2023-03-10,2023-03-10,-7336.272781199998
2023-03-11,2023-03-11,-5673.596918520001
2023-03-12,2023-03-12,3699.04452983
2023-03-13,2023-03-13,23998.11131925
2023-03-14,2023-03-14,8582.782465299999
2023-03-15,2023-03-15,1345.257862819999
2023-03-16,2023-03-16,3377.6689281500003
2023-03-17,2023-03-17,2585.1800913900006
2023-03-18,2023-03-18,5983.570395909999
2023-03-19,2023-03-19,-8.920816230000128
2023-03-20,2023-03-20,5637.470076309999
2023-03-21,2023-03-21,-1944.8715929400005
2023-03-22,2023-03-22,-72.9135970899988
2023-03-23,2023-03-23,1159.934860160001
2023-03-24,2023-03-24,-721.6811338299995
2023-03-25,2023-03-25,-58.673477309999726
2023-03-26,2023-03-26,913.36275339
2023-03-27,2023-03-27,-4505.113672400001
2023-03-28,2023-03-28,1710.1504901200003
2023-03-29,2023-03-29,-178.37202566999986
2023-03-30,2023-03-30,4414.200678130001
2023-03-31,2023-03-31,169.57111842000086
2023-04-01,2023-04-01,-568.2654890899994
2023-04-02,2023-04-02,366.1031907100005
2023-04-03,2023-04-03,1790.37662689
2023-04-04,2023-04-04,-772.5242451800004
2023-04-05,2023-04-05,1055.3378819400004
2023-04-06,2023-04-06,1016.99295868
2023-04-07,2023-04-07,1239.12092338
2023-04-08,2023-04-08,666.2096683500004
2023-04-09,2023-04-09,855.84574045
2023-04-10,2023-04-10,1701.2871557
2023-04-11,2023-04-11,4083.012680849999
2023-04-12,2023-04-12,3879.4701237
2023-04-13,2023-04-13,-2798.2290758199997
2023-04-14,2023-04-14,-2086.71399079
2023-04-15,2023-04-15,-455.26065387000017
2023-04-16,2023-04-16,2474.2824432800003
2023-04-17,2023-04-17,2370.8499311200003
2023-04-18,2023-04-18,584.0435831099994
2023-04-19,2023-04-19,4283.328994349999
2023-04-20,2023-04-20,4684.610022150001
2023-04-21,2023-04-21,7788.8061096
2023-04-22,2023-04-22,2652.6183042
2023-04-23,2023-04-23,-854.2456959300002
2023-04-24,2023-04-24,2969.84670506
2023-04-25,2023-04-25,2759.4962144400006
2023-04-26,2023-04-26,2921.716719990002
2023-04-27,2023-04-27,3676.9747049
2023-04-28,2023-04-28,-809.632718840001
2023-04-29,2023-04-29,713.98377157
2023-04-30,2023-04-30,1905.1187266200004
2023-05-01,2023-05-01,670.6847882700004
2023-05-02,2023-05-02,-2835.719257660001
2023-05-03,2023-05-03,220.58792039999935
2023-05-04,2023-05-04,-1618.1888845400008
2023-05-05,2023-05-05,-4450.230613470001
2023-05-06,2023-05-06,-283.8169875500007
2023-05-07,2023-05-07,-43.353229400000146
2023-05-08,2023-05-08,-6565.042324409999
2023-05-09,2023-05-09,2654.731580560001
2023-05-10,2023-05-10,307.1705552099993
2023-05-11,2023-05-11,5628.230837149999
2023-05-12,2023-05-12,1959.132486370001
2023-05-13,2023-05-13,-437.1581196899997
2023-05-14,2023-05-14,669.12922058
2023-05-15,2023-05-15,-1467.56075892
2023-05-16,2023-05-16,1834.8139096900004
2023-05-17,2023-05-17,2858.173710930001
2023-05-18,2023-05-18,2269.73399212
2023-05-19,2023-05-19,548.9675672900003
2023-05-20,2023-05-20,-299.6099739700003
2023-05-21,2023-05-21,504.8500548400002
2023-05-22,2023-05-22,404.6398595700002
2023-05-23,2023-05-23,1024.2676823399995
2023-05-24,2023-05-24,1421.979916620001
2023-05-25,2023-05-25,-7118.007303510001
2023-05-26,2023-05-26,-266.03886728
2023-05-27,2023-05-27,268.48580303000017
2023-05-28,2023-05-28,1556.1595032200005
2023-05-29,2023-05-29,-682.8166375500005
2023-05-30,2023-05-30,-2047.49458488
2023-05-31,2023-05-31,2918.9963321899995
2023-06-01,2023-06-01,1908.65108752
2023-06-02,2023-06-02,639.9155982300017
2023-06-03,2023-06-03,2403.9633850200007
2023-06-04,2023-06-04,-84.26628515999982
2023-06-05,2023-06-05,-12412.858784680002
2023-06-06,2023-06-06,-4435.54018616
2023-06-07,2023-06-07,-13739.665480960002
2023-06-08,2023-06-08,-4125.689568229998
2023-06-09,2023-06-09,-1788.0646488399998
2023-06-10,2023-06-10,-5155.01198214
2023-06-11,2023-06-11,-3286.1492623899994
2023-06-12,2023-06-12,-969.3567058000008
2023-06-13,2023-06-13,373.04030545000023
2023-06-14,2023-06-14,2010.6259680499988
2023-06-15,2023-06-15,-3233.9587343600033
2023-06-16,2023-06-16,-4045.6376905399993
2023-06-17,2023-06-17,873.9851717299989
2023-06-18,2023-06-18,-1216.4910105400013
2023-06-19,2023-06-19,-1139.457109680001
2023-06-20,2023-06-20,-3918.2849238000017
2023-06-21,2023-06-21,2804.149754799997
2023-06-22,2023-06-22,-127.1326815800021
2023-06-23,2023-06-23,-3356.4339918600017
2023-06-24,2023-06-24,2960.974260879997
2023-06-25,2023-06-25,-135.9356658300021
2023-06-26,2023-06-26,1335.5116875700005
2023-06-27,2023-06-27,561.1432574299979
2023-06-28,2023-06-28,-2215.065736910001
2023-06-29,2023-06-29,1703.3879984999985
2023-06-30,2023-06-30,3123.8891065800017
2023-07-01,2023-07-01,947.7168471200002
2023-07-02,2023-07-02,-503.3468826000007
2023-07-03,2023-07-03,-938.4024418000008
2023-07-04,2023-07-04,-1827.4653338499993
2023-07-05,2023-07-05,1216.5059996500022
2023-07-06,2023-07-06,-1506.6325059499975
2023-07-07,2023-07-07,-2895.447876690003
2023-07-08,2023-07-08,-364.2279833800003
2023-07-09,2023-07-09,-88.80575233000127
2023-07-10,2023-07-10,425.6695956100011
2023-07-11,2023-07-11,-1791.0462268599986
2023-07-12,2023-07-12,-346.24885515999995
2023-07-13,2023-07-13,237.54174743000112
2023-07-14,2023-07-14,90.83161931999712
2023-07-15,2023-07-15,-3595.42045901
2023-07-16,2023-07-16,818.5109799599995
2023-07-17,2023-07-17,-1352.4285498600002
2023-07-18,2023-07-18,-266.57325754999874
2023-07-19,2023-07-19,157.3669608199998
2023-07-20,2023-07-20,-434.9751572900004
2023-07-21,2023-07-21,-785.4396264700008
2023-07-22,2023-07-22,138.06560455
2023-07-23,2023-07-23,386.99859920000017
2023-07-24,2023-07-24,2636.07328597
2023-07-25,2023-07-25,1774.0427330599996
2023-07-26,2023-07-26,572.51155105
2023-07-27,2023-07-27,6493.393120389999
2023-07-28,2023-07-28,1306.8082201899997
2023-07-29,2023-07-29,-139.49708576000012
2023-07-30,2023-07-30,-417.3984959399986
2023-07-31,2023-07-31,1494.8477684600002
2023-08-01,2023-08-01,2797.135826670001
2023-08-02,2023-08-02,-394.8846927100021
2023-08-03,2023-08-03,-2030.1529814099997
2023-08-04,2023-08-04,-512.2213054799995
2023-08-05,2023-08-05,3347.28442498
2023-08-06,2023-08-06,271.7787095399999
2023-08-07,2023-08-07,675.553659019999
2023-08-08,2023-08-08,-2262.3588583200017
2023-08-09,2023-08-09,53.74941885999942
2023-08-10,2023-08-10,539.5193101700006
2023-08-11,2023-08-11,1499.96280947
2023-08-12,2023-08-12,-307.8912266999996
2023-08-13,2023-08-13,131.68102444000033
2023-08-14,2023-08-14,3069.3515759399997
2023-08-15,2023-08-15,692.3443555100002
2023-08-16,2023-08-16,3660.672510909999
2023-08-17,2023-08-17,2689.48968916
2023-08-18,2023-08-18,-1951.84776262
2023-08-19,2023-08-19,-2147.1740485400005
2023-08-20,2023-08-20,-2048.7609221899993
2023-08-21,2023-08-21,-4459.12736253
2023-08-22,2023-08-22,-938.3558644100012
2023-08-23,2023-08-23,-3097.8404544799996
2023-08-24,2023-08-24,900.6408382199988
2023-08-25,2023-08-25,146.18969260999984
2023-08-26,2023-08-26,668.8511281199999
2023-08-27,2023-08-27,168.52800863999985
2023-08-28,2023-08-28,-678.9914964500003
2023-08-29,2023-08-29,-5894.510966949998
2023-08-30,2023-08-30,-2226.82345765
2023-08-31,2023-08-31,3497.02327928
2023-09-01,2023-09-01,5804.121133789999
2023-09-02,2023-09-02,-245.05386263000037
2023-09-03,2023-09-03,-2002.691581000001
2023-09-04,2023-09-04,-909.2783123300004
2023-09-05,2023-09-05,-241.53694636
2023-09-06,2023-09-06,-837.6369307299992
2023-09-07,2023-09-07,418.3749965900006
2023-09-08,2023-09-08,-3730.81835829
2023-09-09,2023-09-09,1029.6063648
2023-09-10,2023-09-10,151.0536593400002
2023-09-11,2023-09-11,-139.33655741000075
2023-09-12,2023-09-12,-1929.8578452099991
2023-09-13,2023-09-13,-448.8280523100002
2023-09-14,2023-09-14,-929.516689510001
2023-09-15,2023-09-15,-1600.0308674999997
2023-09-16,2023-09-16,-153.60989863000032
2023-09-17,2023-09-17,-848.0206254900004
2023-09-18,2023-09-18,-2340.34069497
2023-09-19,2023-09-19,-963.6605502500006
2023-09-20,2023-09-20,1125.3879345900004
2023-09-21,2023-09-21,-53.36850328000037
2023-09-22,2023-09-22,3109.9592901999995
2023-09-23,2023-09-23,-275.7106600699999
2023-09-24,2023-09-24,69.0579584699999
2023-09-25,2023-09-25,770.68832879
2023-09-26,2023-09-26,1968.2801464699987
2023-09-27,2023-09-27,607.1120981800013
2023-09-28,2023-09-28,-72.7784327699992
2023-09-29,2023-09-29,-654.0366124299999
2023-09-30,2023-09-30,-524.8578684700005
2023-10-01,2023-10-01,-1513.1360026000002
2023-10-02,2023-10-02,-2419.3818995500005
2023-10-03,2023-10-03,69.94613856999968
2023-10-04,2023-10-04,-3501.0793266200017
2023-10-05,2023-10-05,-2253.0526272099996
2023-10-06,2023-10-06,-1194.9686779000003
2023-10-07,2023-10-07,-409.9895489599994
2023-10-08,2023-10-08,-748.3288642500002
2023-10-09,2023-10-09,2098.982817909998
2023-10-10,2023-10-10,-371.1390421900014
2023-10-11,2023-10-11,5901.91449921
2023-10-12,2023-10-12,4835.809878059999
2023-10-13,2023-10-13,-53.92124553999929
2023-10-14,2023-10-14,-1579.5970595899998
2023-10-15,2023-10-15,-175.53160673000002
2023-10-16,2023-10-16,-3754.88244279
2023-10-17,2023-10-17,-3559.4369036499993
2023-10-18,2023-10-18,498.4436189700009
2023-10-19,2023-10-19,-5726.24997373
2023-10-20,2023-10-20,-2841.8289570000015
2023-10-21,2023-10-21,2065.31524697
2023-10-22,2023-10-22,335.4412997499994
2023-10-23,2023-10-23,-2199.0275408
2023-10-24,2023-10-24,9423.499548390002
2023-10-25,2023-10-25,586.6749964999999
2023-10-26,2023-10-26,-713.809886160001
2023-10-27,2023-10-27,-1262.8104110699987
2023-10-28,2023-10-28,1063.6142756099998
2023-10-29,2023-10-29,-1497.8706713700003
2023-10-30,2023-10-30,-1220.30005034
2023-10-31,2023-10-31,-686.4934709099998
2023-11-01,2023-11-01,-815.7113752100013
2023-11-02,2023-11-02,390.40793863
2023-11-03,2023-11-03,-5465.647418959999
2023-11-04,2023-11-04,57.55628918999992
2023-11-05,2023-11-05,512.0772185699998
2023-11-06,2023-11-06,1672.6271117699998
2023-11-07,2023-11-07,-6494.808497620001
2023-11-08,2023-11-08,-9514.97229731
2023-11-09,2023-11-09,-6254.894487279998
2023-11-10,2023-11-10,20787.295108370003
2023-11-11,2023-11-11,104.42041771000004
2023-11-12,2023-11-12,80.50599961999978
2023-11-13,2023-11-13,-914.8571736900012
2023-11-14,2023-11-14,627.7847427400011
2023-11-15,2023-11-15,-2708.675694559999
2023-11-16,2023-11-16,-212.06604850999975
2023-11-17,2023-11-17,2196.564613690002
2023-11-18,2023-11-18,491.5214224400006
2023-11-19,2023-11-19,-936.0509750500004
2023-11-20,2023-11-20,-2287.6917462599995
2023-11-21,2023-11-21,-2630.77112621
2023-11-22,2023-11-22,-4867.917824149999
2023-11-23,2023-11-23,-1238.315283089999
2023-11-24,2023-11-24,-4544.728474270001
2023-11-25,2023-11-25,-749.2567980700005
2023-11-26,2023-11-26,-1081.2373338799998
2023-11-27,2023-11-27,706.2747081400012
2023-11-28,2023-11-28,-5259.6706828299975
2023-11-29,2023-11-29,-1268.7250023399993
2023-11-30,2023-11-30,689.4294299700014
2023-12-01,2023-12-01,-2809.509544140001
2023-12-02,2023-12-02,-1530.7196747099988
2023-12-03,2023-12-03,-115.01329089999945
2023-12-04,2023-12-04,3481.256601199999
2023-12-05,2023-12-05,-3445.8080160300015
2023-12-06,2023-12-06,6208.5897627099985
2023-12-07,2023-12-07,3611.7039218699992
2023-12-08,2023-12-08,-1050.8806400800004
2023-12-09,2023-12-09,3023.8180599999996
2023-12-10,2023-12-10,1836.7253569799996
2023-12-11,2023-12-11,7377.228405859998
2023-12-12,2023-12-12,3334.5108774
2023-12-13,2023-12-13,-1875.40298961
2023-12-14,2023-12-14,-2857.0555193499995
2023-12-15,2023-12-15,-124.38125006000064
2023-12-16,2023-12-16,-2293.2571567000005
2023-12-17,2023-12-17,4193.405024739999
2023-12-18,2023-12-18,-44.045533839998825
2023-12-19,2023-12-19,167.37019343999964
2023-12-20,2023-12-20,-132.53222482000092
2023-12-21,2023-12-21,-1308.2335188400002
2023-12-22,2023-12-22,-5580.05700685
2023-12-23,2023-12-23,-2332.6153824
2023-12-24,2023-12-24,-5147.765731559999
2023-12-25,2023-12-25,11073.48961913
2023-12-26,2023-12-26,-1941.8843608299992
2023-12-27,2023-12-27,-4559.805520729999
2023-12-28,2023-12-28,-4583.99436585
2023-12-29,2023-12-29,-5925.68234416
2023-12-30,2023-12-30,15040.90477361
2023-12-31,2023-12-31,7466.994926229999
2024-01-01,2024-01-01,-2620.9843887100005
2024-01-02,2024-01-02,3114.3620726300014
2024-01-03,2024-01-03,4132.219517990001
2024-01-04,2024-01-04,-277.1655053100003
2024-01-05,2024-01-05,-79.61477759000081
2024-01-06,2024-01-06,2374.7367698100006
2024-01-07,2024-01-07,270.76620942999944
2024-01-08,2024-01-08,1332.95244094
2024-01-09,2024-01-09,-102.28485159000049
2024-01-10,2024-01-10,2556.9392027800004
2024-01-11,2024-01-11,3442.804330750001
2024-01-12,2024-01-12,6130.86791139
2024-01-13,2024-01-13,-1975.5649288599989
2024-01-14,2024-01-14,-957.8160457899994
2024-01-15,2024-01-15,2905.1482714600006
2024-01-16,2024-01-16,-3220.16601876
2024-01-17,2024-01-17,1275.2644104600004
2024-01-18,2024-01-18,1363.2726236199996
2024-01-19,2024-01-19,917.3309746900012
2024-01-20,2024-01-20,-278.99372182000025
2024-01-21,2024-01-21,-1375.32634144
2024-01-22,2024-01-22,787.5195270200002
2024-01-23,2024-01-23,1100.3445208100002
2024-01-24,2024-01-24,377.03779441000006
2024-01-25,2024-01-25,-129.57122362000155
2024-01-26,2024-01-26,-2517.2834614500007
2024-01-27,2024-01-27,-1271.36115075
2024-01-28,2024-01-28,64.6231217099994
2024-01-29,2024-01-29,1211.7714038699996
2024-01-30,2024-01-30,-3532.3410871899996
2024-01-31,2024-01-31,-538.5065759199988
2024-02-01,2024-02-01,3480.284247080001
2024-02-02,2024-02-02,-3312.2573166700004
2024-02-03,2024-02-03,-9.923458559999744
2024-02-04,2024-02-04,1264.1744639500002
2024-02-05,2024-02-05,2899.4253952400004
2024-02-06,2024-02-06,-504.5891895999994
2024-02-07,2024-02-07,-4965.762330020001
2024-02-08,2024-02-08,-5700.791885939998
2024-02-09,2024-02-09,-2952.477912950002
2024-02-10,2024-02-10,278.2459599599997
2024-02-11,2024-02-11,3895.1001928
2024-02-12,2024-02-12,-131.08336011000029
2024-02-13,2024-02-13,-6177.53894592
2024-02-14,2024-02-14,-283.0529188500004
2024-02-15,2024-02-15,-7112.36255858
2024-02-16,2024-02-16,-2751.74246847
2024-02-17,2024-02-17,272.5408225000001
2024-02-18,2024-02-18,785.7523448900001
2024-02-19,2024-02-19,-509.85368860000017
2024-02-20,2024-02-20,-78.87558465999973
2024-02-21,2024-02-21,4519.09787102
2024-02-22,2024-02-22,-297.5485299000011
2024-02-23,2024-02-23,1178.42156196
2024-02-24,2024-02-24,-191.0412893800003
2024-02-25,2024-02-25,-915.5761032
2024-02-26,2024-02-26,-7610.130160809999
2024-02-27,2024-02-27,1839.435937340002
2024-02-28,2024-02-28,2097.69035963
2024-02-29,2024-02-29,-563.6940332300001
2024-03-01,2024-03-01,-2103.416145839999
2024-03-02,2024-03-02,458.34970471
2024-03-03,2024-03-03,-134.98141216000022
2024-03-04,2024-03-04,-541.0394083300016
2024-03-05,2024-03-05,4871.504284730003
2024-03-06,2024-03-06,2650.6435962099986
2024-03-07,2024-03-07,-75.29821832000016
2024-03-08,2024-03-08,-3674.8300515599985
2024-03-09,2024-03-09,-789.6787757900001
2024-03-10,2024-03-10,1281.0435885000006
2024-03-11,2024-03-11,6176.297198689999
2024-03-12,2024-03-12,1236.923347509999
2024-03-13,2024-03-13,-3233.3610305
2024-03-14,2024-03-14,-2331.613743670001
2024-03-15,2024-03-15,-4528.52364299
2024-03-16,2024-03-16,2115.988757859999
2024-03-17,2024-03-17,497.7624910299992
2024-03-18,2024-03-18,-1749.2015611400002
2024-03-19,2024-03-19,5459.65240993
2024-03-20,2024-03-20,-1918.5210061099988
2024-03-21,2024-03-21,1102.11731933
2024-03-22,2024-03-22,-2126.887633209999
2024-03-23,2024-03-23,-930.27303518
2024-03-24,2024-03-24,-590.6356630299997
2024-03-25,2024-03-25,-620.8011190899997
2024-03-26,2024-03-26,3773.369116800001
2024-03-27,2024-03-27,2290.223762740001
2024-03-28,2024-03-28,-1914.7997400799995
2024-03-29,2024-03-29,1428.57393287
2024-03-30,2024-03-30,1114.9762589399998
2024-03-31,2024-03-31,392.2701115099999
2024-04-01,2024-04-01,-1017.3570309100014
2024-04-02,2024-04-02,-1990.7762080600005
2024-04-03,2024-04-03,-2032.56436958
2024-04-04,2024-04-04,-3947.96925251
2024-04-05,2024-04-05,925.07736071
2024-04-06,2024-04-06,-446.9269519499994
2024-04-07,2024-04-07,976.4407576600006
2024-04-08,2024-04-08,2484.9141081900016
2024-04-09,2024-04-09,2551.10005802
2024-04-10,2024-04-10,-314.1087408099993
2024-04-11,2024-04-11,-1037.3722424400005
2024-04-12,2024-04-12,3312.865244819999
2024-04-13,2024-04-13,616.4307728099993
2024-04-14,2024-04-14,2412.459235969999
2024-04-15,2024-04-15,-1262.3940623399994
2024-04-16,2024-04-16,2528.9296931999997
2024-04-17,2024-04-17,-1497.26877882
2024-04-18,2024-04-18,-2464.387480160003
2024-04-19,2024-04-19,647.0812083399996
2024-04-20,2024-04-20,-565.88263736
2024-04-21,2024-04-21,-756.14079477
2024-04-22,2024-04-22,-3898.20464091
2024-04-23,2024-04-23,-2361.1639939899997
2024-04-24,2024-04-24,9211.59633097
2024-04-25,2024-04-25,-921.0325552099994
2024-04-26,2024-04-26,-1499.9699032599992
2024-04-27,2024-04-27,1064.1245338999995
2024-04-28,2024-04-28,2189.9311636499997
2024-04-29,2024-04-29,-639.8447386199996
2024-04-30,2024-04-30,6505.256771660001
2024-05-01,2024-05-01,80.51949507000063
2024-05-02,2024-05-02,1076.84074976
2024-05-03,2024-05-03,-3559.4903147699997
2024-05-04,2024-05-04,238.61587400999997
2024-05-05,2024-05-05,-715.3935872400002
2024-05-06,2024-05-06,-1104.45573591
2024-05-07,2024-05-07,797.0897812699995
2024-05-08,2024-05-08,532.2747114699996
2024-05-09,2024-05-09,-1674.65315234
2024-05-10,2024-05-10,1627.8432274299994
2024-05-11,2024-05-11,46.4384559300006
2024-05-12,2024-05-12,1383.3086672600002
2024-05-13,2024-05-13,173.68961802000013
2024-05-14,2024-05-14,1356.8873657000004
2024-05-15,2024-05-15,-6623.302128149999
2024-05-16,2024-05-16,-488.66831790000106
2024-05-17,2024-05-17,-1843.273351070001
2024-05-18,2024-05-18,-42.84006516000045
2024-05-19,2024-05-19,688.8071298800005
2024-05-20,2024-05-20,-2456.4280292700005
2024-05-21,2024-05-21,7439.57727625
2024-05-22,2024-05-22,-3336.404506150001
2024-05-23,2024-05-23,3414.9876204400007
