start_time,date,sca,scda
2023-06-29,2023-06-29,28285566272.96425,215740878222633.72
2023-06-30,2023-06-30,28298110023.183685,215988003502966.44
2023-07-01,2023-07-01,28285495982.815434,216153359201901.4
2023-07-02,2023-07-02,28300825666.17605,216479450390723.2
2023-07-03,2023-07-03,28313260545.0944,216715758026200.88
2023-07-04,2023-07-04,28327466818.847195,216997777890587.8
2023-07-05,2023-07-05,28342437880.4708,217270236040766.7
2023-07-06,2023-07-06,28339875312.033978,216654088385917.16
2023-07-07,2023-07-07,28355080290.77755,216949808071812.75
2023-07-08,2023-07-08,28372248976.35784,217295636388674.88
2023-07-09,2023-07-09,28388051066.62497,217619588023970.7
2023-07-10,2023-07-10,28400290912.563,217812167479627.16
2023-07-11,2023-07-11,28406984035.12636,218003400864395.2
2023-07-12,2023-07-12,28419754263.59356,218248830632348.25
2023-07-13,2023-07-13,28428464846.80182,218233341008342.8
2023-07-14,2023-07-14,28439307815.930717,218459628240329.28
2023-07-15,2023-07-15,28456408417.320435,218803970711574.75
2023-07-16,2023-07-16,28473048716.148537,219140161083657.47
2023-07-17,2023-07-17,28482312681.504852,219157494927413.16
2023-07-18,2023-07-18,28490348588.387653,219253903582204.44
2023-07-19,2023-07-19,28499956520.073692,219387446185228.5
2023-07-20,2023-07-20,28512070504.795055,219606627272905.7
2023-07-21,2023-07-21,28522269053.942886,219656415144062.25
2023-07-22,2023-07-22,28534190188.35655,220010701012659.88
2023-07-23,2023-07-23,28550375657.0812,220338816331080.1
2023-07-24,2023-07-24,28562134447.973896,220575505534037.88
2023-07-25,2023-07-25,28577456316.02669,220841925430454.25
2023-07-26,2023-07-26,28592908345.50643,221138023408572.16
2023-07-27,2023-07-27,28589449612.73635,220694832181975.03
2023-07-28,2023-07-28,28547000792.113964,218664234675987.6
2023-07-29,2023-07-29,28563101180.654495,218997979981738.72
2023-07-30,2023-07-30,28580201290.69756,219336880503017.97
2023-07-31,2023-07-31,28591641947.62418,219491427092780.53
2023-08-01,2023-08-01,28607639919.722366,219799207446297.03
2023-08-02,2023-08-02,28616343242.90311,219779263083522.1
2023-08-03,2023-08-03,28632578245.651928,220095419020478.3
2023-08-04,2023-08-04,28645999422.35188,220341282158560.97
2023-08-05,2023-08-05,28663664622.96506,220692455959214.75
2023-08-06,2023-08-06,28680232580.016617,221026551658293.38
2023-08-07,2023-08-07,28695511292.60996,221301618771916.28
2023-08-08,2023-08-08,28706374443.152847,221434324045755.7
2023-08-09,2023-08-09,28720227220.10086,221703154271164.75
2023-08-10,2023-08-10,28733701185.797817,221939395501090.97
2023-08-11,2023-08-11,28749152117.85963,222245817465762.47
2023-08-12,2023-08-12,28763633539.736515,222561499565736.3
2023-08-13,2023-08-13,28779168492.71806,222878883712267.2
2023-08-14,2023-08-14,28787097880.785233,223074913117837.9
2023-08-15,2023-08-15,28799268647.01532,223326117449945.12
2023-08-16,2023-08-16,28811780482.424088,223562263825185.4
2023-08-17,2023-08-17,28821027385.187733,223767380382491.12
2023-08-18,2023-08-18,28828821377.53245,223860003493430.16
2023-08-19,2023-08-19,28846138173.711754,224198248431524.62
2023-08-20,2023-08-20,28862691774.408703,224533105835664.16
2023-08-21,2023-08-21,28875703057.143772,224790150534210.75
2023-08-22,2023-08-22,28887722085.63608,225026402049040.12
2023-08-23,2023-08-23,28902264996.4266,225283589930006.12
2023-08-24,2023-08-24,28916646789.07256,225542957003803.25
2023-08-25,2023-08-25,28931329968.646935,225821374079889.16
2023-08-26,2023-08-26,28948738778.353474,226159972745558.3
2023-08-27,2023-08-27,28961340897.999775,226480347468764.44
2023-08-28,2023-08-28,28974988478.829243,226749581978292.0
2023-08-29,2023-08-29,28980393671.654984,226646585705021.4
2023-08-30,2023-08-30,28994508844.67589,226922447516478.03
2023-08-31,2023-08-31,29007591770.61805,227144835287218.3
2023-09-01,2023-09-01,29020686033.162388,227399124189652.6
2023-09-02,2023-09-02,29038031626.716846,227734163530652.5
2023-09-03,2023-09-03,29053979776.816586,228030441624654.72
2023-09-04,2023-09-04,29068281154.18103,228322752177395.2
2023-09-05,2023-09-05,29081625745.813267,228583873354490.03
2023-09-06,2023-09-06,29094361180.83776,228869817383971.2
2023-09-07,2023-09-07,29109859193.26873,229177449291057.03
2023-09-08,2023-09-08,29125319427.519215,229485413899576.3
2023-09-09,2023-09-09,29141790374.41459,229788279528836.84
2023-09-10,2023-09-10,29159405316.927593,230140330046582.47
2023-09-11,2023-09-11,29173293536.787663,230376621692008.0
2023-09-12,2023-09-12,29187430496.536537,230602034081465.75
2023-09-13,2023-09-13,29203481212.119263,230912156654201.03
2023-09-14,2023-09-14,29215543457.120735,231169332247626.88
2023-09-15,2023-09-15,29229348083.02364,231470414771825.6
2023-09-16,2023-09-16,29246117001.215645,231794079434289.44
2023-09-17,2023-09-17,29263419390.887897,232149159987609.1
2023-09-18,2023-09-18,29270312158.95041,232435704722838.62
2023-09-19,2023-09-19,29261948005.507675,232601461600213.03
2023-09-20,2023-09-20,29272675737.72365,232813086615216.3
2023-09-21,2023-09-21,29288783949.70609,233116452421726.8
2023-09-22,2023-09-22,29305768593.570736,233458926022476.28
2023-09-23,2023-09-23,29322586937.60211,233792608245851.3
2023-09-24,2023-09-24,29338883195.608585,234133397498088.0
2023-09-25,2023-09-25,29353042410.5144,234416126484157.97
2023-09-26,2023-09-26,29366813073.20232,234684745113566.53
2023-09-27,2023-09-27,29381896445.253548,234959956320766.97
2023-09-28,2023-09-28,29394654514.60081,235240554299523.12
2023-09-29,2023-09-29,29405824024.60606,235425775008691.03
2023-09-30,2023-09-30,29421681348.173595,235746543764880.0
2023-10-01,2023-10-01,29437629338.343822,236041923090183.03
2023-10-02,2023-10-02,29439522809.355915,235921405717096.4
2023-10-03,2023-10-03,29451153362.2564,236168542614564.62
2023-10-04,2023-10-04,29459276665.82919,236424564924119.72
2023-10-05,2023-10-05,29471079792.012707,236596520623397.03
2023-10-06,2023-10-06,29481304381.62333,236811142453547.75
2023-10-07,2023-10-07,29490531856.674133,237038336761114.84
2023-10-08,2023-10-08,29507312417.34391,237395873735255.12
2023-10-09,2023-10-09,29511566281.024937,237558559032380.2
2023-10-10,2023-10-10,29524225546.304222,237817174178586.5
2023-10-11,2023-10-11,29530286076.972633,237881513516346.62
2023-10-12,2023-10-12,29543234004.283005,238117585131531.8
2023-10-13,2023-10-13,29557703792.544697,238404727582865.0
2023-10-14,2023-10-14,29553967743.347397,238436323872204.25
2023-10-15,2023-10-15,29570951965.432816,238776796646836.16
2023-10-16,2023-10-16,29584287760.796005,239008432268830.72
2023-10-17,2023-10-17,29595886838.358128,239189737672915.38
2023-10-18,2023-10-18,29607163569.210487,239386306933714.9
2023-10-19,2023-10-19,29607928662.065895,239230506884147.6
2023-10-20,2023-10-20,29618277161.2379,239362705631060.5
2023-10-21,2023-10-21,29633958193.244102,239677070481326.62
2023-10-22,2023-10-22,29649355081.93519,239987237941126.5
2023-10-23,2023-10-23,29654737591.090897,240045265912759.25
2023-10-24,2023-10-24,29653016772.187344,239933996460216.4
2023-10-25,2023-10-25,29662684896.077698,240105860418466.16
2023-10-26,2023-10-26,29667296710.34844,240202922082937.4
2023-10-27,2023-10-27,29677146364.897064,240382358455682.03
2023-10-28,2023-10-28,29687951723.571777,240660311308915.03
2023-10-29,2023-10-29,29701430053.2522,240967375146610.1
2023-10-30,2023-10-30,29713610941.833305,241175099981112.25
2023-10-31,2023-10-31,29722529826.16053,241301239638082.97
2023-11-01,2023-11-01,29712074531.020287,241330351648525.8
2023-11-02,2023-11-02,29725087253.005924,241568687624114.75
2023-11-03,2023-11-03,29736737343.55396,241760078571915.38
2023-11-04,2023-11-04,29751926149.538708,242060314583301.4
2023-11-05,2023-11-05,29766896586.067356,242356953360349.03
2023-11-06,2023-11-06,29781761190.632236,242647260268292.3
2023-11-07,2023-11-07,29793775800.387142,242890749381113.38
2023-11-08,2023-11-08,29807245360.791515,243167041105575.12
2023-11-09,2023-11-09,29805117616.573627,242927624671898.75
2023-11-10,2023-11-10,29815441199.424496,243133870563982.25
2023-11-11,2023-11-11,29830807600.945023,243429699635111.72
2023-11-12,2023-11-12,29846422732.962997,243741021126116.97
2023-11-13,2023-11-13,29859003903.47664,244010914725827.44
2023-11-14,2023-11-14,29872024994.85581,244271992593039.03
2023-11-15,2023-11-15,29875597855.94734,244339058366346.3
2023-11-16,2023-11-16,29886401740.70974,244532322828358.97
2023-11-17,2023-11-17,29899309398.80866,244783163999946.56
2023-11-18,2023-11-18,29914720205.87619,245135656336560.4
2023-11-19,2023-11-19,29926631375.143955,245418413311827.72
2023-11-20,2023-11-20,29937191970.55405,245647881667967.1
2023-11-21,2023-11-21,29943551769.632954,245746428065853.1
2023-11-22,2023-11-22,29946961803.45397,245689489079077.38
2023-11-23,2023-11-23,29955860534.67201,245871655098989.25
2023-11-24,2023-11-24,29976577755.99947,246263336421689.7
2023-11-25,2023-11-25,29992990328.0239,246591671269942.16
2023-11-26,2023-11-26,30006355385.730225,246890340197644.97
2023-11-27,2023-11-27,30021092280.61685,247176715882048.6
2023-11-28,2023-11-28,30033891009.117775,247424520688506.1
2023-11-29,2023-11-29,30047055737.647545,247658038386216.62
2023-11-30,2023-11-30,30034069314.21788,246894323484204.72
2023-12-01,2023-12-01,30045202133.196125,247087480722449.9
2023-12-02,2023-12-02,30059973045.0266,247407590882182.3
2023-12-03,2023-12-03,30075107222.248585,247709657408212.4
2023-12-04,2023-12-04,30075269502.81469,247722939453144.8
2023-12-05,2023-12-05,30081029662.97266,247758294828949.38
2023-12-06,2023-12-06,30079587107.613796,247594005209250.3
2023-12-07,2023-12-07,30088269157.72492,247768115477902.1
2023-12-08,2023-12-08,30097612003.881508,247895594862412.4
2023-12-09,2023-12-09,30111256753.441784,248175646633558.84
2023-12-10,2023-12-10,30126089299.713966,248477364868134.1
2023-12-11,2023-12-11,30133792334.167297,248621251122463.9
2023-12-12,2023-12-12,30134015534.82252,248609570275880.72
2023-12-13,2023-12-13,30147339813.120056,248862614890458.25
2023-12-14,2023-12-14,30161496813.323,249135942089309.6
2023-12-15,2023-12-15,30166840806.251972,249286263059880.03
2023-12-16,2023-12-16,30178113473.84914,249470126466126.56
2023-12-17,2023-12-17,30194915823.29778,249819146932610.62
2023-12-18,2023-12-18,30197385656.19486,250022745758461.47
2023-12-19,2023-12-19,30206584278.71552,250137880581821.53
2023-12-20,2023-12-20,30214606008.76589,250276196059588.62
2023-12-21,2023-12-21,30226122585.854973,250489457641100.8
2023-12-22,2023-12-22,30229371047.755745,250463137927940.3
2023-12-23,2023-12-23,30242196751.28687,250746589451161.1
2023-12-24,2023-12-24,30241781868.53828,250985012098919.9
2023-12-25,2023-12-25,30256561530.793316,251307635315913.47
2023-12-26,2023-12-26,30268317845.556263,251528178760122.88
2023-12-27,2023-12-27,30231819520.73933,251356501353448.84
2023-12-28,2023-12-28,30242430754.49287,251558168037256.8
2023-12-29,2023-12-29,30230585318.822063,250767120747982.9
2023-12-30,2023-12-30,30240892570.063457,251074911643951.53
2023-12-31,2023-12-31,30254730177.083748,251350039359612.47
2024-01-01,2024-01-01,30270432616.7009,251674766826751.6
2024-01-02,2024-01-02,30278324122.6618,251788140814644.62
2024-01-03,2024-01-03,30287277204.75293,251953930349543.2
2024-01-04,2024-01-04,30238938984.49716,250457189416678.28
2024-01-05,2024-01-05,30249657995.888466,250634519816319.9
2024-01-06,2024-01-06,30265273593.366093,250964856029309.03
2024-01-07,2024-01-07,30280549326.380005,251284131346019.28
2024-01-08,2024-01-08,30291681957.72022,251482904522935.3
2024-01-09,2024-01-09,30297841028.623524,251562795532983.8
2024-01-10,2024-01-10,30306821556.0282,251726604526685.16
2024-01-11,2024-01-11,30314906739.207733,251846497769746.72
2024-01-12,2024-01-12,30322138758.681633,251906995957803.4
2024-01-13,2024-01-13,30337730898.16983,252247778274951.56
2024-01-14,2024-01-14,30351135631.333477,252583104910306.9
2024-01-15,2024-01-15,30364307928.234978,252852895327989.1
2024-01-16,2024-01-16,30278908960.366257,252468342551738.62
2024-01-17,2024-01-17,30273459368.437363,252079745743433.12
2024-01-18,2024-01-18,30271113629.00866,251916049555216.4
2024-01-19,2024-01-19,30273920742.79734,251873253550329.6
2024-01-20,2024-01-20,30290668246.20888,252246461399222.97
2024-01-21,2024-01-21,30307117454.02287,252618949492651.75
2024-01-22,2024-01-22,30301139868.161293,252220625786996.16
2024-01-23,2024-01-23,30298288494.71866,251971224364123.7
2024-01-24,2024-01-24,30260267050.908447,251323047690655.88
2024-01-25,2024-01-25,30253418288.88801,251184344279974.62
2024-01-26,2024-01-26,30256556371.662712,251021419107303.5
2024-01-27,2024-01-27,30271095505.237984,251361843240181.53
2024-01-28,2024-01-28,30287580673.15866,251719104005812.97
2024-01-29,2024-01-29,30293349476.859352,251628625670125.38
2024-01-30,2024-01-30,30291516197.173553,251391002655486.25
2024-01-31,2024-01-31,30290797381.405785,251353344019214.4
2024-02-01,2024-02-01,30300370893.70992,251483768609062.25
2024-02-02,2024-02-02,30306604621.685616,251611120282232.5
2024-02-03,2024-02-03,30324053197.0294,252000401202966.0
2024-02-04,2024-02-04,30337117197.27886,252309076716120.7
2024-02-05,2024-02-05,30345221971.913593,252464364075316.03
2024-02-06,2024-02-06,30337973273.033268,252549941607702.84
2024-02-07,2024-02-07,30347830535.918304,252756353518472.03
2024-02-08,2024-02-08,30358789128.71311,252944551173166.53
2024-02-09,2024-02-09,30368904443.698967,253090045670660.28
2024-02-10,2024-02-10,30382675831.860767,253387962307998.88
2024-02-11,2024-02-11,30395692461.90669,253672325746935.38
2024-02-12,2024-02-12,30401701830.911488,253662656598637.0
2024-02-13,2024-02-13,30410554401.17107,253727660424706.6
2024-02-14,2024-02-14,30406401374.595737,253489545944408.4
2024-02-15,2024-02-15,30411415369.597473,253487958318424.8
2024-02-16,2024-02-16,30416619444.851257,253475042658902.25
2024-02-17,2024-02-17,30430645312.353233,253783356249608.53
2024-02-18,2024-02-18,30445238022.97925,254114657627973.8
2024-02-19,2024-02-19,30423925475.374542,254196940752742.03
2024-02-20,2024-02-20,30434296157.08608,254344626803945.47
2024-02-21,2024-02-21,30440423985.200836,254269825039781.03
2024-02-22,2024-02-22,30439843161.340263,254300002465456.47
2024-02-23,2024-02-23,30444829774.706043,254278652013297.47
2024-02-24,2024-02-24,30459932626.046837,254620262801092.75
2024-02-25,2024-02-25,30474601861.662956,254981683306422.88
2024-02-26,2024-02-26,30484019257.424377,255132362632378.4
2024-02-27,2024-02-27,30483802607.54208,255004593263311.88
2024-02-28,2024-02-28,30455174502.82962,254083730607213.44
2024-02-29,2024-02-29,30443618151.724743,253709827666984.9
2024-03-01,2024-03-01,30396092235.432705,253195120825902.2
2024-03-02,2024-03-02,30409142113.655025,253467178024605.97
2024-03-03,2024-03-03,30421496728.240578,253753091306757.2
2024-03-04,2024-03-04,30413286724.360264,253310572500017.56
2024-03-05,2024-03-05,30387235194.05331,252524690000114.1
2024-03-06,2024-03-06,30337592622.199978,251402773364580.0
2024-03-07,2024-03-07,30323611133.211643,251045950133118.84
2024-03-08,2024-03-08,30313402887.370453,250667654643283.28
2024-03-09,2024-03-09,30322587129.058956,250893271010253.12
2024-03-10,2024-03-10,30321854953.8801,251120116281789.88
2024-03-11,2024-03-11,30313381207.569885,250696369282780.2
2024-03-12,2024-03-12,30312425355.751503,250555932267357.47
2024-03-13,2024-03-13,30299022867.858147,249925829250062.25
2024-03-14,2024-03-14,30281350727.582405,249857791603313.16
2024-03-15,2024-03-15,30284117242.46349,249877405940497.84
2024-03-16,2024-03-16,30296400641.666843,250221023942836.84
2024-03-17,2024-03-17,30279140516.718456,250453312670065.75
2024-03-18,2024-03-18,30282036363.92879,250338904720350.25
2024-03-19,2024-03-19,30288487583.835457,250363022937636.16
2024-03-20,2024-03-20,30293833339.002907,250319611064825.1
2024-03-21,2024-03-21,30287981181.657825,249962423905426.3
2024-03-22,2024-03-22,30270206775.177273,250201719270699.47
2024-03-23,2024-03-23,30126943297.292496,248953042463247.5
2024-03-24,2024-03-24,30134494580.985855,249350557246584.7
2024-03-25,2024-03-25,30084272923.22654,247628982303544.53
2024-03-26,2024-03-26,30077974939.76305,247534456678086.4
2024-03-27,2024-03-27,30085780968.33713,247694872636913.5
2024-03-28,2024-03-28,30064308274.69902,247780152699418.25
2024-03-29,2024-03-29,30075116314.415897,248114414692046.56
2024-03-30,2024-03-30,30088942276.504856,248469170652311.2
2024-03-31,2024-03-31,30100491237.491943,248751896154783.8
2024-04-01,2024-04-01,30047614547.29858,247708936822993.72
2024-04-02,2024-04-02,30040168054.9366,247522841728160.12
2024-04-03,2024-04-03,30049841351.2854,247745953408731.38
2024-04-04,2024-04-04,30060052250.914383,247983649106715.5
2024-04-05,2024-04-05,30073671605.31764,248331642841962.84
2024-04-06,2024-04-06,30085927186.852036,248723290352385.84
2024-04-07,2024-04-07,30100241848.418808,249181305780710.8
2024-04-08,2024-04-08,30110488554.687366,249365864214694.0
2024-04-09,2024-04-09,30118257148.451687,249416757070446.7
2024-04-10,2024-04-10,30130148557.30756,249683318920350.25
2024-04-11,2024-04-11,30143161880.0186,250007887635976.9
2024-04-12,2024-04-12,30153612922.493443,250343591780168.4
2024-04-13,2024-04-13,30168035656.021324,250752772669909.56
2024-04-14,2024-04-14,30181417021.92023,251150093859013.88
2024-04-15,2024-04-15,30190955540.387524,251303663947537.8
2024-04-16,2024-04-16,30186158955.29649,251453016205584.8
2024-04-17,2024-04-17,30196685478.97064,251781415121242.47
2024-04-18,2024-04-18,30195451379.952923,251622379395267.28
2024-04-19,2024-04-19,30203587732.650585,251864193128738.3
2024-04-20,2024-04-20,30220507396.9365,252345332261240.1
2024-04-21,2024-04-21,30236740172.66891,252802665997265.9
2024-04-22,2024-04-22,30250903485.188644,253213187607595.8
2024-04-23,2024-04-23,30262240848.98898,253454878227366.3
2024-04-24,2024-04-24,30259610879.353523,253316265678773.3
2024-04-25,2024-04-25,30271657866.282497,253617215761131.25
2024-04-26,2024-04-26,30284635322.95563,253882389739589.38
2024-04-27,2024-04-27,30295583107.78184,254335804208712.1
2024-04-28,2024-04-28,30307967192.20627,254737789975895.12
2024-04-29,2024-04-29,30318829941.48544,255042425623255.56
2024-04-30,2024-04-30,30323464124.86635,255089540659634.0
2024-05-01,2024-05-01,30333416920.802338,255302891431793.0
2024-05-02,2024-05-02,30344994771.837517,255537151655898.4
2024-05-03,2024-05-03,30355335605.25536,255812261100377.84
2024-05-04,2024-05-04,30371661290.124268,256281624643722.97
2024-05-05,2024-05-05,30389424909.359936,256787061966150.5
2024-05-06,2024-05-06,30399301731.39737,257223177883928.75
2024-05-07,2024-05-07,30414026983.808517,257616104007136.6
2024-05-08,2024-05-08,30426525148.77045,257935753876142.5
2024-05-09,2024-05-09,30440998898.676323,258318404869167.72
2024-05-10,2024-05-10,30455932535.65814,258755103610697.2
2024-05-11,2024-05-11,30471087335.35193,259219954838979.53
2024-05-12,2024-05-12,30481993187.163544,259675441762116.03
2024-05-13,2024-05-13,30494907162.01016,260000577358498.84
2024-05-14,2024-05-14,30504490792.993317,260320658887033.5
2024-05-15,2024-05-15,30483197685.077538,260432709622708.62
2024-05-16,2024-05-16,30495236322.874325,260713695073409.25
2024-05-17,2024-05-17,30507031930.04287,261031149051329.9
2024-05-18,2024-05-18,30523412095.770332,261485462974582.56
2024-05-19,2024-05-19,30538030273.07218,261931784999651.5
2024-05-20,2024-05-20,30548688246.79131,262236730390007.56
2024-05-21,2024-05-21,30557611152.15137,262457796660537.75
2024-05-22,2024-05-22,30559716123.71896,262781146977930.5
2024-05-23,2024-05-23,30567197984.852516,263006920260984.1
2024-05-24,2024-05-24,30577686526.534187,263316075847081.84
2024-05-25,2024-05-25,30595044181.98743,263824377491677.16
2024-05-26,2024-05-26,30608053538.67446,264258232847253.5
2024-05-27,2024-05-27,30617050104.474033,264586260904889.72
2024-05-28,2024-05-28,30118262365.87418,264465527325465.03
2024-05-29,2024-05-29,30131815935.50208,264816537421192.4
2024-05-30,2024-05-30,30142542477.78045,265002918576753.38
2024-05-31,2024-05-31,30155906655.72872,265339729579155.72
2024-06-01,2024-06-01,30171605024.43862,265796255738547.28
2024-06-02,2024-06-02,30186627028.546696,266271273480987.9
2024-06-03,2024-06-03,30189889674.24498,266275578934075.97
2024-06-04,2024-06-04,30200275142.21467,266511115418874.97
2024-06-05,2024-06-05,30209583826.868404,266761320882213.2
2024-06-06,2024-06-06,30210111999.056927,266825490743546.62
2024-06-07,2024-06-07,30222235989.57123,267151775674987.03
2024-06-08,2024-06-08,30236254555.087036,267630357154814.6
2024-06-09,2024-06-09,30251361197.2771,268104847241864.56
2024-06-10,2024-06-10,30264759663.68657,268503208725404.8
2024-06-11,2024-06-11,30238598735.170303,268480797839165.28
2024-06-12,2024-06-12,30247615653.025837,268666331394995.9
2024-06-13,2024-06-13,30262955861.23835,269115655050684.47
2024-06-14,2024-06-14,30275601936.98589,269440386291919.44
2024-06-15,2024-06-15,30285529627.393837,269825091634722.12
2024-06-16,2024-06-16,30302950100.117508,270361105632480.12
2024-06-17,2024-06-17,30312194229.4572,270613722598153.0
2024-06-18,2024-06-18,30326017654.397778,271017285329014.3
2024-06-19,2024-06-19,30340510216.248314,271437144315869.53
2024-06-20,2024-06-20,30354806895.26892,271824090955316.12
2024-06-21,2024-06-21,30363324274.24813,272109670216492.16
2024-06-22,2024-06-22,30324732198.636627,271133128525965.9
2024-06-23,2024-06-23,30340953721.288036,271632003962386.62
2024-06-24,2024-06-24,30341837918.777252,271597558564035.9
2024-06-25,2024-06-25,30354332220.047516,271948245004854.16
2024-06-26,2024-06-26,30363667505.001587,272237109931156.75
2024-06-27,2024-06-27,30338020174.929314,271664661246651.56
2024-06-28,2024-06-28,30347747096.303608,271933567316031.9
2024-06-29,2024-06-29,30365180189.97616,272455514844983.8
2024-06-30,2024-06-30,30381135180.80006,272923567296378.56
2024-07-01,2024-07-01,30391802362.413464,273195838733813.88
2024-07-02,2024-07-02,30405794916.57953,273574001054328.28
2024-07-03,2024-07-03,30399976716.84837,273930041694404.47
2024-07-04,2024-07-04,30404508776.150436,273947851547047.1
2024-07-05,2024-07-05,30381313922.42344,273173252314045.72
2024-07-06,2024-07-06,30393473016.961895,273684138147172.56
2024-07-07,2024-07-07,30406687942.776493,274157804205611.3
2024-07-08,2024-07-08,30420815255.437393,274514061894721.47
2024-07-09,2024-07-09,30419851873.456097,274550227582522.62
2024-07-10,2024-07-10,30423281625.1326,274904217862350.2
2024-07-11,2024-07-11,30438757535.37433,275373583315365.7
2024-07-12,2024-07-12,30450332452.54571,275746579147796.75
2024-07-13,2024-07-13,30466576228.339195,276257963975852.4
2024-07-14,2024-07-14,30479848962.026157,276791386086037.9
2024-07-15,2024-07-15,30489458766.979496,277014797337627.75
2024-07-16,2024-07-16,30500536813.63081,277220332243966.47
2024-07-17,2024-07-17,30510317867.71964,277526368876526.03
2024-07-18,2024-07-18,30514417253.628883,277544018667893.5
2024-07-19,2024-07-19,30505986490.677,277335299926139.2
2024-07-20,2024-07-20,30522250953.491062,277843514672756.4
2024-07-21,2024-07-21,30538729724.39379,278359074133882.62
2024-07-22,2024-07-22,30551197282.435104,278745106558557.25
2024-07-23,2024-07-23,30511366656.32484,278430678191421.7
2024-07-24,2024-07-24,30522125476.302547,278711213665034.5
2024-07-25,2024-07-25,30524161818.43874,278563267258908.8
2024-07-26,2024-07-26,30536908740.36759,278926509373285.03
2024-07-27,2024-07-27,30548750033.06768,279347004734510.16
2024-07-28,2024-07-28,30563702959.82754,279883731624591.2
2024-07-29,2024-07-29,30567568462.229004,279817922570996.03
2024-07-30,2024-07-30,30537535261.377193,277779659564250.4
2024-07-31,2024-07-31,30550252026.41701,278095144995492.56
2024-08-01,2024-08-01,30555976953.901066,278363151080733.1
2024-08-02,2024-08-02,30566797516.63363,278645394880501.9
2024-08-03,2024-08-03,30579493779.599243,279141023720673.6
2024-08-04,2024-08-04,30593169563.280243,279626867242915.9
2024-08-05,2024-08-05,30576956989.923515,279186373013472.1
2024-08-06,2024-08-06,30591123983.543015,279548829798676.2
2024-08-07,2024-08-07,30593977364.067097,279779968182270.44
2024-08-08,2024-08-08,30606906061.94399,280142838935397.03
2024-08-09,2024-08-09,30616768533.21294,280407103102733.72
2024-08-10,2024-08-10,30620415195.89424,280623330376006.12
2024-08-11,2024-08-11,30637274276.055935,281134572173162.44
2024-08-12,2024-08-12,30649674765.79979,281452173216167.56
2024-08-13,2024-08-13,30662369787.917137,281757320203909.6
2024-08-14,2024-08-14,30676994440.293232,282159433141539.1
2024-08-15,2024-08-15,30689137955.4669,282513553340125.75
2024-08-16,2024-08-16,30702983372.975792,282898386625208.1
2024-08-17,2024-08-17,30720384322.81187,283438592637671.94
2024-08-18,2024-08-18,30736655866.93613,283957341921407.5
2024-08-19,2024-08-19,30748856228.61078,284303577239141.4
2024-08-20,2024-08-20,30761542127.62745,284617016509203.75
2024-08-21,2024-08-21,30772105997.385868,284916068459394.8
2024-08-22,2024-08-22,30785679421.85521,285318841303227.0
2024-08-23,2024-08-23,30796040789.85501,285575736862039.1
2024-08-24,2024-08-24,30811733438.9596,286048802540847.25
2024-08-25,2024-08-25,30829338978.865192,286617510939054.5
2024-08-26,2024-08-26,30843093639.941223,287018108387843.6
2024-08-27,2024-08-27,30842614073.610672,286521621114133.06
2024-08-28,2024-08-28,30855552658.08784,286870677169213.8
2024-08-29,2024-08-29,30834464938.505985,287042411586732.0
2024-08-30,2024-08-30,30849180392.46992,287471804399828.2
2024-08-31,2024-08-31,30861358812.54265,288000519241578.25
2024-09-01,2024-09-01,30879057974.901897,288560984350247.56
2024-09-02,2024-09-02,30894688339.760708,289005458354294.06
2024-09-03,2024-09-03,30906094193.367306,289227802116935.3
2024-09-04,2024-09-04,30915735173.038723,289601518827569.1
2024-09-05,2024-09-05,30929190082.34944,289972237470091.25
2024-09-06,2024-09-06,30936510782.38228,290220766572681.2
2024-09-07,2024-09-07,30954352551.23754,290775646804816.8
2024-09-08,2024-09-08,30972294044.99677,291327819709983.5
2024-09-09,2024-09-09,30980060006.296932,291614368900635.0
2024-09-10,2024-09-10,30989760276.892395,291858634351837.9
2024-09-11,2024-09-11,31002891045.599884,292205183178555.7
2024-09-12,2024-09-12,31016278845.542683,292579598340614.94
2024-09-13,2024-09-13,31020775591.04835,292727853816387.0
2024-09-14,2024-09-14,31037376247.664932,293234921629857.2
2024-09-15,2024-09-15,31052749582.25848,293771651055637.7
2024-09-16,2024-09-16,31059831564.49645,293951334504885.75
2024-09-17,2024-09-17,31072317291.41579,294300299775598.6
2024-09-18,2024-09-18,31080581372.78984,294516144378788.06
2024-09-19,2024-09-19,31091976935.962296,294851235684179.44
2024-09-20,2024-09-20,31097953231.59824,295066375829883.8
2024-09-21,2024-09-21,31113718129.59982,295564051055400.5
2024-09-22,2024-09-22,31129917758.75526,296065445981987.7
2024-09-23,2024-09-23,31138544270.200653,296214632804277.1
2024-09-24,2024-09-24,31151178432.177265,296536274915469.2
2024-09-25,2024-09-25,31158788083.100296,296717125810340.5
2024-09-26,2024-09-26,31162091495.255222,296917859209428.25
2024-09-27,2024-09-27,31173641038.82966,297156757299535.0
2024-09-28,2024-09-28,31188680291.780777,297626288514583.75
2024-09-29,2024-09-29,31205070356.09087,298164350383801.56
2024-09-30,2024-09-30,31216428768.24939,298522802603350.8
2024-10-01,2024-10-01,31230964008.487846,298954688765191.0
2024-10-02,2024-10-02,31244726547.713818,299328234618041.0
2024-10-03,2024-10-03,31256625400.466995,299630012368238.5
2024-10-04,2024-10-04,31267342831.708355,300014257155613.75
2024-10-05,2024-10-05,31284205917.79186,300576038714408.44
2024-10-06,2024-10-06,31300696824.3717,301107920973567.4
