start_time,date,miner_supply_ratio
2023-10-19,2023-10-19,0.0005275
2023-10-20,2023-10-20,0.00051995
2023-10-21,2023-10-21,0.00051473
2023-10-22,2023-10-22,0.00051478
2023-10-23,2023-10-23,0.00051408
2023-10-24,2023-10-24,0.00050358
2023-10-25,2023-10-25,0.00050292
2023-10-26,2023-10-26,0.00049711
2023-10-27,2023-10-27,0.00049716
2023-10-28,2023-10-28,0.00049007
2023-10-29,2023-10-29,0.00049017
2023-10-30,2023-10-30,0.00048995
2023-10-31,2023-10-31,0.0004907
2023-11-01,2023-11-01,0.00049081
2023-11-02,2023-11-02,0.00049235
2023-11-03,2023-11-03,0.00048871
2023-11-04,2023-11-04,0.00048955
2023-11-05,2023-11-05,0.00048711
2023-11-06,2023-11-06,0.00048911
2023-11-07,2023-11-07,0.00049203
2023-11-08,2023-11-08,0.0005349
2023-11-09,2023-11-09,0.00053494
2023-11-10,2023-11-10,0.00052862
2023-11-11,2023-11-11,0.00051963
2023-11-12,2023-11-12,0.00052233
2023-11-13,2023-11-13,0.00052527
2023-11-14,2023-11-14,0.00052627
2023-11-15,2023-11-15,0.00053051
2023-11-16,2023-11-16,0.00053619
2023-11-17,2023-11-17,0.0005369
2023-11-18,2023-11-18,0.0005388
2023-11-19,2023-11-19,0.00053406
2023-11-20,2023-11-20,0.00052782
2023-11-21,2023-11-21,0.00052853
2023-11-22,2023-11-22,0.00053159
2023-11-23,2023-11-23,0.00053116
2023-11-24,2023-11-24,0.00053003
2023-11-25,2023-11-25,0.00052999
2023-11-26,2023-11-26,0.00052963
2023-11-27,2023-11-27,0.00052864
2023-11-28,2023-11-28,0.00052958
2023-11-29,2023-11-29,0.00051933
2023-11-30,2023-11-30,0.00051963
2023-12-01,2023-12-01,0.00052016
2023-12-02,2023-12-02,0.00051271
2023-12-03,2023-12-03,0.00051347
2023-12-04,2023-12-04,0.00052967
2023-12-05,2023-12-05,0.00050766
2023-12-06,2023-12-06,0.00048609
2023-12-07,2023-12-07,0.00048558
2023-12-08,2023-12-08,0.00046391
2023-12-09,2023-12-09,0.00045419
2023-12-10,2023-12-10,0.0004408
2023-12-11,2023-12-11,0.00043984
2023-12-12,2023-12-12,0.00044523
2023-12-13,2023-12-13,0.00044991
2023-12-14,2023-12-14,0.00045654
2023-12-15,2023-12-15,0.00047031
2023-12-16,2023-12-16,0.00048801
2023-12-17,2023-12-17,0.00048725
2023-12-18,2023-12-18,0.00048394
2023-12-19,2023-12-19,0.0004811
2023-12-20,2023-12-20,0.00048032
2023-12-21,2023-12-21,0.00047718
2023-12-22,2023-12-22,0.00047388
2023-12-23,2023-12-23,0.0004716
2023-12-24,2023-12-24,0.00046625
2023-12-25,2023-12-25,0.0004607
2023-12-26,2023-12-26,0.00046232
2023-12-27,2023-12-27,0.00046104
2023-12-28,2023-12-28,0.0004602
2023-12-29,2023-12-29,0.00046023
2023-12-30,2023-12-30,0.00046244
2023-12-31,2023-12-31,0.00046411
2024-01-01,2024-01-01,0.00046316
2024-01-02,2024-01-02,0.00046031
2024-01-03,2024-01-03,0.00046308
2024-01-04,2024-01-04,0.00046569
2024-01-05,2024-01-05,0.00041501
2024-01-06,2024-01-06,0.00041416
2024-01-07,2024-01-07,0.00038877
2024-01-08,2024-01-08,0.00034799
2024-01-09,2024-01-09,0.00034487
2024-01-10,2024-01-10,0.0003513
2024-01-11,2024-01-11,0.00036046
2024-01-12,2024-01-12,0.00035937
2024-01-13,2024-01-13,0.0003662
2024-01-14,2024-01-14,0.00036685
2024-01-15,2024-01-15,0.0003705
2024-01-16,2024-01-16,0.00036898
2024-01-17,2024-01-17,0.00036789
2024-01-18,2024-01-18,0.00036757
2024-01-19,2024-01-19,0.00037194
2024-01-20,2024-01-20,0.00037217
2024-01-21,2024-01-21,0.00037128
2024-01-22,2024-01-22,0.00037565
2024-01-23,2024-01-23,0.00037693
2024-01-24,2024-01-24,0.00037759
2024-01-25,2024-01-25,0.00037891
2024-01-26,2024-01-26,0.00037627
2024-01-27,2024-01-27,0.00038321
2024-01-28,2024-01-28,0.00039723
2024-01-29,2024-01-29,0.00038457
2024-01-30,2024-01-30,0.00038483
2024-01-31,2024-01-31,0.00038256
2024-02-01,2024-02-01,0.00037879
2024-02-02,2024-02-02,0.00037836
2024-02-03,2024-02-03,0.00037661
2024-02-04,2024-02-04,0.00037826
2024-02-05,2024-02-05,0.00037697
2024-02-06,2024-02-06,0.000378
2024-02-07,2024-02-07,0.00037594
2024-02-08,2024-02-08,0.00037638
2024-02-09,2024-02-09,0.00037036
2024-02-10,2024-02-10,0.00036932
2024-02-11,2024-02-11,0.00036977
2024-02-12,2024-02-12,0.00033922
2024-02-13,2024-02-13,0.00033419
2024-02-14,2024-02-14,0.00033334
2024-02-15,2024-02-15,0.00033264
2024-02-16,2024-02-16,0.00032931
2024-02-17,2024-02-17,0.00032757
2024-02-18,2024-02-18,0.00032882
2024-02-19,2024-02-19,0.0003274
2024-02-20,2024-02-20,0.00032502
2024-02-21,2024-02-21,0.00032584
2024-02-22,2024-02-22,0.00032184
2024-02-23,2024-02-23,0.00032262
2024-02-24,2024-02-24,0.00032036
2024-02-25,2024-02-25,0.00032551
2024-02-26,2024-02-26,0.00032779
2024-02-27,2024-02-27,0.0003274
2024-02-28,2024-02-28,0.00032763
2024-02-29,2024-02-29,0.00032807
2024-03-01,2024-03-01,0.00033327
2024-03-02,2024-03-02,0.00033554
2024-03-03,2024-03-03,0.00034436
2024-03-04,2024-03-04,0.00034957
2024-03-05,2024-03-05,0.00034646
2024-03-06,2024-03-06,0.00034703
2024-03-07,2024-03-07,0.00034518
2024-03-08,2024-03-08,0.00034477
2024-03-09,2024-03-09,0.00034638
2024-03-10,2024-03-10,0.0003465
2024-03-11,2024-03-11,0.00034596
2024-03-12,2024-03-12,0.00034503
2024-03-13,2024-03-13,0.00034733
2024-03-14,2024-03-14,0.00034688
2024-03-15,2024-03-15,0.00034062
2024-03-16,2024-03-16,0.00034053
2024-03-17,2024-03-17,0.00034436
2024-03-18,2024-03-18,0.0003478
2024-03-19,2024-03-19,0.00034359
2024-03-20,2024-03-20,0.00034357
2024-03-21,2024-03-21,0.000345
2024-03-22,2024-03-22,0.00034399
2024-03-23,2024-03-23,0.00034384
2024-03-24,2024-03-24,0.00034316
2024-03-25,2024-03-25,0.00034271
2024-03-26,2024-03-26,0.00034314
2024-03-27,2024-03-27,0.00034273
2024-03-28,2024-03-28,0.00034449
2024-03-29,2024-03-29,0.00034276
2024-03-30,2024-03-30,0.00034344
2024-03-31,2024-03-31,0.00034299
2024-04-01,2024-04-01,0.00034155
2024-04-02,2024-04-02,0.00033945
2024-04-03,2024-04-03,0.00033989
2024-04-04,2024-04-04,0.00034187
2024-04-05,2024-04-05,0.0003476
2024-04-06,2024-04-06,0.00035138
2024-04-07,2024-04-07,0.00035474
2024-04-08,2024-04-08,0.00035738
2024-04-09,2024-04-09,0.00036191
2024-04-10,2024-04-10,0.00036698
2024-04-11,2024-04-11,0.00037852
2024-04-12,2024-04-12,0.00038057
2024-04-13,2024-04-13,0.00038372
2024-04-14,2024-04-14,0.00038446
2024-04-15,2024-04-15,0.00038715
2024-04-16,2024-04-16,0.00038952
2024-04-17,2024-04-17,0.00039281
2024-04-18,2024-04-18,0.00039643
2024-04-19,2024-04-19,0.00041132
2024-04-20,2024-04-20,0.00040203
2024-04-21,2024-04-21,0.00040332
2024-04-22,2024-04-22,0.00040449
2024-04-23,2024-04-23,0.00039999
2024-04-24,2024-04-24,0.00039832
2024-04-25,2024-04-25,0.0003966
2024-04-26,2024-04-26,0.00039624
2024-04-27,2024-04-27,0.00039298
2024-04-28,2024-04-28,0.00039678
2024-04-29,2024-04-29,0.00039568
2024-04-30,2024-04-30,0.00039066
2024-05-01,2024-05-01,0.00038925
2024-05-02,2024-05-02,0.00038847
2024-05-03,2024-05-03,0.0003872
2024-05-04,2024-05-04,0.00038645
2024-05-05,2024-05-05,0.00038403
2024-05-06,2024-05-06,0.00038256
2024-05-07,2024-05-07,0.00038131
2024-05-08,2024-05-08,0.00037946
2024-05-09,2024-05-09,0.00037907
2024-05-10,2024-05-10,0.00037868
2024-05-11,2024-05-11,0.00037925
2024-05-12,2024-05-12,0.00038001
2024-05-13,2024-05-13,0.00037755
2024-05-14,2024-05-14,0.00037613
2024-05-15,2024-05-15,0.00037554
2024-05-16,2024-05-16,0.00037484
2024-05-17,2024-05-17,0.00037329
2024-05-18,2024-05-18,0.0003717
2024-05-19,2024-05-19,0.00037094
2024-05-20,2024-05-20,0.00037031
2024-05-21,2024-05-21,0.0003696
2024-05-22,2024-05-22,0.00036959
2024-05-23,2024-05-23,0.00036923
2024-05-24,2024-05-24,0.00036861
2024-05-25,2024-05-25,0.00036776
2024-05-26,2024-05-26,0.00036689
2024-05-27,2024-05-27,0.00036716
2024-05-28,2024-05-28,0.00036817
2024-05-29,2024-05-29,0.00036943
2024-05-30,2024-05-30,0.00037158
2024-05-31,2024-05-31,0.00037235
2024-06-01,2024-06-01,0.00037073
2024-06-02,2024-06-02,0.0003721
2024-06-03,2024-06-03,0.00037013
2024-06-04,2024-06-04,0.00037221
2024-06-05,2024-06-05,0.00037297
2024-06-06,2024-06-06,0.00037214
2024-06-07,2024-06-07,0.0003751
2024-06-08,2024-06-08,0.00037361
2024-06-09,2024-06-09,0.000373
2024-06-10,2024-06-10,0.0003724
2024-06-11,2024-06-11,0.00037045
2024-06-12,2024-06-12,0.00036997
2024-06-13,2024-06-13,0.00036896
2024-06-14,2024-06-14,0.00036794
2024-06-15,2024-06-15,0.00036842
2024-06-16,2024-06-16,0.00036778
2024-06-17,2024-06-17,0.00036693
2024-06-18,2024-06-18,0.00036588
2024-06-19,2024-06-19,0.00036546
2024-06-20,2024-06-20,0.00036374
2024-06-21,2024-06-21,0.0003616
2024-06-22,2024-06-22,0.00036116
2024-06-23,2024-06-23,0.00036051
2024-06-24,2024-06-24,0.00035887
2024-06-25,2024-06-25,0.00035863
2024-06-26,2024-06-26,0.0003579
2024-06-27,2024-06-27,0.00035743
2024-06-28,2024-06-28,0.00035724
2024-06-29,2024-06-29,0.0003562
2024-06-30,2024-06-30,0.00035633
2024-07-01,2024-07-01,0.00035581
2024-07-02,2024-07-02,0.00035593
2024-07-03,2024-07-03,0.00035493
2024-07-04,2024-07-04,0.00035438
2024-07-05,2024-07-05,0.00035479
2024-07-06,2024-07-06,0.00035352
2024-07-07,2024-07-07,0.00035243
2024-07-08,2024-07-08,0.00035152
2024-07-09,2024-07-09,0.00035074
2024-07-10,2024-07-10,0.00035023
2024-07-11,2024-07-11,0.00035001
2024-07-12,2024-07-12,0.00034973
2024-07-13,2024-07-13,0.00034844
2024-07-14,2024-07-14,0.0003488
2024-07-15,2024-07-15,0.00034933
2024-07-16,2024-07-16,0.0003478
2024-07-17,2024-07-17,0.00034698
2024-07-18,2024-07-18,0.00034722
2024-07-19,2024-07-19,0.00034698
2024-07-20,2024-07-20,0.00034627
2024-07-21,2024-07-21,0.00034502
2024-07-22,2024-07-22,0.00034424
2024-07-23,2024-07-23,0.00034323
2024-07-24,2024-07-24,0.0003435
2024-07-25,2024-07-25,0.00034285
2024-07-26,2024-07-26,0.00034259
2024-07-27,2024-07-27,0.00034263
2024-07-28,2024-07-28,0.00034208
2024-07-29,2024-07-29,0.00034174
2024-07-30,2024-07-30,0.00034139
2024-07-31,2024-07-31,0.00033988
2024-08-01,2024-08-01,0.00034215
2024-08-02,2024-08-02,0.00034164
2024-08-03,2024-08-03,0.00034103
2024-08-04,2024-08-04,0.00033943
2024-08-05,2024-08-05,0.00033924
2024-08-06,2024-08-06,0.00033597
2024-08-07,2024-08-07,0.00033595
2024-08-08,2024-08-08,0.00033569
2024-08-09,2024-08-09,0.00033599
2024-08-10,2024-08-10,0.00033565
2024-08-11,2024-08-11,0.00033522
2024-08-12,2024-08-12,0.00033541
2024-08-13,2024-08-13,0.00033526
2024-08-14,2024-08-14,0.00033534
2024-08-15,2024-08-15,0.00033471
2024-08-16,2024-08-16,0.00033474
2024-08-17,2024-08-17,0.0003344
2024-08-18,2024-08-18,0.00033419
2024-08-19,2024-08-19,0.00033385
2024-08-20,2024-08-20,0.0003342
2024-08-21,2024-08-21,0.00033528
2024-08-22,2024-08-22,0.00033639
2024-08-23,2024-08-23,0.00033531
2024-08-24,2024-08-24,0.00033103
2024-08-25,2024-08-25,0.00033087
2024-08-26,2024-08-26,0.00033053
2024-08-27,2024-08-27,0.00033021
2024-08-28,2024-08-28,0.00033268
2024-08-29,2024-08-29,0.00033292
2024-08-30,2024-08-30,0.00033319
2024-08-31,2024-08-31,0.00033306
2024-09-01,2024-09-01,0.00033304
2024-09-02,2024-09-02,0.00033269
2024-09-03,2024-09-03,0.00032773
2024-09-04,2024-09-04,0.00032791
2024-09-05,2024-09-05,0.00032774
2024-09-06,2024-09-06,0.00032675
2024-09-07,2024-09-07,0.00032679
2024-09-08,2024-09-08,0.000325
2024-09-09,2024-09-09,0.00032349
2024-09-10,2024-09-10,0.00032323
2024-09-11,2024-09-11,0.00032295
2024-09-12,2024-09-12,0.00032217
2024-09-13,2024-09-13,0.00032194
2024-09-14,2024-09-14,0.00032178
2024-09-15,2024-09-15,0.00032153
2024-09-16,2024-09-16,0.00032143
2024-09-17,2024-09-17,0.00032153
2024-09-18,2024-09-18,0.00032098
2024-09-19,2024-09-19,0.00032051
2024-09-20,2024-09-20,0.00032001
2024-09-21,2024-09-21,0.0003201
2024-09-22,2024-09-22,0.00031988
2024-09-23,2024-09-23,0.00031885
2024-09-24,2024-09-24,0.0003185
2024-09-25,2024-09-25,0.00031851
2024-09-26,2024-09-26,0.00031865
2024-09-27,2024-09-27,0.00031905
2024-09-28,2024-09-28,0.00031878
2024-09-29,2024-09-29,0.00031855
2024-09-30,2024-09-30,0.00031818
2024-10-01,2024-10-01,0.0003183
2024-10-02,2024-10-02,0.00031797
2024-10-03,2024-10-03,0.00031738
2024-10-04,2024-10-04,0.0003172
2024-10-05,2024-10-05,0.00031685
2024-10-06,2024-10-06,0.0003175
2024-10-07,2024-10-07,0.00031807
2024-10-08,2024-10-08,0.0003174
2024-10-09,2024-10-09,0.00031773
2024-10-10,2024-10-10,0.00031828
2024-10-11,2024-10-11,0.00031923
2024-10-12,2024-10-12,0.00031981
2024-10-13,2024-10-13,0.00031954
2024-10-14,2024-10-14,0.00031912
2024-10-15,2024-10-15,0.00031855
2024-10-16,2024-10-16,0.0003177
2024-10-17,2024-10-17,0.00031672
2024-10-18,2024-10-18,0.00031636
2024-10-19,2024-10-19,0.00031636
2024-10-20,2024-10-20,0.00031614
2024-10-21,2024-10-21,0.00031655
2024-10-22,2024-10-22,0.00032158
2024-10-23,2024-10-23,0.00032096
2024-10-24,2024-10-24,0.00032012
2024-10-25,2024-10-25,0.00031918
2024-10-26,2024-10-26,0.00031867
2024-10-27,2024-10-27,0.0003183
2024-10-28,2024-10-28,0.0003182
2024-10-29,2024-10-29,0.000318
2024-10-30,2024-10-30,0.00031819
2024-10-31,2024-10-31,0.00031726
2024-11-01,2024-11-01,0.00031809
2024-11-02,2024-11-02,0.00031683
2024-11-03,2024-11-03,0.00031663
2024-11-04,2024-11-04,0.0003166
2024-11-05,2024-11-05,0.00031631
2024-11-06,2024-11-06,0.00031621
2024-11-07,2024-11-07,0.00031526
2024-11-08,2024-11-08,0.00031541
2024-11-09,2024-11-09,0.00031534
2024-11-10,2024-11-10,0.00031471
2024-11-11,2024-11-11,0.00031493
2024-11-12,2024-11-12,0.00031422
2024-11-13,2024-11-13,0.00031416
2024-11-14,2024-11-14,0.00031432
2024-11-15,2024-11-15,0.00031395
2024-11-16,2024-11-16,0.00031272
2024-11-17,2024-11-17,0.00031288
2024-11-18,2024-11-18,0.00031421
2024-11-19,2024-11-19,0.00031484
2024-11-20,2024-11-20,0.00031341
2024-11-21,2024-11-21,0.00031203
2024-11-22,2024-11-22,0.00031148
2024-11-23,2024-11-23,0.00031134
2024-11-24,2024-11-24,0.00031147
2024-11-25,2024-11-25,0.00030989
2024-11-26,2024-11-26,0.00030891
2024-11-27,2024-11-27,0.00030839
2024-11-28,2024-11-28,0.00030806
2024-11-29,2024-11-29,0.00030834
2024-11-30,2024-11-30,0.00030793
2024-12-01,2024-12-01,0.00030785
2024-12-02,2024-12-02,0.0003075
2024-12-03,2024-12-03,0.00030738
2024-12-04,2024-12-04,0.00030703
2024-12-05,2024-12-05,0.00030638
2024-12-06,2024-12-06,0.00030619
2024-12-07,2024-12-07,0.0003058
2024-12-08,2024-12-08,0.00030589
2024-12-09,2024-12-09,0.00030548
2024-12-10,2024-12-10,0.00030636
2024-12-11,2024-12-11,0.00030671
2024-12-12,2024-12-12,0.00030633
2024-12-13,2024-12-13,0.00030538
2024-12-14,2024-12-14,0.00030538
2024-12-15,2024-12-15,0.00030506
2024-12-16,2024-12-16,0.00030447
2024-12-17,2024-12-17,0.00030422
2024-12-18,2024-12-18,0.0003038
2024-12-19,2024-12-19,0.0003031
2024-12-20,2024-12-20,0.00030197
2024-12-21,2024-12-21,0.00030195
2024-12-22,2024-12-22,0.00030147
2024-12-23,2024-12-23,0.0003014
2024-12-24,2024-12-24,0.0003012
2024-12-25,2024-12-25,0.00030072
2024-12-26,2024-12-26,0.00030027
2024-12-27,2024-12-27,0.00029971
2024-12-28,2024-12-28,0.00029986
2024-12-29,2024-12-29,0.00030015
