start_time,datetime,max_fee_mean
2021-10-30 11:00:00,2021-10-30 11:00:00,173.692843426
2021-10-30 12:00:00,2021-10-30 12:00:00,195.652647338
2021-10-30 13:00:00,2021-10-30 13:00:00,228.68480037
2021-10-30 14:00:00,2021-10-30 14:00:00,274.610831569
2021-10-30 15:00:00,2021-10-30 15:00:00,282.506843174
2021-10-30 16:00:00,2021-10-30 16:00:00,250.997790736
2021-10-30 17:00:00,2021-10-30 17:00:00,250.505257285
2021-10-30 18:00:00,2021-10-30 18:00:00,262.151706267
2021-10-30 19:00:00,2021-10-30 19:00:00,262.691847329
2021-10-30 20:00:00,2021-10-30 20:00:00,240.338308617
2021-10-30 21:00:00,2021-10-30 21:00:00,252.597074551
2021-10-30 22:00:00,2021-10-30 22:00:00,271.387597676
2021-10-30 23:00:00,2021-10-30 23:00:00,258.467428463
2021-10-31 00:00:00,2021-10-31 00:00:00,270.743689316
2021-10-31 01:00:00,2021-10-31 01:00:00,234.402624476
2021-10-31 02:00:00,2021-10-31 02:00:00,214.11077664
2021-10-31 03:00:00,2021-10-31 03:00:00,201.03314602
2021-10-31 04:00:00,2021-10-31 04:00:00,200.888964527
2021-10-31 05:00:00,2021-10-31 05:00:00,177.140669308
2021-10-31 06:00:00,2021-10-31 06:00:00,177.968919622
2021-10-31 07:00:00,2021-10-31 07:00:00,176.614723954
2021-10-31 08:00:00,2021-10-31 08:00:00,182.435563534
2021-10-31 09:00:00,2021-10-31 09:00:00,174.616698008
2021-10-31 10:00:00,2021-10-31 10:00:00,171.314316477
2021-10-31 11:00:00,2021-10-31 11:00:00,179.562047917
2021-10-31 12:00:00,2021-10-31 12:00:00,189.291458972
2021-10-31 13:00:00,2021-10-31 13:00:00,212.344140282
2021-10-31 14:00:00,2021-10-31 14:00:00,207.651889583
2021-10-31 15:00:00,2021-10-31 15:00:00,207.466583349
2021-10-31 16:00:00,2021-10-31 16:00:00,217.779512543
2021-10-31 17:00:00,2021-10-31 17:00:00,202.124298592
2021-10-31 18:00:00,2021-10-31 18:00:00,221.015368223
2021-10-31 19:00:00,2021-10-31 19:00:00,228.171686086
2021-10-31 20:00:00,2021-10-31 20:00:00,225.331229132
2021-10-31 21:00:00,2021-10-31 21:00:00,192.872945893
2021-10-31 22:00:00,2021-10-31 22:00:00,197.726826814
2021-10-31 23:00:00,2021-10-31 23:00:00,239.007688726
2021-11-01 00:00:00,2021-11-01 00:00:00,219.702713323
2021-11-01 01:00:00,2021-11-01 01:00:00,191.656337685
2021-11-01 02:00:00,2021-11-01 02:00:00,192.256728498
2021-11-01 03:00:00,2021-11-01 03:00:00,180.403837059
2021-11-01 04:00:00,2021-11-01 04:00:00,194.812928903
2021-11-01 05:00:00,2021-11-01 05:00:00,169.926938669
2021-11-01 06:00:00,2021-11-01 06:00:00,168.868939674
2021-11-01 07:00:00,2021-11-01 07:00:00,179.668422465
2021-11-01 08:00:00,2021-11-01 08:00:00,173.487824922
2021-11-01 09:00:00,2021-11-01 09:00:00,182.654152316
2021-11-01 10:00:00,2021-11-01 10:00:00,175.893497486
2021-11-01 11:00:00,2021-11-01 11:00:00,160.449823895
2021-11-01 12:00:00,2021-11-01 12:00:00,177.828592892
2021-11-01 13:00:00,2021-11-01 13:00:00,248.122464807
2021-11-01 14:00:00,2021-11-01 14:00:00,291.700863737
2021-11-01 15:00:00,2021-11-01 15:00:00,253.254757817
2021-11-01 16:00:00,2021-11-01 16:00:00,286.083734229
2021-11-01 17:00:00,2021-11-01 17:00:00,246.627335851
2021-11-01 18:00:00,2021-11-01 18:00:00,248.905722491
2021-11-01 19:00:00,2021-11-01 19:00:00,238.795805076
2021-11-01 20:00:00,2021-11-01 20:00:00,321.118175799
2021-11-01 21:00:00,2021-11-01 21:00:00,249.155952453
2021-11-01 22:00:00,2021-11-01 22:00:00,231.43452137
2021-11-01 23:00:00,2021-11-01 23:00:00,236.39645568
2021-11-02 00:00:00,2021-11-02 00:00:00,254.308296777
2021-11-02 01:00:00,2021-11-02 01:00:00,346.319350001
2021-11-02 02:00:00,2021-11-02 02:00:00,252.925212015
2021-11-02 03:00:00,2021-11-02 03:00:00,218.517374967
2021-11-02 04:00:00,2021-11-02 04:00:00,214.76481018
2021-11-02 05:00:00,2021-11-02 05:00:00,193.358092255
2021-11-02 06:00:00,2021-11-02 06:00:00,200.327590611
2021-11-02 07:00:00,2021-11-02 07:00:00,193.691903521
2021-11-02 08:00:00,2021-11-02 08:00:00,202.897734653
2021-11-02 09:00:00,2021-11-02 09:00:00,186.064851351
2021-11-02 10:00:00,2021-11-02 10:00:00,190.986051667
2021-11-02 11:00:00,2021-11-02 11:00:00,201.790511012
2021-11-02 12:00:00,2021-11-02 12:00:00,208.244672392
2021-11-02 13:00:00,2021-11-02 13:00:00,212.166291284
2021-11-02 14:00:00,2021-11-02 14:00:00,246.555411566
2021-11-02 15:00:00,2021-11-02 15:00:00,268.652205322
2021-11-02 16:00:00,2021-11-02 16:00:00,267.196267116
2021-11-02 17:00:00,2021-11-02 17:00:00,240.505658231
2021-11-02 18:00:00,2021-11-02 18:00:00,250.483046087
2021-11-02 19:00:00,2021-11-02 19:00:00,266.997890073
2021-11-02 20:00:00,2021-11-02 20:00:00,267.781595077
2021-11-02 21:00:00,2021-11-02 21:00:00,277.83280507
2021-11-02 22:00:00,2021-11-02 22:00:00,270.003317156
2021-11-02 23:00:00,2021-11-02 23:00:00,264.008620672
2021-11-03 00:00:00,2021-11-03 00:00:00,258.945946844
2021-11-03 01:00:00,2021-11-03 01:00:00,244.025815767
2021-11-03 02:00:00,2021-11-03 02:00:00,222.200040007
2021-11-03 03:00:00,2021-11-03 03:00:00,214.552084915
2021-11-03 04:00:00,2021-11-03 04:00:00,225.000240187
2021-11-03 05:00:00,2021-11-03 05:00:00,202.86254209
2021-11-03 06:00:00,2021-11-03 06:00:00,184.448398885
2021-11-03 07:00:00,2021-11-03 07:00:00,187.284852747
2021-11-03 08:00:00,2021-11-03 08:00:00,179.432931736
2021-11-03 09:00:00,2021-11-03 09:00:00,181.595261702
2021-11-03 10:00:00,2021-11-03 10:00:00,177.222388034
2021-11-03 11:00:00,2021-11-03 11:00:00,183.664634727
2021-11-03 12:00:00,2021-11-03 12:00:00,209.06013716
2021-11-03 13:00:00,2021-11-03 13:00:00,267.350785001
2021-11-03 14:00:00,2021-11-03 14:00:00,247.418806019
2021-11-03 15:00:00,2021-11-03 15:00:00,223.179093016
2021-11-03 16:00:00,2021-11-03 16:00:00,250.467501536
2021-11-03 17:00:00,2021-11-03 17:00:00,231.3584235
2021-11-03 18:00:00,2021-11-03 18:00:00,234.975856344
2021-11-03 19:00:00,2021-11-03 19:00:00,228.491761173
2021-11-03 20:00:00,2021-11-03 20:00:00,226.726500362
2021-11-03 21:00:00,2021-11-03 21:00:00,310.517886543
2021-11-03 22:00:00,2021-11-03 22:00:00,222.363794939
2021-11-03 23:00:00,2021-11-03 23:00:00,229.944824325
2021-11-04 00:00:00,2021-11-04 00:00:00,259.454882276
2021-11-04 01:00:00,2021-11-04 01:00:00,210.713630884
2021-11-04 02:00:00,2021-11-04 02:00:00,211.912963521
2021-11-04 03:00:00,2021-11-04 03:00:00,195.565186523
2021-11-04 04:00:00,2021-11-04 04:00:00,188.71703175
2021-11-04 05:00:00,2021-11-04 05:00:00,168.108805401
2021-11-04 06:00:00,2021-11-04 06:00:00,164.111693957
2021-11-04 07:00:00,2021-11-04 07:00:00,162.455242377
2021-11-04 08:00:00,2021-11-04 08:00:00,160.36011909
2021-11-04 09:00:00,2021-11-04 09:00:00,166.601027312
2021-11-04 10:00:00,2021-11-04 10:00:00,167.52549239
2021-11-04 11:00:00,2021-11-04 11:00:00,178.446241858
2021-11-04 12:00:00,2021-11-04 12:00:00,191.791449093
2021-11-04 13:00:00,2021-11-04 13:00:00,197.448500889
2021-11-04 14:00:00,2021-11-04 14:00:00,237.301131661
2021-11-04 15:00:00,2021-11-04 15:00:00,250.885673437
2021-11-04 16:00:00,2021-11-04 16:00:00,263.38123717
2021-11-04 17:00:00,2021-11-04 17:00:00,211.258225654
2021-11-04 18:00:00,2021-11-04 18:00:00,226.123342735
2021-11-04 19:00:00,2021-11-04 19:00:00,208.419687059
2021-11-04 20:00:00,2021-11-04 20:00:00,201.185441191
2021-11-04 21:00:00,2021-11-04 21:00:00,200.605294422
2021-11-04 22:00:00,2021-11-04 22:00:00,212.613863558
2021-11-04 23:00:00,2021-11-04 23:00:00,182.08605643
2021-11-05 00:00:00,2021-11-05 00:00:00,193.276937151
2021-11-05 01:00:00,2021-11-05 01:00:00,181.913743417
2021-11-05 02:00:00,2021-11-05 02:00:00,199.774765461
2021-11-05 03:00:00,2021-11-05 03:00:00,174.336727197
2021-11-05 04:00:00,2021-11-05 04:00:00,158.751052758
2021-11-05 05:00:00,2021-11-05 05:00:00,153.754774554
2021-11-05 06:00:00,2021-11-05 06:00:00,152.536801917
2021-11-05 07:00:00,2021-11-05 07:00:00,144.558357314
2021-11-05 08:00:00,2021-11-05 08:00:00,162.021447986
2021-11-05 09:00:00,2021-11-05 09:00:00,156.538003378
2021-11-05 10:00:00,2021-11-05 10:00:00,158.065087827
2021-11-05 11:00:00,2021-11-05 11:00:00,142.825010977
2021-11-05 12:00:00,2021-11-05 12:00:00,185.54102235
2021-11-05 13:00:00,2021-11-05 13:00:00,205.969743268
2021-11-05 14:00:00,2021-11-05 14:00:00,250.817750887
2021-11-05 15:00:00,2021-11-05 15:00:00,264.132011755
2021-11-05 16:00:00,2021-11-05 16:00:00,238.661808279
2021-11-05 17:00:00,2021-11-05 17:00:00,207.912190488
2021-11-05 18:00:00,2021-11-05 18:00:00,224.871197579
2021-11-05 19:00:00,2021-11-05 19:00:00,226.217798413
2021-11-05 20:00:00,2021-11-05 20:00:00,186.380027879
2021-11-05 21:00:00,2021-11-05 21:00:00,171.395319302
2021-11-05 22:00:00,2021-11-05 22:00:00,172.95168922
2021-11-05 23:00:00,2021-11-05 23:00:00,188.821035425
2021-11-06 00:00:00,2021-11-06 00:00:00,155.409677444
2021-11-06 01:00:00,2021-11-06 01:00:00,173.874767443
2021-11-06 02:00:00,2021-11-06 02:00:00,158.421652433
2021-11-06 03:00:00,2021-11-06 03:00:00,147.471911567
2021-11-06 04:00:00,2021-11-06 04:00:00,139.366312003
2021-11-06 05:00:00,2021-11-06 05:00:00,141.774961491
2021-11-06 06:00:00,2021-11-06 06:00:00,136.879479689
2021-11-06 07:00:00,2021-11-06 07:00:00,123.630871354
2021-11-06 08:00:00,2021-11-06 08:00:00,133.769184063
2021-11-06 09:00:00,2021-11-06 09:00:00,127.285830698
2021-11-06 10:00:00,2021-11-06 10:00:00,130.433603711
2021-11-06 11:00:00,2021-11-06 11:00:00,135.667719055
2021-11-06 12:00:00,2021-11-06 12:00:00,138.690261438
2021-11-06 13:00:00,2021-11-06 13:00:00,329.279147886
2021-11-06 14:00:00,2021-11-06 14:00:00,260.247135925
2021-11-06 15:00:00,2021-11-06 15:00:00,222.968837482
2021-11-06 16:00:00,2021-11-06 16:00:00,152.034499613
2021-11-06 17:00:00,2021-11-06 17:00:00,168.331189219
2021-11-06 18:00:00,2021-11-06 18:00:00,171.124645274
2021-11-06 19:00:00,2021-11-06 19:00:00,172.552548164
2021-11-06 20:00:00,2021-11-06 20:00:00,159.968998238
2021-11-06 21:00:00,2021-11-06 21:00:00,135.856721981
2021-11-06 22:00:00,2021-11-06 22:00:00,136.291931437
2021-11-06 23:00:00,2021-11-06 23:00:00,148.303788913
2021-11-07 00:00:00,2021-11-07 00:00:00,133.616770976
2021-11-07 01:00:00,2021-11-07 01:00:00,133.17880347
2021-11-07 02:00:00,2021-11-07 02:00:00,132.330428269
2021-11-07 03:00:00,2021-11-07 03:00:00,121.640911107
2021-11-07 04:00:00,2021-11-07 04:00:00,151.881953682
2021-11-07 05:00:00,2021-11-07 05:00:00,139.418220367
2021-11-07 06:00:00,2021-11-07 06:00:00,119.182735214
2021-11-07 07:00:00,2021-11-07 07:00:00,115.303155059
2021-11-07 08:00:00,2021-11-07 08:00:00,113.264923392
2021-11-07 09:00:00,2021-11-07 09:00:00,119.828453189
2021-11-07 10:00:00,2021-11-07 10:00:00,125.694672594
2021-11-07 11:00:00,2021-11-07 11:00:00,123.404993879
2021-11-07 12:00:00,2021-11-07 12:00:00,128.705774277
2021-11-07 13:00:00,2021-11-07 13:00:00,131.653988836
2021-11-07 14:00:00,2021-11-07 14:00:00,145.746079365
2021-11-07 15:00:00,2021-11-07 15:00:00,152.344600921
2021-11-07 16:00:00,2021-11-07 16:00:00,168.769640102
2021-11-07 17:00:00,2021-11-07 17:00:00,167.465611286
2021-11-07 18:00:00,2021-11-07 18:00:00,156.428880475
2021-11-07 19:00:00,2021-11-07 19:00:00,170.464586315
2021-11-07 20:00:00,2021-11-07 20:00:00,153.235083203
2021-11-07 21:00:00,2021-11-07 21:00:00,154.847536096
2021-11-07 22:00:00,2021-11-07 22:00:00,191.671899089
2021-11-07 23:00:00,2021-11-07 23:00:00,182.256374353
2021-11-08 00:00:00,2021-11-08 00:00:00,187.701193586
2021-11-08 01:00:00,2021-11-08 01:00:00,167.784708877
2021-11-08 02:00:00,2021-11-08 02:00:00,211.222311815
2021-11-08 03:00:00,2021-11-08 03:00:00,182.653798692
2021-11-08 04:00:00,2021-11-08 04:00:00,152.805644617
2021-11-08 05:00:00,2021-11-08 05:00:00,147.489199654
2021-11-08 06:00:00,2021-11-08 06:00:00,135.413220418
2021-11-08 07:00:00,2021-11-08 07:00:00,140.375842738
2021-11-08 08:00:00,2021-11-08 08:00:00,137.052770191
2021-11-08 09:00:00,2021-11-08 09:00:00,141.631959092
2021-11-08 10:00:00,2021-11-08 10:00:00,141.708158797
2021-11-08 11:00:00,2021-11-08 11:00:00,132.853053561
2021-11-08 12:00:00,2021-11-08 12:00:00,128.274173122
2021-11-08 13:00:00,2021-11-08 13:00:00,151.022088506
2021-11-08 14:00:00,2021-11-08 14:00:00,188.896639442
2021-11-08 15:00:00,2021-11-08 15:00:00,186.41561109
2021-11-08 16:00:00,2021-11-08 16:00:00,206.080218297
2021-11-08 17:00:00,2021-11-08 17:00:00,228.485341325
2021-11-08 18:00:00,2021-11-08 18:00:00,206.151433044
2021-11-08 19:00:00,2021-11-08 19:00:00,297.393991788
2021-11-08 20:00:00,2021-11-08 20:00:00,208.995553164
2021-11-08 21:00:00,2021-11-08 21:00:00,194.902509394
2021-11-08 22:00:00,2021-11-08 22:00:00,176.307729753
2021-11-08 23:00:00,2021-11-08 23:00:00,232.218931418
2021-11-09 00:00:00,2021-11-09 00:00:00,315.582065589
2021-11-09 01:00:00,2021-11-09 01:00:00,345.660587619
2021-11-09 02:00:00,2021-11-09 02:00:00,318.190451573
2021-11-09 03:00:00,2021-11-09 03:00:00,234.504094404
2021-11-09 04:00:00,2021-11-09 04:00:00,257.277022209
2021-11-09 05:00:00,2021-11-09 05:00:00,232.125694018
2021-11-09 06:00:00,2021-11-09 06:00:00,196.085630944
2021-11-09 07:00:00,2021-11-09 07:00:00,181.457556785
2021-11-09 08:00:00,2021-11-09 08:00:00,181.726599228
2021-11-09 09:00:00,2021-11-09 09:00:00,171.151567456
2021-11-09 10:00:00,2021-11-09 10:00:00,185.297316929
2021-11-09 11:00:00,2021-11-09 11:00:00,188.102343554
2021-11-09 12:00:00,2021-11-09 12:00:00,203.316213344
2021-11-09 13:00:00,2021-11-09 13:00:00,221.555303026
2021-11-09 14:00:00,2021-11-09 14:00:00,253.480434148
2021-11-09 15:00:00,2021-11-09 15:00:00,252.658683541
2021-11-09 16:00:00,2021-11-09 16:00:00,242.717156807
2021-11-09 17:00:00,2021-11-09 17:00:00,263.839793966
2021-11-09 18:00:00,2021-11-09 18:00:00,241.352842014
2021-11-09 19:00:00,2021-11-09 19:00:00,210.339361685
2021-11-09 20:00:00,2021-11-09 20:00:00,233.647728471
2021-11-09 21:00:00,2021-11-09 21:00:00,222.830517731
2021-11-09 22:00:00,2021-11-09 22:00:00,239.985820018
2021-11-09 23:00:00,2021-11-09 23:00:00,209.092201378
2021-11-10 00:00:00,2021-11-10 00:00:00,236.54597546
2021-11-10 01:00:00,2021-11-10 01:00:00,234.465930257
2021-11-10 02:00:00,2021-11-10 02:00:00,211.657329748
2021-11-10 03:00:00,2021-11-10 03:00:00,211.476498831
2021-11-10 04:00:00,2021-11-10 04:00:00,247.561984034
2021-11-10 05:00:00,2021-11-10 05:00:00,263.822479326
2021-11-10 06:00:00,2021-11-10 06:00:00,202.756026627
2021-11-10 07:00:00,2021-11-10 07:00:00,193.905623292
2021-11-10 08:00:00,2021-11-10 08:00:00,175.709371794
2021-11-10 09:00:00,2021-11-10 09:00:00,171.180866349
2021-11-10 10:00:00,2021-11-10 10:00:00,155.883625108
2021-11-10 11:00:00,2021-11-10 11:00:00,168.594474358
2021-11-10 12:00:00,2021-11-10 12:00:00,188.10683112
2021-11-10 13:00:00,2021-11-10 13:00:00,197.657331992
2021-11-10 14:00:00,2021-11-10 14:00:00,201.750822765
2021-11-10 15:00:00,2021-11-10 15:00:00,247.454938966
2021-11-10 16:00:00,2021-11-10 16:00:00,296.106818839
2021-11-10 17:00:00,2021-11-10 17:00:00,250.485280469
2021-11-10 18:00:00,2021-11-10 18:00:00,258.104387629
2021-11-10 19:00:00,2021-11-10 19:00:00,271.490669931
2021-11-10 20:00:00,2021-11-10 20:00:00,269.892709033
2021-11-10 21:00:00,2021-11-10 21:00:00,340.077230759
2021-11-10 22:00:00,2021-11-10 22:00:00,256.981275239
2021-11-10 23:00:00,2021-11-10 23:00:00,347.433534532
2021-11-11 00:00:00,2021-11-11 00:00:00,243.755058849
2021-11-11 01:00:00,2021-11-11 01:00:00,192.80503252
2021-11-11 02:00:00,2021-11-11 02:00:00,187.44663979
2021-11-11 03:00:00,2021-11-11 03:00:00,196.32877384
2021-11-11 04:00:00,2021-11-11 04:00:00,205.171959586
2021-11-11 05:00:00,2021-11-11 05:00:00,223.106150218
2021-11-11 06:00:00,2021-11-11 06:00:00,181.898952505
2021-11-11 07:00:00,2021-11-11 07:00:00,207.746089038
2021-11-11 08:00:00,2021-11-11 08:00:00,201.177106365
2021-11-11 09:00:00,2021-11-11 09:00:00,206.554347093
2021-11-11 10:00:00,2021-11-11 10:00:00,170.405560729
2021-11-11 11:00:00,2021-11-11 11:00:00,194.307397661
2021-11-11 12:00:00,2021-11-11 12:00:00,205.331588752
2021-11-11 13:00:00,2021-11-11 13:00:00,183.883072514
2021-11-11 14:00:00,2021-11-11 14:00:00,198.687805506
2021-11-11 15:00:00,2021-11-11 15:00:00,232.384052339
2021-11-11 16:00:00,2021-11-11 16:00:00,258.626896245
2021-11-11 17:00:00,2021-11-11 17:00:00,262.545859689
2021-11-11 18:00:00,2021-11-11 18:00:00,267.352397744
2021-11-11 19:00:00,2021-11-11 19:00:00,291.814776693
2021-11-11 20:00:00,2021-11-11 20:00:00,310.907758268
2021-11-11 21:00:00,2021-11-11 21:00:00,283.674482265
2021-11-11 22:00:00,2021-11-11 22:00:00,260.160567615
2021-11-11 23:00:00,2021-11-11 23:00:00,229.854442078
2021-11-12 00:00:00,2021-11-12 00:00:00,209.306583304
2021-11-12 01:00:00,2021-11-12 01:00:00,222.831790194
2021-11-12 02:00:00,2021-11-12 02:00:00,237.23504904
2021-11-12 03:00:00,2021-11-12 03:00:00,227.351682616
2021-11-12 04:00:00,2021-11-12 04:00:00,226.243156966
2021-11-12 05:00:00,2021-11-12 05:00:00,248.280366474
2021-11-12 06:00:00,2021-11-12 06:00:00,198.699407098
2021-11-12 07:00:00,2021-11-12 07:00:00,174.425228843
2021-11-12 08:00:00,2021-11-12 08:00:00,173.977930859
2021-11-12 09:00:00,2021-11-12 09:00:00,186.50854361
2021-11-12 10:00:00,2021-11-12 10:00:00,184.333301371
2021-11-12 11:00:00,2021-11-12 11:00:00,180.16973908
2021-11-12 12:00:00,2021-11-12 12:00:00,174.662510857
2021-11-12 13:00:00,2021-11-12 13:00:00,188.579116525
2021-11-12 14:00:00,2021-11-12 14:00:00,203.037273518
2021-11-12 15:00:00,2021-11-12 15:00:00,207.668102127
2021-11-12 16:00:00,2021-11-12 16:00:00,209.363547276
2021-11-12 17:00:00,2021-11-12 17:00:00,235.011021113
2021-11-12 18:00:00,2021-11-12 18:00:00,204.877194924
2021-11-12 19:00:00,2021-11-12 19:00:00,222.80423986
2021-11-12 20:00:00,2021-11-12 20:00:00,249.641193968
2021-11-12 21:00:00,2021-11-12 21:00:00,247.792624919
2021-11-12 22:00:00,2021-11-12 22:00:00,241.112428764
2021-11-12 23:00:00,2021-11-12 23:00:00,190.101024229
2021-11-13 00:00:00,2021-11-13 00:00:00,197.77607568
2021-11-13 01:00:00,2021-11-13 01:00:00,230.068913048
2021-11-13 02:00:00,2021-11-13 02:00:00,249.582152771
2021-11-13 03:00:00,2021-11-13 03:00:00,273.565191047
2021-11-13 04:00:00,2021-11-13 04:00:00,214.545244692
2021-11-13 05:00:00,2021-11-13 05:00:00,187.84125613
2021-11-13 06:00:00,2021-11-13 06:00:00,171.497260715
2021-11-13 07:00:00,2021-11-13 07:00:00,172.744043673
2021-11-13 08:00:00,2021-11-13 08:00:00,178.006240552
2021-11-13 09:00:00,2021-11-13 09:00:00,144.562977504
2021-11-13 10:00:00,2021-11-13 10:00:00,147.92047359
2021-11-13 11:00:00,2021-11-13 11:00:00,151.463423862
2021-11-13 12:00:00,2021-11-13 12:00:00,160.713161323
2021-11-13 13:00:00,2021-11-13 13:00:00,163.180071882
2021-11-13 14:00:00,2021-11-13 14:00:00,189.957879246
2021-11-13 15:00:00,2021-11-13 15:00:00,196.054232982
2021-11-13 16:00:00,2021-11-13 16:00:00,206.950508171
2021-11-13 17:00:00,2021-11-13 17:00:00,200.977357592
2021-11-13 18:00:00,2021-11-13 18:00:00,187.181002392
2021-11-13 19:00:00,2021-11-13 19:00:00,190.408248462
2021-11-13 20:00:00,2021-11-13 20:00:00,183.285444054
2021-11-13 21:00:00,2021-11-13 21:00:00,198.787223829
2021-11-13 22:00:00,2021-11-13 22:00:00,178.3189198
2021-11-13 23:00:00,2021-11-13 23:00:00,179.449434893
2021-11-14 00:00:00,2021-11-14 00:00:00,168.250910289
2021-11-14 01:00:00,2021-11-14 01:00:00,172.26334055
2021-11-14 02:00:00,2021-11-14 02:00:00,157.68210466
2021-11-14 03:00:00,2021-11-14 03:00:00,146.206536216
2021-11-14 04:00:00,2021-11-14 04:00:00,170.60653448
2021-11-14 05:00:00,2021-11-14 05:00:00,185.395101987
2021-11-14 06:00:00,2021-11-14 06:00:00,177.301556638
2021-11-14 07:00:00,2021-11-14 07:00:00,153.772235735
2021-11-14 08:00:00,2021-11-14 08:00:00,134.571000314
2021-11-14 09:00:00,2021-11-14 09:00:00,142.984144047
2021-11-14 10:00:00,2021-11-14 10:00:00,139.67982343
2021-11-14 11:00:00,2021-11-14 11:00:00,136.818894104
2021-11-14 12:00:00,2021-11-14 12:00:00,144.972920105
2021-11-14 13:00:00,2021-11-14 13:00:00,149.649077438
2021-11-14 14:00:00,2021-11-14 14:00:00,165.696060712
2021-11-14 15:00:00,2021-11-14 15:00:00,164.254862459
2021-11-14 16:00:00,2021-11-14 16:00:00,172.396144257
2021-11-14 17:00:00,2021-11-14 17:00:00,183.247794892
2021-11-14 18:00:00,2021-11-14 18:00:00,166.267883107
2021-11-14 19:00:00,2021-11-14 19:00:00,166.858563585
2021-11-14 20:00:00,2021-11-14 20:00:00,180.306039219
2021-11-14 21:00:00,2021-11-14 21:00:00,186.801366042
2021-11-14 22:00:00,2021-11-14 22:00:00,200.989659275
2021-11-14 23:00:00,2021-11-14 23:00:00,173.898579432
2021-11-15 00:00:00,2021-11-15 00:00:00,191.57948452
2021-11-15 01:00:00,2021-11-15 01:00:00,171.809001086
2021-11-15 02:00:00,2021-11-15 02:00:00,210.038977516
2021-11-15 03:00:00,2021-11-15 03:00:00,201.993596123
2021-11-15 04:00:00,2021-11-15 04:00:00,177.122892144
2021-11-15 05:00:00,2021-11-15 05:00:00,335.379344606
2021-11-15 06:00:00,2021-11-15 06:00:00,217.707951867
2021-11-15 07:00:00,2021-11-15 07:00:00,151.756968368
2021-11-15 08:00:00,2021-11-15 08:00:00,159.127024744
2021-11-15 09:00:00,2021-11-15 09:00:00,156.995267116
2021-11-15 10:00:00,2021-11-15 10:00:00,149.237329565
2021-11-15 11:00:00,2021-11-15 11:00:00,153.646834884
2021-11-15 12:00:00,2021-11-15 12:00:00,175.662309885
2021-11-15 13:00:00,2021-11-15 13:00:00,218.763427303
2021-11-15 14:00:00,2021-11-15 14:00:00,239.669290543
2021-11-15 15:00:00,2021-11-15 15:00:00,276.115426219
2021-11-15 16:00:00,2021-11-15 16:00:00,263.833888524
2021-11-15 17:00:00,2021-11-15 17:00:00,262.360124732
2021-11-15 18:00:00,2021-11-15 18:00:00,259.967310085
2021-11-15 19:00:00,2021-11-15 19:00:00,264.298156253
2021-11-15 20:00:00,2021-11-15 20:00:00,341.658817157
2021-11-15 21:00:00,2021-11-15 21:00:00,236.662724917
2021-11-15 22:00:00,2021-11-15 22:00:00,197.482978578
2021-11-15 23:00:00,2021-11-15 23:00:00,208.746179819
2021-11-16 00:00:00,2021-11-16 00:00:00,228.529463624
2021-11-16 01:00:00,2021-11-16 01:00:00,280.379711965
2021-11-16 02:00:00,2021-11-16 02:00:00,238.374916623
2021-11-16 03:00:00,2021-11-16 03:00:00,219.899109423
2021-11-16 04:00:00,2021-11-16 04:00:00,231.641434509
2021-11-16 05:00:00,2021-11-16 05:00:00,222.529485893
2021-11-16 06:00:00,2021-11-16 06:00:00,187.642707966
2021-11-16 07:00:00,2021-11-16 07:00:00,167.6510971
2021-11-16 08:00:00,2021-11-16 08:00:00,169.879407833
2021-11-16 09:00:00,2021-11-16 09:00:00,161.745768686
2021-11-16 10:00:00,2021-11-16 10:00:00,222.74059922
2021-11-16 11:00:00,2021-11-16 11:00:00,190.80716925
2021-11-16 12:00:00,2021-11-16 12:00:00,166.939365643
2021-11-16 13:00:00,2021-11-16 13:00:00,168.014818126
2021-11-16 14:00:00,2021-11-16 14:00:00,201.000144689
2021-11-16 15:00:00,2021-11-16 15:00:00,187.793033081
2021-11-16 16:00:00,2021-11-16 16:00:00,194.61763641
2021-11-16 17:00:00,2021-11-16 17:00:00,177.309897142
2021-11-16 18:00:00,2021-11-16 18:00:00,193.486033956
2021-11-16 19:00:00,2021-11-16 19:00:00,186.508241238
2021-11-16 20:00:00,2021-11-16 20:00:00,212.880113559
2021-11-16 21:00:00,2021-11-16 21:00:00,213.204312755
2021-11-16 22:00:00,2021-11-16 22:00:00,307.436616447
2021-11-16 23:00:00,2021-11-16 23:00:00,201.634168361
2021-11-17 00:00:00,2021-11-17 00:00:00,206.044131418
2021-11-17 01:00:00,2021-11-17 01:00:00,182.022010582
2021-11-17 02:00:00,2021-11-17 02:00:00,166.159944188
2021-11-17 03:00:00,2021-11-17 03:00:00,238.495012891
2021-11-17 04:00:00,2021-11-17 04:00:00,202.336942138
2021-11-17 05:00:00,2021-11-17 05:00:00,191.860548287
2021-11-17 06:00:00,2021-11-17 06:00:00,229.445931559
2021-11-17 07:00:00,2021-11-17 07:00:00,149.772175835
2021-11-17 08:00:00,2021-11-17 08:00:00,139.703409493
2021-11-17 09:00:00,2021-11-17 09:00:00,147.660870048
2021-11-17 10:00:00,2021-11-17 10:00:00,144.256588904
2021-11-17 11:00:00,2021-11-17 11:00:00,146.342442415
2021-11-17 12:00:00,2021-11-17 12:00:00,158.62100065
2021-11-17 13:00:00,2021-11-17 13:00:00,145.459707785
2021-11-17 14:00:00,2021-11-17 14:00:00,162.975365502
2021-11-17 15:00:00,2021-11-17 15:00:00,174.312413356
